primeOShuffle,responseSentence,pTSentence,primeType,correctPChoices,audio,btwncondition,slide_type,primeTShuffle,pTChoice,pOwrongAnswer,response,pTSymbols,responseSymbols,goodPOChoice,primeStrength,Answer.time_in_minutes,slide_number,correctPTChoice,pTwrongAnswer,responseChoice,correctPOChoice,pOChoice,workerid,trial_type,Answer.condition,block_rt,image,pOSymbols,response_rt,goodPTChoice,pOSentence
"[1, 0]",There are four squares.,There are four hearts.,1,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 2, 6]","[5, 8, 9]",0,1,3.76815,,True,"[0, 0, 0]",1,False,1,30,filler,undefined,696,,"[1, 9, 0]",297,1,There are four clubs.
"[0, 1]",There are four notes.,9 + 0 = ?,1,True,,exh-clausal,,"[1, 0]",0,"[7, 0, 0]",,"[9, 9, 0]","[8, 7, 1]",1,3,3.76815,,True,"[9, 0, 0]",0,True,1,30,filler,undefined,674,,"[10, 7, 3]",171,0,7 + 3 = ?
"[1, 0]",There is a square.,There is a club.,2,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 8, 5]","[5, 8, 4]",0,0,3.76815,,True,"[0, 0, 0]",1,False,1,30,filler,undefined,667,,"[3, 7, 2]",244,1,There is a spade.
"[0, 1]",Some of the symbols are notes.,Some of the symbols are circles.,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[7, 8, 6]","[8, 9, 7]",1,0,3.76815,,False,"[0, 0, 0]",1,False,0,30,filler,undefined,708,,"[4, 1, 5]",223,1,Some of the symbols are hearts.
"[0, 1]",Some of the symbols are squares.,"Some of the symbols are triangles, but not all of them are triangles.",0,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[9, 4, 0]","[5, 1, 6]",1,2,3.76815,,False,"[0, 0, 0]",0,True,1,30,response,undefined,671,,"[2, 0, 8]",242,0,"Some of the symbols are ticks, but not all of them are ticks."
"[0, 1]",There are four clubs.,9 + 5 = ?,1,False,,exh-clausal,,"[0, 1]",1,"[6, 0, 0]",,"[14, 9, 5]","[1, 6, 7]",1,3,3.76815,,True,"[6, 0, 0]",1,False,0,30,response,undefined,549,,"[13, 6, 7]",179,1,6 + 7 = ?
"[1, 0]",There is a heart.,9 + 4 = ?,2,True,,exh-clausal,,"[1, 0]",0,"[3, 0, 0]",,"[13, 9, 4]","[4, 6, 8]",0,3,3.76815,,True,"[2, 0, 0]",1,True,0,30,response,undefined,695,,"[9, 0, 9]",205,0,0 + 9 = ?
"[0, 1]",There are four ticks.,"There are four squares, but there are no more than four squares.",1,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[5, 4, 8]","[2, 8, 5]",1,2,3.76815,,False,"[0, 0, 0]",0,True,1,30,filler,undefined,688,,"[9, 0, 6]",235,1,"There are four triangles, but there are no more than four triangles."
"[0, 1]",Some of the symbols are hearts.,7 + 7 = ?,0,True,,exh-clausal,,"[1, 0]",0,"[10, 0, 0]",,"[14, 7, 7]","[4, 7, 0]",1,3,3.76815,,True,"[9, 0, 0]",0,True,1,30,response,undefined,689,,"[9, 8, 1]",260,0,8 + 1 = ?
"[1, 0]",Some of the symbols are hearts.,Some of the symbols are ticks.,0,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[2, 9, 3]","[4, 8, 2]",0,0,3.76815,,False,"[0, 0, 0]",1,True,0,30,response,undefined,715,,"[7, 0, 6]",245,0,Some of the symbols are circles.
"[1, 0]",Some of the symbols are triangles.,Some of the symbols are diamonds.,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[0, 4, 3]","[9, 5, 4]",0,1,3.76815,,False,"[0, 0, 0]",1,False,1,30,filler,undefined,611,,"[9, 4, 3]",181,1,Some of the symbols are triangles.
"[0, 1]",There is a club.,There is a diamond.,2,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 8, 5]","[1, 6, 4]",1,1,3.76815,,True,"[0, 0, 0]",0,False,0,30,response,undefined,657,,"[4, 2, 5]",199,1,There is a heart.
"[1, 0]",Some of the symbols are squares.,6 + 1 = ?,0,False,,exh-clausal,,"[1, 0]",0,"[1, 0, 0]",,"[7, 6, 1]","[5, 0, 3]",0,3,3.76815,,True,"[4, 0, 0]",0,False,1,30,filler,undefined,639,,"[9, 6, 3]",218,0,6 + 3 = ?
"[0, 1]",There is a circle.,"There is a circle, but there is nothing besides a circle.",2,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[7, 3, 1]","[7, 8, 5]",1,2,3.76815,,False,"[0, 0, 0]",0,True,1,30,response,undefined,755,,"[5, 3, 2]",281,0,"There is a square, but there is nothing besides a square."
"[0, 1]",There is a tick.,There is a circle.,2,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[7, 3, 6]","[2, 5, 4]",1,1,3.76815,,False,"[0, 0, 0]",0,False,0,30,filler,undefined,570,,"[5, 3, 2]",244,0,There is a square.
"[0, 1]",There are four notes.,"There are four notes, but there are no more than four notes.",1,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 1, 4]","[8, 2, 0]",1,2,3.76815,,True,"[0, 0, 0]",1,False,0,30,filler,undefined,650,,"[4, 9, 6]",236,1,"There are four hearts, but there are no more than four hearts."
"[1, 0]",There is a tick.,There is a diamond.,2,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[0, 2, 7]","[2, 7, 8]",0,1,3.76815,,False,"[0, 0, 0]",1,True,0,30,filler,undefined,593,,"[2, 7, 5]",196,0,There is a tick.
"[1, 0]",There is a heart.,There is a square.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 9, 2]","[4, 8, 7]",0,1,3.76815,,True,"[0, 0, 0]",1,True,0,30,filler,undefined,673,,"[2, 3, 8]",192,1,There is a tick.
"[1, 0]",There is a note.,There is a square.,2,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[5, 4, 7]","[8, 2, 9]",0,0,3.76815,,False,"[0, 0, 0]",0,True,0,30,response,undefined,856,,"[9, 2, 1]",185,0,There is a triangle.
"[0, 1]",There are four hearts.,"There are four ticks, but there are no more than four ticks.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[2, 4, 6]","[4, 3, 2]",1,2,3.76815,,True,"[0, 0, 0]",0,True,1,30,response,undefined,629,,"[4, 7, 1]",207,1,"There are four hearts, but there are no more than four hearts."
"[1, 0]",Some of the symbols are diamonds.,Some of the symbols are stars.,0,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[6, 1, 8]","[0, 1, 2]",0,0,3.76815,,False,"[0, 0, 0]",0,False,1,30,response,undefined,632,,"[3, 8, 9]",209,0,Some of the symbols are spades.
"[1, 0]",There is a note.,1 + 1 = ?,2,False,,exh-clausal,,"[1, 0]",0,"[9, 0, 0]",,"[2, 1, 1]","[8, 6, 2]",0,3,3.76815,,True,"[2, 0, 0]",0,False,1,30,filler,undefined,605,,"[12, 7, 5]",209,0,7 + 5 = ?
"[0, 1]",Some of the symbols are circles.,Some of the symbols are diamonds.,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[0, 2, 7]","[7, 2, 3]",1,0,3.76815,,False,"[0, 0, 0]",1,True,1,30,filler,undefined,622,,"[7, 5, 4]",178,1,Some of the symbols are circles.
"[0, 1]",Some of the symbols are triangles.,Some of the symbols are circles.,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[7, 8, 2]","[9, 2, 3]",1,1,3.76815,,False,"[0, 0, 0]",1,True,1,30,response,undefined,639,,"[0, 4, 7]",212,1,Some of the symbols are diamonds.
"[0, 1]",Some of the symbols are clubs.,Some of the symbols are spades.,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[3, 1, 4]","[1, 3, 4]",1,0,3.76815,,False,"[0, 0, 0]",1,True,1,30,response,undefined,618,,"[3, 9, 8]",130,1,Some of the symbols are spades.
"[0, 1]",There are four triangles.,There are four spades.,1,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[3, 2, 6]","[9, 4, 5]",1,1,3.76815,,False,"[0, 0, 0]",1,False,0,30,response,undefined,594,,"[1, 2, 9]",188,0,There are four clubs.
"[1, 0]",There is a diamond.,"There is a square, but there is nothing besides a square.",2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[5, 2, 7]","[0, 2, 3]",0,2,3.76815,,True,"[0, 0, 0]",0,True,0,30,filler,undefined,652,,"[9, 7, 6]",210,1,"There is a triangle, but there is nothing besides a triangle."
"[1, 0]",There are four triangles.,7 + 2 = ?,1,False,,exh-clausal,,"[0, 1]",0,"[1, 0, 0]",,"[9, 7, 2]","[9, 1, 3]",0,3,3.76815,,False,"[5, 0, 0]",0,False,1,30,response,undefined,676,,"[15, 6, 9]",231,1,6 + 9 = ?
"[0, 1]",Some of the symbols are clubs.,Some of the symbols are spades.,0,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[3, 8, 1]","[1, 9, 3]",1,0,3.76815,,False,"[0, 0, 0]",0,False,0,30,filler,undefined,624,,"[7, 4, 6]",168,0,Some of the symbols are circles.
"[0, 1]",There are four triangles.,There are four ticks.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 4, 8]","[9, 7, 0]",1,0,3.76815,,True,"[0, 0, 0]",0,True,1,30,response,undefined,635,,"[1, 2, 5]",221,0,There are four clubs.
"[1, 0]",There is a star.,"There is a heart, but there is nothing besides a heart.",2,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 2, 1]","[6, 9, 8]",0,2,3.76815,,True,"[0, 0, 0]",0,False,1,30,response,undefined,692,,"[9, 7, 5]",248,1,"There is a triangle, but there is nothing besides a triangle."
"[1, 0]",Some of the symbols are diamonds.,Some of the symbols are hearts.,0,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[4, 6, 9]","[0, 5, 8]",0,1,3.76815,,False,"[0, 0, 0]",1,True,0,30,response,undefined,646,,"[5, 9, 8]",194,0,Some of the symbols are squares.
"[1, 0]",There are four triangles.,"There are four triangles, but there are no more than four triangles.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 8, 7]","[9, 5, 4]",0,2,3.76815,,True,"[0, 0, 0]",1,True,0,30,response,undefined,890,,"[1, 0, 4]",452,1,"There are four clubs, but there are no more than four clubs."
"[0, 1]",There are four diamonds.,There are four hearts.,1,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 0, 7]","[0, 8, 6]",1,1,3.76815,,True,"[0, 0, 0]",0,False,0,30,response,undefined,621,,"[7, 0, 8]",148,1,There are four circles.
"[0, 1]",There are four circles.,"There are four stars, but there are no more than four stars.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 1, 4]","[7, 9, 6]",1,2,3.76815,,True,"[0, 0, 0]",0,True,1,30,filler,undefined,692,,"[7, 6, 1]",239,0,"There are four circles, but there are no more than four circles."
"[1, 0]",There are four diamonds.,"There are four squares, but there are no more than four squares.",1,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[5, 4, 8]","[0, 4, 6]",0,2,3.76815,,False,"[0, 0, 0]",1,False,1,30,filler,undefined,734,,"[6, 0, 1]",246,1,"There are four stars, but there are no more than four stars."
"[1, 0]",There is a star.,0 + 4 = ?,2,False,,exh-clausal,,"[1, 0]",0,"[4, 0, 0]",,"[4, 0, 4]","[6, 7, 8]",0,3,3.76815,,True,"[1, 0, 0]",1,False,1,30,response,undefined,640,,"[13, 5, 8]",229,0,5 + 8 = ?
"[0, 1]",Some of the symbols are clubs.,"Some of the symbols are diamonds, but not all of them are diamonds.",0,False,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 5, 1]","[1, 4, 8]",1,2,3.76815,,True,"[0, 0, 0]",0,False,0,30,filler,undefined,651,,"[3, 0, 9]",198,0,"Some of the symbols are spades, but not all of them are spades."
"[1, 0]",There is a tick.,5 + 1 = ?,2,False,,exh-clausal,,"[1, 0]",0,"[10, 0, 0]",,"[6, 5, 1]","[2, 4, 7]",0,3,3.76815,,True,"[3, 0, 0]",0,False,1,30,response,undefined,630,,"[9, 9, 0]",178,0,9 + 0 = ?
"[1, 0]",There is a tick.,"There is a spade, but there is nothing besides a spade.",2,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[3, 4, 2]","[2, 9, 7]",0,2,3.76815,,False,"[0, 0, 0]",0,True,0,30,response,undefined,651,,"[3, 1, 5]",212,0,"There is a spade, but there is nothing besides a spade."
"[0, 1]",There are four squares.,There are four squares.,1,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[5, 2, 7]","[5, 8, 6]",1,0,3.76815,,False,"[0, 0, 0]",0,False,0,30,response,undefined,672,,"[4, 0, 7]",136,0,There are four hearts.
"[1, 0]",There is a triangle.,2 + 2 = ?,2,True,,exh-clausal,,"[0, 1]",1,"[6, 0, 0]",,"[4, 2, 2]","[9, 7, 5]",0,3,3.76815,,True,"[3, 0, 0]",0,True,0,30,filler,undefined,763,,"[1, 0, 1]",259,1,0 + 1 = ?
"[0, 1]",Some of the symbols are triangles.,Some of the symbols are spades.,0,False,,exh-clausal,,"[0, 1]",0,"[0, 0, 0]",,"[3, 5, 9]","[9, 7, 8]",1,1,3.76815,,False,"[0, 0, 0]",1,False,0,30,filler,undefined,667,,"[2, 0, 3]",213,1,Some of the symbols are ticks.
"[1, 0]",There are four circles.,There are four clubs.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 4, 7]","[7, 3, 2]",0,1,3.76815,,True,"[0, 0, 0]",1,True,0,30,filler,undefined,690,,"[8, 4, 6]",237,1,There are four notes.
"[0, 1]",Some of the symbols are hearts.,4 + 6 = ?,0,True,,exh-clausal,,"[1, 0]",0,"[3, 0, 0]",,"[10, 4, 6]","[4, 1, 5]",1,3,3.76815,,True,"[8, 0, 0]",1,True,1,30,filler,undefined,689,,"[7, 4, 3]",227,0,4 + 3 = ?
"[1, 0]",Some of the symbols are ticks.,"Some of the symbols are diamonds, but not all of them are diamonds.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[0, 6, 5]","[2, 4, 3]",0,2,3.76815,,True,"[0, 0, 0]",1,True,0,30,filler,undefined,1093,,"[7, 9, 5]",409,0,"Some of the symbols are circles, but not all of them are circles."
"[0, 1]",There are four circles.,0 + 9 = ?,1,False,,exh-clausal,,"[1, 0]",0,"[5, 0, 0]",,"[9, 0, 9]","[7, 6, 9]",1,3,3.76815,,True,"[0, 0, 0]",0,False,0,30,filler,undefined,666,,"[13, 9, 4]",231,0,9 + 4 = ?
"[0, 1]",There is a spade.,6 + 4 = ?,2,False,,exh-clausal,,"[0, 1]",1,"[1, 0, 0]",,"[10, 6, 4]","[3, 9, 8]",1,3,3.76815,,True,"[1, 0, 0]",0,False,0,30,filler,undefined,722,,"[12, 9, 3]",258,1,9 + 3 = ?
"[0, 1]",There are four triangles.,"There are four stars, but there are no more than four stars.",1,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[6, 2, 1]","[9, 2, 1]",1,2,3.76815,,True,"[0, 0, 0]",1,False,0,30,response,undefined,640,,"[0, 3, 7]",159,1,"There are four diamonds, but there are no more than four diamonds."
"[1, 0]",Some of the symbols are clubs.,"Some of the symbols are circles, but not all of them are circles.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[7, 2, 8]","[1, 7, 9]",0,2,3.76815,,True,"[0, 0, 0]",0,True,0,30,response,undefined,957,,"[9, 6, 3]",225,1,"Some of the symbols are triangles, but not all of them are triangles."
"[0, 1]",There are four circles.,There are four clubs.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 6, 3]","[7, 4, 5]",1,1,3.76815,,True,"[0, 0, 0]",0,True,1,30,filler,undefined,679,,"[8, 3, 0]",226,0,There are four notes.
"[1, 0]",Some of the symbols are circles.,"Some of the symbols are clubs, but not all of them are clubs.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 2, 6]","[7, 3, 5]",0,2,3.76815,,True,"[0, 0, 0]",1,True,0,30,response,undefined,638,,"[9, 4, 1]",237,1,"Some of the symbols are triangles, but not all of them are triangles."
"[1, 0]",There is a club.,"There is a diamond, but there is nothing besides a diamond.",2,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[0, 3, 2]","[1, 8, 6]",0,2,3.76815,,False,"[0, 0, 0]",1,True,0,30,filler,undefined,669,,"[0, 6, 8]",228,0,"There is a diamond, but there is nothing besides a diamond."
"[1, 0]",There are four squares.,There are four clubs.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 6, 3]","[5, 9, 7]",0,0,3.76815,,True,"[0, 0, 0]",1,True,0,30,filler,undefined,5062,,"[7, 4, 0]",1873,1,There are four circles.
"[1, 0]",There are four circles.,There are four clubs.,1,False,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 2, 4]","[7, 9, 4]",0,1,3.76815,,True,"[0, 0, 0]",1,False,1,30,response,undefined,7618,,"[1, 7, 8]",3451,1,There are four clubs.
"[1, 0]",There are four clubs.,There are four spades.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[3, 0, 4]","[1, 7, 3]",0,0,3.76815,,True,"[0, 0, 0]",1,True,0,30,filler,undefined,6250,,"[7, 6, 8]",3054,0,There are four circles.
"[1, 0]",Some of the symbols are ticks.,3 + 8 = ?,0,True,,exh-clausal,,"[0, 1]",1,"[7, 0, 0]",,"[11, 3, 8]","[2, 5, 6]",0,3,3.76815,,True,"[8, 0, 0]",0,True,0,30,response,undefined,5341,,"[11, 8, 3]",1755,1,8 + 3 = ?
"[0, 1]",There is a circle.,There is a circle.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[7, 1, 3]","[7, 6, 2]",1,0,3.76815,,True,"[0, 0, 0]",1,True,1,30,filler,undefined,5215,,"[8, 3, 9]",1543,0,There is a note.
"[1, 0]",There are four clubs.,There are four hearts.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 8, 5]","[1, 3, 7]",0,0,3.76815,,True,"[0, 0, 0]",1,True,0,30,response,undefined,5928,,"[6, 7, 2]",2453,1,There are four stars.
"[1, 0]",Some of the symbols are hearts.,Some of the symbols are spades.,0,False,,exh-clausal,,"[1, 0]",1,"[0, 0, 0]",,"[3, 2, 8]","[4, 2, 5]",0,1,3.76815,,False,"[0, 0, 0]",0,False,1,30,response,undefined,4872,,"[5, 7, 0]",1211,0,Some of the symbols are squares.
"[1, 0]",There are four diamonds.,There are four ticks.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[2, 8, 9]","[0, 8, 2]",0,0,3.76815,,True,"[0, 0, 0]",1,True,0,30,filler,undefined,6554,,"[4, 6, 3]",2234,0,There are four hearts.
,,,,,,,bot_check,,,,"[0, 'Elizabeth']",,,,,9.69125,1,,,,,,31,,undefined,,Elizabeth,,,,
"[1, 0]",Some of the symbols are hearts.,Some of the symbols are spades.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[3, 1, 8]","[4, 1, 5]",0,0,9.69125,,True,"[0, 0, 0]",1,True,0,31,response,undefined,13128,,"[8, 5, 3]",3703,0,Some of the symbols are notes.
"[1, 0]",There are four diamonds.,There are four clubs.,1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 2, 8]","[0, 3, 8]",0,1,9.69125,,True,"[0, 0, 0]",1,True,0,31,filler,undefined,7440,,"[0, 8, 3]",2672,1,There are four diamonds.
"[0, 1]",Some of the symbols are squares.,"Some of the symbols are squares, but not all of them are squares.",0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 6, 1]","[5, 6, 9]",1,2,9.69125,,True,"[0, 0, 0]",1,True,1,31,response,undefined,11791,,"[3, 9, 7]",2590,0,"Some of the symbols are spades, but not all of them are spades."
"[0, 1]",Some of the symbols are triangles.,0 + 1 = ?,0,False,,exh-clausal,,"[1, 0]",1,"[7, 0, 0]",,"[1, 0, 1]","[9, 8, 4]",1,3,9.69125,,False,"[2, 0, 0]",1,False,0,31,response,undefined,14304,,"[5, 4, 1]",9375,0,4 + 1 = ?
"[1, 0]",Some of the symbols are circles.,"Some of the symbols are hearts, but not all of them are hearts.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[4, 2, 6]","[7, 0, 4]",0,2,9.69125,,True,"[0, 0, 0]",1,True,0,31,response,undefined,7882,,"[9, 1, 0]",2253,1,"Some of the symbols are triangles, but not all of them are triangles."
"[1, 0]",There is a note.,0 + 2 = ?,2,False,,exh-clausal,,"[0, 1]",0,"[7, 0, 0]",,"[2, 0, 2]","[8, 4, 3]",0,3,9.69125,,False,"[5, 0, 0]",0,False,1,31,response,undefined,6127,,"[11, 2, 9]",2728,1,2 + 9 = ?
"[0, 1]",There is a star.,There is a note.,2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 0, 5]","[6, 8, 5]",1,1,9.69125,,True,"[0, 0, 0]",0,True,1,31,response,undefined,8361,,"[4, 5, 3]",1997,0,There is a heart.
"[1, 0]",There is a square.,"There is a square, but there is nothing besides a square.",2,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[5, 6, 3]","[5, 9, 1]",0,2,9.69125,,True,"[0, 0, 0]",0,True,0,31,response,undefined,6490,,"[4, 5, 1]",2022,0,"There is a heart, but there is nothing besides a heart."
"[1, 0]",Some of the symbols are stars.,Some of the symbols are stars.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[6, 2, 1]","[6, 3, 2]",0,0,9.69125,,True,"[0, 0, 0]",1,True,0,31,filler,undefined,7550,,"[3, 2, 7]",2498,1,Some of the symbols are spades.
"[1, 0]",Some of the symbols are spades.,Some of the symbols are triangles.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[9, 5, 7]","[3, 7, 8]",0,0,9.69125,,True,"[0, 0, 0]",1,True,0,31,response,undefined,6516,,"[5, 6, 9]",3228,0,Some of the symbols are squares.
"[0, 1]",There are four triangles.,"There are four stars, but there are no more than four stars.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[6, 8, 2]","[9, 2, 3]",1,2,9.69125,,True,"[0, 0, 0]",1,True,1,31,response,undefined,6731,,"[9, 8, 0]",1712,1,"There are four triangles, but there are no more than four triangles."
"[0, 1]",Some of the symbols are notes.,"Some of the symbols are ticks, but not all of them are ticks.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[2, 5, 1]","[8, 4, 2]",1,2,9.69125,,True,"[0, 0, 0]",1,True,1,31,filler,undefined,5679,,"[8, 5, 4]",1701,1,"Some of the symbols are notes, but not all of them are notes."
"[1, 0]",Some of the symbols are diamonds.,"Some of the symbols are clubs, but not all of them are clubs.",0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 4, 2]","[0, 5, 9]",0,2,9.69125,,True,"[0, 0, 0]",1,True,0,31,filler,undefined,6817,,"[2, 0, 4]",1992,1,"Some of the symbols are ticks, but not all of them are ticks."
"[0, 1]",There are four circles.,"There are four stars, but there are no more than four stars.",1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[6, 2, 7]","[7, 3, 6]",1,2,9.69125,,True,"[0, 0, 0]",1,True,1,31,filler,undefined,5384,,"[3, 6, 0]",1244,0,"There are four spades, but there are no more than four spades."
"[0, 1]",Some of the symbols are spades.,0 + 5 = ?,0,False,,exh-clausal,,"[1, 0]",1,"[9, 0, 0]",,"[5, 0, 5]","[3, 7, 8]",1,3,9.69125,,False,"[6, 0, 0]",1,False,0,31,response,undefined,4872,,"[6, 0, 6]",2494,0,0 + 6 = ?
"[0, 1]",There is a club.,There is a tick.,2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[2, 0, 8]","[1, 7, 8]",1,1,9.69125,,True,"[0, 0, 0]",0,True,1,31,response,undefined,3942,,"[8, 9, 1]",1751,1,There is a note.
"[1, 0]",There are four triangles.,3 + 5 = ?,1,False,,exh-clausal,,"[1, 0]",0,"[5, 0, 0]",,"[8, 3, 5]","[9, 0, 8]",0,3,9.69125,,True,"[0, 0, 0]",1,False,1,31,filler,undefined,5018,,"[18, 9, 9]",1592,0,9 + 9 = ?
"[0, 1]",There are four notes.,There are four notes.,1,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[8, 9, 0]","[8, 7, 2]",1,0,9.69125,,True,"[0, 0, 0]",1,True,1,31,response,undefined,8537,,"[6, 7, 3]",2141,0,There are four stars.
"[1, 0]",There are four hearts.,"There are four clubs, but there are no more than four clubs.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[1, 5, 0]","[4, 7, 1]",0,2,9.69125,,True,"[0, 0, 0]",1,True,0,31,response,undefined,5642,,"[2, 6, 0]",1752,1,"There are four ticks, but there are no more than four ticks."
"[1, 0]",Some of the symbols are triangles.,Some of the symbols are clubs.,0,True,,exh-clausal,,"[1, 0]",0,"[0, 0, 0]",,"[1, 9, 5]","[9, 0, 4]",0,1,9.69125,,True,"[0, 0, 0]",1,True,0,31,response,undefined,5404,,"[0, 2, 7]",1540,0,Some of the symbols are diamonds.
"[0, 1]",There is a club.,3 + 3 = ?,2,False,,exh-clausal,,"[0, 1]",1,"[7, 0, 0]",,"[6, 3, 3]","[1, 4, 9]",1,3,9.69125,,True,"[9, 0, 0]",0,False,0,31,response,undefined,3850,,"[6, 4, 2]",1646,1,4 + 2 = ?
"[0, 1]",Some of the symbols are diamonds.,Some of the symbols are stars.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[6, 1, 9]","[0, 5, 9]",1,1,9.69125,,True,"[0, 0, 0]",1,True,1,31,filler,undefined,6328,,"[9, 1, 7]",2096,1,Some of the symbols are triangles.
"[0, 1]",There are four diamonds.,3 + 9 = ?,1,False,,exh-clausal,,"[0, 1]",1,"[3, 0, 0]",,"[12, 3, 9]","[0, 3, 1]",1,3,9.69125,,True,"[9, 0, 0]",1,False,0,31,filler,undefined,3790,,"[7, 4, 3]",1439,1,4 + 3 = ?
"[0, 1]",There are four circles.,"There are four diamonds, but there are no more than four diamonds.",1,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[0, 2, 3]","[7, 3, 8]",1,2,9.69125,,True,"[0, 0, 0]",1,True,1,31,response,undefined,5049,,"[8, 4, 9]",1863,1,"There are four notes, but there are no more than four notes."
"[1, 0]",There is a note.,"There is a note, but there is nothing besides a note.",2,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[8, 3, 9]","[8, 1, 3]",0,2,9.69125,,True,"[0, 0, 0]",0,True,0,31,response,undefined,4327,,"[2, 5, 8]",1293,1,"There is a tick, but there is nothing besides a tick."
"[0, 1]",Some of the symbols are stars.,Some of the symbols are triangles.,0,True,,exh-clausal,,"[0, 1]",1,"[0, 0, 0]",,"[9, 3, 6]","[6, 1, 3]",1,0,9.69125,,True,"[0, 0, 0]",1,True,1,31,filler,undefined,6664,,"[9, 0, 1]",1605,1,Some of the symbols are triangles.
"[1, 0]",There are four circles.,5 + 9 = ?,1,False,,exh-clausal,,"[1, 0]",1,"[2, 0, 0]",,"[14, 5, 9]","[7, 9, 5]",0,3,9.69125,,False,"[4, 0, 0]",1,True,0,31,response,undefined,5040,,"[12, 9, 3]",2486,0,9 + 3 = ?
