pOSymbols,slide_number,audio,btwncondition,goodPOChoice,pTwrongAnswer,pTChoice,Answer.time_in_minutes,primeType,pOwrongAnswer,responseSymbols,workerid,pTSentence,goodPTChoice,Answer.condition,trial_type,pOSentence,correctPChoices,response,image,primeStrength,responseSentence,correctPOChoice,correctPTChoice,slide_type,response_rt,primeOShuffle,pTSymbols,primeTShuffle,responseChoice,pOChoice,block_rt
"[2, 0, 4]",,,exh-only,1,"[0, 0, 0]",1,16.31185,2,"[0, 0, 0]","[8, 6, 9]",33,There is a club.,1,undefined,response,There is a tick.,True,,,0,There is a note.,True,True,,2067,"[0, 1]","[1, 3, 0]","[0, 1]",0,1,4605
"[6, 4, 5]",,,exh-only,0,"[0, 0, 0]",1,16.31185,1,"[0, 0, 0]","[0, 7, 1]",33,There are only four clubs.,1,undefined,filler,There are only four stars.,True,,,2,There are four diamonds.,True,True,,1139,"[1, 0]","[1, 9, 3]","[0, 1]",1,0,3192
"[2, 7, 1]",,,exh-only,0,"[0, 0, 0]",1,16.31185,1,"[0, 0, 0]","[6, 0, 2]",33,There are only four clubs.,1,undefined,response,There are only four ticks.,True,,,2,There are four stars.,True,True,,1240,"[1, 0]","[1, 9, 0]","[0, 1]",1,0,3809
"[0, 9, 6]",,,exh-only,1,"[0, 0, 0]",1,16.31185,1,"[0, 0, 0]","[0, 6, 8]",33,There are only four diamonds.,1,undefined,response,There are only four diamonds.,True,,,2,There are four diamonds.,True,True,,1421,"[0, 1]","[0, 9, 8]","[0, 1]",1,1,4220
"[14, 9, 5]",,,exh-only,0,"[5, 0, 0]",1,16.31185,0,"[0, 0, 0]","[8, 0, 9]",33,0 + 8 = ?,1,undefined,response,9 + 5 = ?,True,,,3,Some of the symbols are notes.,True,True,,2171,"[1, 0]","[8, 0, 8]","[0, 1]",1,0,4213
"[1, 0, 1]",,,exh-only,0,"[9, 0, 0]",1,16.31185,1,"[9, 0, 0]","[6, 9, 8]",33,7 + 3 = ?,1,undefined,response,0 + 1 = ?,True,,,3,There are four stars.,True,True,,2017,"[1, 0]","[10, 7, 3]","[0, 1]",1,0,4131
"[8, 6, 5]",,,exh-only,0,"[0, 0, 0]",1,16.31185,1,"[0, 0, 0]","[9, 7, 2]",33,There are only four triangles.,1,undefined,response,There are only four notes.,True,,,2,There are four triangles.,True,True,,1151,"[1, 0]","[9, 4, 7]","[0, 1]",1,0,3093
"[4, 6, 9]",,,exh-only,0,"[0, 0, 0]",0,16.31185,0,"[0, 0, 0]","[4, 8, 3]",33,Some of the symbols are clubs.,0,undefined,filler,Some of the symbols are hearts.,True,,,0,Some of the symbols are hearts.,True,True,,1115,"[1, 0]","[1, 0, 6]","[1, 0]",1,0,4424
"[1, 6, 5]",,,exh-only,1,"[0, 0, 0]",1,16.31185,2,"[0, 0, 0]","[9, 3, 2]",33,There is a note.,1,undefined,filler,There is a club.,True,,,1,There is a triangle.,True,True,,1425,"[0, 1]","[8, 9, 2]","[0, 1]",1,1,3560
"[5, 9, 2]",,,exh-only,1,"[0, 0, 0]",1,16.31185,2,"[0, 0, 0]","[9, 6, 4]",33,There is a note.,1,undefined,filler,There is a square.,True,,,0,There is a triangle.,True,True,,1625,"[0, 1]","[8, 9, 6]","[0, 1]",1,1,4514
"[1, 1, 0]",,,exh-only,0,"[1, 0, 0]",0,16.31185,1,"[6, 0, 0]","[5, 1, 6]",33,4 + 5 = ?,0,undefined,response,1 + 0 = ?,False,,,3,There are four squares.,False,True,,1659,"[1, 0]","[9, 4, 5]","[1, 0]",1,1,4111
"[7, 5, 2]",,,exh-only,0,"[7, 0, 0]",1,16.31185,1,"[6, 0, 0]","[2, 4, 9]",33,5 + 2 = ?,0,undefined,filler,5 + 2 = ?,False,,,3,There are four ticks.,True,False,,1211,"[1, 0]","[7, 5, 2]","[1, 0]",1,0,4823
"[8, 9, 6]",,,exh-only,1,"[0, 0, 0]",1,16.31185,1,"[0, 0, 0]","[8, 2, 3]",33,There are only four ticks.,1,undefined,filler,There are only four notes.,True,,,2,There are four notes.,True,True,,1261,"[0, 1]","[2, 5, 0]","[0, 1]",1,1,3039
"[9, 2, 8]",,,exh-only,1,"[0, 0, 0]",0,16.31185,0,"[0, 0, 0]","[0, 3, 9]",33,Some of the symbols are stars.,0,undefined,filler,Some of the symbols are triangles.,True,,,1,Some of the symbols are diamonds.,True,True,,1422,"[0, 1]","[6, 1, 5]","[1, 0]",1,1,4217
"[6, 1, 5]",,,exh-only,1,"[9, 0, 0]",0,16.31185,2,"[9, 0, 0]","[7, 6, 0]",33,7 + 1 = ?,0,undefined,response,1 + 5 = ?,True,,,3,There is a circle.,True,True,,1159,"[0, 1]","[8, 7, 1]","[1, 0]",0,1,3453
"[3, 7, 9]",,,exh-only,0,"[0, 0, 0]",1,16.31185,0,"[0, 0, 0]","[7, 0, 2]",33,Some of the symbols are spades.,1,undefined,filler,Some of the symbols are spades.,True,,,0,Some of the symbols are circles.,True,True,,1169,"[1, 0]","[3, 1, 5]","[0, 1]",1,0,3954
"[5, 2, 9]",,,exh-only,0,"[0, 0, 0]",1,16.31185,1,"[0, 0, 0]","[6, 5, 7]",33,There are four diamonds.,1,undefined,filler,There are four squares.,True,,,0,There are four stars.,True,True,,1280,"[1, 0]","[0, 4, 7]","[0, 1]",1,0,4170
,1,,,,,,7.612416666666666,,,,34,,,undefined,,,,"[0, 'Susan']",Susan,,,,,bot_check,,,,,,,
"[0, 6, 4]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[8, 5, 7]",34,There are four circles.,1,undefined,response,There are four diamonds.,True,,,1,There are four notes.,True,True,,1578,"[0, 1]","[7, 0, 2]","[0, 1]",0,1,4307
"[2, 6, 5]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[1, 3, 0]",34,Some of the symbols are circles.,0,undefined,filler,Some of the symbols are ticks.,True,,,1,Some of the symbols are clubs.,True,True,,2397,"[0, 1]","[7, 6, 2]","[1, 0]",1,1,6161
"[6, 2, 4]",,,exh-only,0,"[3, 0, 0]",0,7.612416666666666,1,"[7, 0, 0]","[3, 5, 6]",34,6 + 4 = ?,1,undefined,response,2 + 4 = ?,False,,,3,There are four spades.,False,False,,1411,"[1, 0]","[10, 6, 4]","[0, 1]",0,1,4497
"[2, 6, 9]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[1, 7, 5]",34,Some of the symbols are triangles.,0,undefined,response,Some of the symbols are ticks.,True,,,1,Some of the symbols are clubs.,True,True,,1481,"[1, 0]","[9, 1, 6]","[1, 0]",0,0,4591
"[9, 6, 3]",,,exh-only,0,"[4, 0, 0]",1,7.612416666666666,1,"[5, 0, 0]","[8, 2, 3]",34,8 + 8 = ?,1,undefined,filler,6 + 3 = ?,True,,,3,There are four notes.,True,True,,2512,"[1, 0]","[16, 8, 8]","[0, 1]",1,0,5050
"[0, 0, 0]",,,exh-only,0,"[8, 0, 0]",0,7.612416666666666,0,"[1, 0, 0]","[2, 3, 5]",34,9 + 9 = ?,1,undefined,response,0 + 0 = ?,False,,,3,Some of the symbols are ticks.,False,False,,1601,"[1, 0]","[18, 9, 9]","[0, 1]",0,1,4184
"[9, 4, 1]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[1, 4, 9]",34,There is a club.,1,undefined,response,There is a triangle.,True,,,0,There is a club.,True,True,,1283,"[0, 1]","[1, 7, 5]","[0, 1]",0,1,4186
"[6, 4, 7]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[4, 1, 8]",34,There are four circles.,1,undefined,response,There are four stars.,True,,,0,There are four hearts.,True,True,,1322,"[1, 0]","[7, 3, 0]","[0, 1]",0,0,3770
"[1, 2, 3]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[8, 9, 3]",34,Some of the symbols are notes.,0,undefined,response,Some of the symbols are clubs.,True,,,0,Some of the symbols are notes.,True,True,,1079,"[0, 1]","[8, 6, 7]","[1, 0]",0,1,4657
"[9, 0, 9]",,,exh-only,1,"[1, 0, 0]",1,7.612416666666666,1,"[4, 0, 0]","[5, 7, 1]",34,3 + 3 = ?,0,undefined,filler,0 + 9 = ?,False,,,3,There are four squares.,False,False,,1407,"[0, 1]","[6, 3, 3]","[1, 0]",1,0,3806
"[1, 0, 7]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[9, 3, 6]",34,There is a star.,1,undefined,filler,There is a club.,True,,,1,There is a triangle.,True,True,,4124,"[1, 0]","[6, 5, 1]","[0, 1]",0,0,7016
"[1, 9, 6]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[8, 6, 1]",34,There are four hearts.,1,undefined,filler,There are four clubs.,True,,,0,There are four notes.,True,True,,1357,"[1, 0]","[4, 5, 0]","[0, 1]",1,0,3725
"[8, 3, 5]",,,exh-only,1,"[4, 0, 0]",0,7.612416666666666,2,"[8, 0, 0]","[4, 1, 5]",34,4 + 4 = ?,1,undefined,filler,3 + 5 = ?,False,,,3,There is a heart.,False,False,,2241,"[0, 1]","[8, 4, 4]","[0, 1]",1,0,5290
"[2, 6, 7]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[6, 4, 7]",34,There is only a square.,0,undefined,response,There is only a tick.,True,,,2,There is a star.,True,True,,1203,"[0, 1]","[5, 4, 3]","[1, 0]",0,1,3843
"[13, 4, 9]",,,exh-only,1,"[6, 0, 0]",0,7.612416666666666,2,"[2, 0, 0]","[2, 9, 4]",34,1 + 4 = ?,1,undefined,response,4 + 9 = ?,False,,,3,There is a tick.,True,False,,1839,"[0, 1]","[5, 1, 4]","[0, 1]",0,1,5527
"[1, 4, 0]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[6, 2, 5]",34,Some of the symbols are hearts.,1,undefined,response,Some of the symbols are clubs.,True,,,1,Some of the symbols are stars.,True,True,,1242,"[0, 1]","[4, 0, 6]","[0, 1]",0,1,4177
"[7, 8, 2]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[8, 1, 6]",34,Only some of the symbols are notes.,0,undefined,filler,Only some of the symbols are circles.,True,,,2,Some of the symbols are notes.,True,True,,1614,"[0, 1]","[8, 2, 6]","[1, 0]",1,1,4298
"[2, 1, 8]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[5, 7, 6]",34,There are four squares.,1,undefined,filler,There are four ticks.,True,,,1,There are four squares.,True,True,,1405,"[0, 1]","[5, 7, 3]","[0, 1]",1,1,3830
"[9, 1, 7]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[7, 8, 2]",34,There are four squares.,1,undefined,filler,There are four triangles.,True,,,1,There are four circles.,True,True,,1497,"[1, 0]","[5, 3, 8]","[0, 1]",1,0,3622
"[12, 5, 7]",,,exh-only,1,"[2, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[8, 2, 9]",34,4 + 2 = ?,0,undefined,filler,5 + 7 = ?,True,,,3,Some of the symbols are notes.,True,True,,1420,"[0, 1]","[6, 4, 2]","[1, 0]",1,1,3580
"[1, 9, 2]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[0, 3, 8]",34,Only some of the symbols are spades.,1,undefined,response,Only some of the symbols are clubs.,True,,,2,Some of the symbols are diamonds.,True,True,,1090,"[1, 0]","[3, 5, 4]","[0, 1]",0,0,3496
"[4, 9, 2]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[9, 8, 4]",34,There are four clubs.,0,undefined,filler,There are four hearts.,True,,,0,There are four triangles.,True,True,,2521,"[0, 1]","[1, 6, 3]","[1, 0]",1,1,5110
"[7, 1, 4]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[7, 1, 3]",34,Some of the symbols are ticks.,0,undefined,filler,Some of the symbols are circles.,True,,,0,Some of the symbols are circles.,True,True,,1858,"[1, 0]","[2, 6, 7]","[1, 0]",1,0,6427
"[5, 4, 1]",,,exh-only,1,"[1, 0, 0]",1,7.612416666666666,2,"[1, 0, 0]","[8, 6, 4]",34,8 + 9 = ?,1,undefined,filler,4 + 1 = ?,False,,,3,There is a note.,False,True,,3151,"[0, 1]","[17, 8, 9]","[0, 1]",1,0,6217
"[3, 6, 7]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[6, 5, 2]",34,There is a triangle.,0,undefined,response,There is a spade.,True,,,1,There is a star.,True,True,,1067,"[0, 1]","[9, 3, 2]","[1, 0]",0,1,4645
"[0, 5, 2]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[8, 4, 2]",34,There are four spades.,0,undefined,filler,There are four diamonds.,True,,,0,There are four notes.,True,True,,1321,"[1, 0]","[3, 5, 7]","[1, 0]",1,0,3634
"[7, 5, 2]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[8, 5, 3]",34,There is only a spade.,1,undefined,filler,There is only a circle.,True,,,2,There is a note.,True,True,,1946,"[0, 1]","[3, 4, 2]","[0, 1]",1,1,5041
"[7, 0, 2]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[0, 4, 2]",34,There are only four squares.,1,undefined,response,There are only four circles.,True,,,2,There are four diamonds.,True,True,,1222,"[1, 0]","[5, 4, 9]","[0, 1]",0,0,3761
"[15, 7, 8]",,,exh-only,0,"[8, 0, 0]",0,7.612416666666666,0,"[5, 0, 0]","[9, 4, 2]",34,6 + 1 = ?,0,undefined,response,7 + 8 = ?,False,,,3,Some of the symbols are triangles.,False,True,,1314,"[1, 0]","[7, 6, 1]","[1, 0]",0,1,3948
"[6, 3, 3]",,,exh-only,0,"[1, 0, 0]",0,7.612416666666666,2,"[7, 0, 0]","[6, 0, 9]",34,6 + 6 = ?,0,undefined,response,3 + 3 = ?,False,,,3,There is a star.,False,True,,1941,"[1, 0]","[12, 6, 6]","[1, 0]",0,1,4266
"[7, 8, 2]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[1, 4, 3]",34,There is only a heart.,0,undefined,filler,There is only a circle.,True,,,2,There is a club.,True,True,,3141,"[0, 1]","[4, 9, 7]","[1, 0]",1,1,5456
"[5, 1, 4]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[6, 9, 8]",34,There are four triangles.,0,undefined,filler,There are four squares.,True,,,1,There are four stars.,True,True,,1499,"[1, 0]","[9, 5, 6]","[1, 0]",1,0,3891
"[6, 3, 9]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[5, 2, 4]",34,There are only four stars.,0,undefined,response,There are only four stars.,True,,,2,There are four squares.,True,True,,1774,"[0, 1]","[6, 0, 9]","[1, 0]",0,1,4129
"[5, 1, 4]",,,exh-only,0,"[1, 0, 0]",0,7.612416666666666,2,"[1, 0, 0]","[2, 4, 5]",34,8 + 2 = ?,1,undefined,filler,1 + 4 = ?,False,,,3,There is a tick.,False,False,,1420,"[1, 0]","[10, 8, 2]","[0, 1]",1,1,5918
"[13, 9, 4]",,,exh-only,0,"[4, 0, 0]",1,7.612416666666666,0,"[2, 0, 0]","[2, 6, 7]",34,3 + 4 = ?,0,undefined,filler,9 + 4 = ?,False,,,3,Some of the symbols are ticks.,True,False,,1412,"[1, 0]","[7, 3, 4]","[1, 0]",1,0,3592
"[1, 7, 4]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[4, 8, 5]",34,There is only a diamond.,0,undefined,filler,There is only a club.,True,,,2,There is a heart.,True,True,,1274,"[0, 1]","[0, 7, 8]","[1, 0]",1,1,3456
"[9, 8, 3]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[1, 6, 2]",34,There is a heart.,1,undefined,filler,There is a triangle.,True,,,1,There is a club.,True,True,,1232,"[1, 0]","[4, 0, 1]","[0, 1]",1,0,3111
"[9, 6, 3]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[4, 9, 2]",34,Some of the symbols are notes.,0,undefined,response,Some of the symbols are triangles.,True,,,1,Some of the symbols are hearts.,True,True,,1115,"[1, 0]","[8, 9, 2]","[1, 0]",0,0,3588
"[1, 7, 5]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[6, 5, 4]",34,There are four clubs.,1,undefined,response,There are four clubs.,True,,,0,There are four stars.,True,True,,1431,"[0, 1]","[1, 4, 6]","[0, 1]",0,1,4028
"[2, 9, 6]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[9, 3, 6]",34,There is only a circle.,0,undefined,filler,There is only a tick.,True,,,2,There is a triangle.,True,True,,2290,"[1, 0]","[7, 2, 5]","[1, 0]",0,0,4561
"[12, 5, 7]",,,exh-only,1,"[1, 0, 0]",0,7.612416666666666,0,"[9, 0, 0]","[9, 3, 2]",34,1 + 3 = ?,0,undefined,filler,5 + 7 = ?,True,,,3,Some of the symbols are triangles.,True,True,,3126,"[0, 1]","[4, 1, 3]","[1, 0]",1,1,5778
"[0, 9, 2]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[1, 2, 9]",34,Only some of the symbols are squares.,0,undefined,response,Only some of the symbols are diamonds.,True,,,2,Some of the symbols are clubs.,True,True,,1140,"[1, 0]","[5, 4, 0]","[1, 0]",0,0,4753
"[0, 4, 8]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[3, 1, 5]",34,Some of the symbols are clubs.,1,undefined,response,Some of the symbols are diamonds.,True,,,0,Some of the symbols are spades.,True,True,,1276,"[0, 1]","[1, 5, 0]","[0, 1]",0,1,4933
"[3, 1, 0]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[2, 3, 5]",34,There are only four circles.,0,undefined,filler,There are only four spades.,True,,,2,There are four ticks.,True,True,,1423,"[1, 0]","[7, 5, 1]","[1, 0]",1,0,4233
"[7, 5, 8]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[9, 7, 2]",34,There is a spade.,1,undefined,response,There is a circle.,True,,,1,There is a triangle.,True,True,,1131,"[0, 1]","[3, 7, 1]","[0, 1]",0,1,4541
"[1, 9, 5]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[7, 3, 0]",34,Some of the symbols are notes.,1,undefined,filler,Some of the symbols are clubs.,True,,,1,Some of the symbols are circles.,True,True,,1871,"[1, 0]","[8, 9, 0]","[0, 1]",1,0,4338
"[0, 9, 7]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[5, 3, 1]",34,Only some of the symbols are stars.,1,undefined,filler,Only some of the symbols are diamonds.,True,,,2,Some of the symbols are squares.,True,True,,1791,"[0, 1]","[6, 4, 8]","[0, 1]",1,1,5978
"[5, 9, 4]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[7, 3, 6]",34,There are only four hearts.,0,undefined,filler,There are only four squares.,True,,,2,There are four circles.,True,True,,1289,"[1, 0]","[4, 0, 6]","[1, 0]",1,0,3580
"[1, 2, 6]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[0, 9, 8]",34,There are four triangles.,1,undefined,response,There are four clubs.,True,,,1,There are four diamonds.,True,True,,1059,"[0, 1]","[9, 7, 2]","[0, 1]",0,1,3431
"[8, 0, 2]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,1,"[0, 0, 0]","[5, 0, 8]",34,There are only four clubs.,0,undefined,filler,There are only four notes.,True,,,2,There are four squares.,True,True,,879,"[1, 0]","[1, 2, 5]","[1, 0]",1,0,3002
"[0, 1, 3]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[5, 6, 1]",34,There is a note.,0,undefined,response,There is a diamond.,True,,,1,There is a square.,True,True,,1122,"[1, 0]","[8, 0, 2]","[1, 0]",0,0,3243
"[4, 7, 6]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[2, 1, 8]",34,There is a star.,1,undefined,filler,There is a heart.,True,,,0,There is a tick.,True,True,,1508,"[0, 1]","[6, 3, 8]","[0, 1]",1,1,4489
"[9, 2, 7]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[6, 0, 9]",34,There are four ticks.,1,undefined,filler,There are four triangles.,True,,,0,There are four stars.,True,True,,1127,"[1, 0]","[2, 6, 0]","[0, 1]",1,0,3518
"[17, 8, 9]",,,exh-only,0,"[5, 0, 0]",1,7.612416666666666,1,"[3, 0, 0]","[9, 4, 2]",34,6 + 1 = ?,0,undefined,response,8 + 9 = ?,False,,,3,There are four triangles.,True,False,,2265,"[1, 0]","[7, 6, 1]","[1, 0]",0,0,5364
"[11, 2, 9]",,,exh-only,1,"[8, 0, 0]",0,7.612416666666666,1,"[6, 0, 0]","[6, 8, 4]",34,7 + 2 = ?,0,undefined,filler,2 + 9 = ?,True,,,3,There are four stars.,True,True,,1402,"[0, 1]","[9, 7, 2]","[1, 0]",1,1,4324
"[6, 2, 4]",,,exh-only,1,"[1, 0, 0]",1,7.612416666666666,0,"[7, 0, 0]","[4, 0, 3]",34,6 + 0 = ?,1,undefined,response,2 + 4 = ?,False,,,3,Some of the symbols are hearts.,False,True,,1219,"[0, 1]","[6, 6, 0]","[0, 1]",0,0,3531
"[8, 5, 6]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[6, 0, 8]",34,There is a circle.,1,undefined,filler,There is a note.,True,,,0,There is a star.,True,True,,1579,"[0, 1]","[7, 9, 4]","[0, 1]",1,1,4095
"[6, 7, 5]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[2, 8, 6]",34,There are four ticks.,1,undefined,response,There are four stars.,True,,,1,There are four ticks.,True,True,,1927,"[0, 1]","[2, 9, 3]","[0, 1]",0,1,5045
"[7, 3, 6]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[9, 5, 8]",34,Only some of the symbols are clubs.,0,undefined,filler,Only some of the symbols are circles.,True,,,2,Some of the symbols are triangles.,True,True,,2277,"[1, 0]","[1, 8, 9]","[1, 0]",1,0,5651
"[0, 9, 6]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,0,"[0, 0, 0]","[6, 9, 8]",34,Only some of the symbols are stars.,0,undefined,response,Only some of the symbols are diamonds.,True,,,2,Some of the symbols are stars.,True,True,,1522,"[0, 1]","[6, 2, 4]","[1, 0]",0,1,5967
"[10, 8, 2]",,,exh-only,1,"[8, 0, 0]",1,7.612416666666666,2,"[7, 0, 0]","[6, 8, 3]",34,2 + 1 = ?,0,undefined,filler,8 + 2 = ?,False,,,3,There is a star.,False,False,,1534,"[0, 1]","[3, 2, 1]","[1, 0]",1,0,5549
"[4, 5, 2]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[5, 1, 2]",34,There is only a heart.,0,undefined,response,There is only a heart.,True,,,2,There is a square.,True,True,,1331,"[0, 1]","[4, 1, 8]","[1, 0]",0,1,3750
"[12, 7, 5]",,,exh-only,1,"[1, 0, 0]",1,7.612416666666666,1,"[8, 0, 0]","[5, 7, 8]",34,2 + 1 = ?,1,undefined,filler,7 + 5 = ?,False,,,3,There are four squares.,False,True,,1370,"[0, 1]","[3, 2, 1]","[0, 1]",1,0,3813
"[3, 8, 6]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[5, 3, 7]",34,There is a club.,0,undefined,response,There is a spade.,True,,,0,There is a square.,True,True,,1019,"[1, 0]","[1, 0, 8]","[1, 0]",0,0,3927
"[9, 6, 0]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[5, 3, 4]",34,There is only a tick.,0,undefined,response,There is only a triangle.,True,,,2,There is a square.,True,True,,1434,"[0, 1]","[2, 9, 6]","[1, 0]",0,1,3654
"[4, 3, 5]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[2, 9, 7]",34,Some of the symbols are triangles.,1,undefined,filler,Some of the symbols are hearts.,True,,,0,Some of the symbols are ticks.,True,True,,1326,"[0, 1]","[9, 7, 4]","[0, 1]",1,1,5127
"[6, 4, 2]",,,exh-only,0,"[8, 0, 0]",0,7.612416666666666,2,"[1, 0, 0]","[8, 9, 4]",34,5 + 1 = ?,1,undefined,response,4 + 2 = ?,False,,,3,There is a note.,False,False,,1145,"[1, 0]","[6, 5, 1]","[0, 1]",0,1,3452
"[1, 4, 6]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,1,"[0, 0, 0]","[0, 7, 8]",34,There are only four circles.,1,undefined,response,There are only four clubs.,True,,,2,There are four diamonds.,True,True,,1433,"[1, 0]","[7, 6, 4]","[0, 1]",0,0,4475
"[1, 7, 5]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[9, 2, 7]",34,There is a diamond.,1,undefined,filler,There is a club.,True,,,1,There is a triangle.,True,True,,1513,"[1, 0]","[0, 3, 8]","[0, 1]",1,0,4303
"[2, 8, 9]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[6, 1, 5]",34,There is a tick.,0,undefined,filler,There is a tick.,True,,,0,There is a star.,True,True,,1328,"[1, 0]","[2, 8, 6]","[1, 0]",1,0,4812
"[5, 2, 1]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,2,"[0, 0, 0]","[3, 0, 8]",34,There is a heart.,1,undefined,response,There is a square.,True,,,0,There is a spade.,True,True,,1700,"[1, 0]","[4, 7, 6]","[0, 1]",0,0,4567
"[7, 4, 2]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[3, 4, 8]",34,There is a triangle.,0,undefined,response,There is a circle.,True,,,0,There is a spade.,True,True,,1282,"[0, 1]","[9, 3, 1]","[1, 0]",0,1,3693
"[5, 1, 2]",,,exh-only,1,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[2, 5, 0]",34,There is a diamond.,0,undefined,filler,There is a square.,True,,,1,There is a tick.,True,True,,1380,"[0, 1]","[0, 7, 4]","[1, 0]",1,1,3875
"[1, 4, 2]",,,exh-only,1,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[8, 1, 4]",34,Some of the symbols are spades.,1,undefined,filler,Some of the symbols are clubs.,True,,,0,Some of the symbols are notes.,True,True,,1401,"[0, 1]","[3, 1, 0]","[0, 1]",1,1,5088
"[7, 1, 6]",,,exh-only,0,"[0, 0, 0]",0,7.612416666666666,2,"[0, 0, 0]","[1, 8, 7]",34,There is a tick.,0,undefined,response,There is a circle.,True,,,1,There is a club.,True,True,,1729,"[1, 0]","[2, 1, 8]","[1, 0]",0,0,3808
"[0, 2, 5]",,,exh-only,0,"[0, 0, 0]",1,7.612416666666666,0,"[0, 0, 0]","[5, 2, 0]",34,Only some of the symbols are hearts.,1,undefined,filler,Only some of the symbols are diamonds.,True,,,2,Some of the symbols are squares.,True,True,,1597,"[1, 0]","[4, 2, 9]","[0, 1]",1,0,4188
