btwncondition,correctPChoices,responseSentence,correctPTChoice,pOSentence,primeType,response,block_rt,slide_number,image,primeTShuffle,pTwrongAnswer,response_rt,pOChoice,responseSymbols,pOwrongAnswer,pTSymbols,audio,Answer.time_in_minutes,pOSymbols,primeStrength,primeOShuffle,pTChoice,goodPTChoice,Answer.condition,goodPOChoice,slide_type,pTSentence,responseChoice,trial_type,workerid,correctPOChoice
exh-only,True,There is a note.,True,There is a circle.,2,,15609,,,"[0, 1]","[0, 0, 0]",11351,1,"[8, 9, 6]","[0, 0, 0]","[9, 1, 4]",,12.8973,"[7, 9, 0]",0,"[0, 1]",1,1,undefined,1,,There is a triangle.,1,filler,37,True
exh-only,True,There are four clubs.,True,There are four squares.,1,,5070,,,"[1, 0]","[0, 0, 0]",2021,0,"[1, 7, 9]","[0, 0, 0]","[7, 0, 3]",,12.8973,"[5, 6, 4]",0,"[1, 0]",0,0,undefined,0,,There are four circles.,1,response,37,True
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are squares.,0,,7801,,,"[0, 1]","[0, 0, 0]",1767,1,"[7, 0, 1]","[0, 0, 0]","[4, 9, 1]",,12.8973,"[5, 0, 9]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are hearts.,1,filler,37,True
exh-only,True,There is a diamond.,True,There is a triangle.,2,,5902,,,"[0, 1]","[0, 0, 0]",2246,1,"[0, 9, 1]","[0, 0, 0]","[0, 3, 1]",,12.8973,"[9, 2, 7]",0,"[0, 1]",1,1,undefined,1,,There is a diamond.,0,response,37,True
exh-only,True,Some of the symbols are ticks.,True,Only some of the symbols are diamonds.,0,,13473,,,"[1, 0]","[0, 0, 0]",1446,1,"[2, 7, 0]","[0, 0, 0]","[3, 6, 1]",,12.8973,"[0, 4, 9]",2,"[0, 1]",0,0,undefined,1,,Only some of the symbols are spades.,1,response,37,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are spades.,0,,8513,,,"[0, 1]","[0, 0, 0]",1673,1,"[8, 9, 4]","[0, 0, 0]","[5, 4, 2]",,12.8973,"[3, 4, 8]",0,"[0, 1]",1,1,undefined,1,,Some of the symbols are squares.,1,filler,37,True
exh-only,True,Some of the symbols are circles.,True,Some of the symbols are triangles.,0,,7438,,,"[1, 0]","[0, 0, 0]",1871,0,"[7, 3, 2]","[0, 0, 0]","[4, 0, 5]",,12.8973,"[9, 3, 8]",1,"[1, 0]",0,0,undefined,0,,Some of the symbols are hearts.,1,filler,37,True
exh-only,True,There are four triangles.,True,There are four stars.,1,,4338,,,"[1, 0]","[0, 0, 0]",1759,1,"[9, 4, 2]","[0, 0, 0]","[2, 7, 3]",,12.8973,"[6, 8, 9]",0,"[0, 1]",0,0,undefined,1,,There are four ticks.,1,response,37,True
exh-only,True,Some of the symbols are hearts.,True,Only some of the symbols are notes.,0,,7526,,,"[0, 1]","[0, 0, 0]",1981,0,"[4, 6, 9]","[0, 0, 0]","[1, 2, 7]",,12.8973,"[8, 0, 1]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are clubs.,1,filler,37,True
exh-only,True,There is a heart.,True,There is a heart.,2,,30063,,,"[1, 0]","[0, 0, 0]",2092,1,"[4, 8, 0]","[0, 0, 0]","[3, 1, 8]",,12.8973,"[4, 9, 7]",1,"[0, 1]",0,0,undefined,1,,There is a spade.,0,response,37,True
exh-only,True,There is a note.,True,5 + 5 = ?,2,,4497,,,"[0, 1]","[5, 0, 0]",1497,0,"[8, 5, 1]","[1, 0, 0]","[12, 9, 3]",,12.8973,"[10, 5, 5]",3,"[1, 0]",1,1,undefined,0,,9 + 3 = ?,1,filler,37,True
exh-only,True,Some of the symbols are ticks.,True,Some of the symbols are stars.,0,,9079,,,"[1, 0]","[0, 0, 0]",1822,0,"[2, 3, 7]","[0, 0, 0]","[3, 8, 5]",,12.8973,"[6, 4, 8]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are spades.,0,response,37,True
exh-only,True,There are four triangles.,True,9 + 5 = ?,1,,6872,,,"[1, 0]","[7, 0, 0]",1878,1,"[9, 6, 2]","[5, 0, 0]","[12, 6, 6]",,12.8973,"[14, 9, 5]",3,"[0, 1]",0,0,undefined,1,,6 + 6 = ?,1,filler,37,True
exh-only,False,There is a club.,True,7 + 1 = ?,2,,5704,,,"[1, 0]","[6, 0, 0]",2534,1,"[1, 6, 5]","[6, 0, 0]","[12, 9, 3]",,12.8973,"[8, 7, 1]",3,"[1, 0]",0,0,undefined,0,,9 + 3 = ?,0,response,37,False
exh-only,True,There are four hearts.,True,There are four triangles.,1,,4936,,,"[0, 1]","[0, 0, 0]",1630,1,"[4, 0, 7]","[0, 0, 0]","[0, 1, 6]",,12.8973,"[9, 5, 1]",1,"[0, 1]",1,1,undefined,1,,There are four diamonds.,1,response,37,True
exh-only,True,There are four ticks.,True,There are only four triangles.,1,,5424,,,"[0, 1]","[0, 0, 0]",1472,0,"[2, 9, 5]","[0, 0, 0]","[2, 7, 5]",,12.8973,"[9, 5, 2]",2,"[1, 0]",1,1,undefined,0,,There are only four ticks.,1,filler,37,True
exh-only,True,There are four hearts.,True,There are four spades.,1,,4832,,,"[0, 1]","[0, 0, 0]",1855,0,"[4, 1, 3]","[0, 0, 0]","[3, 1, 0]",,12.8973,"[3, 4, 1]",1,"[1, 0]",1,1,undefined,0,,There are four spades.,1,filler,37,True
exh-only,True,Some of the symbols are squares.,True,Some of the symbols are stars.,0,,7359,,,"[0, 1]","[0, 0, 0]",1757,0,"[5, 9, 3]","[0, 0, 0]","[9, 6, 7]",,12.8973,"[6, 1, 3]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are triangles.,1,filler,37,True
exh-only,True,There is a spade.,True,There is a club.,2,,9177,,,"[1, 0]","[0, 0, 0]",1497,0,"[3, 5, 7]","[0, 0, 0]","[3, 2, 7]",,12.8973,"[1, 0, 8]",1,"[1, 0]",0,0,undefined,0,,There is a spade.,0,response,37,True
exh-only,True,There are four triangles.,True,There are four stars.,1,,4256,,,"[1, 0]","[0, 0, 0]",1625,0,"[9, 5, 6]","[0, 0, 0]","[0, 3, 7]",,12.8973,"[6, 4, 1]",1,"[1, 0]",0,0,undefined,0,,There are four diamonds.,1,filler,37,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are notes.,0,,5376,,,"[1, 0]","[0, 0, 0]",1479,0,"[4, 0, 9]","[0, 0, 0]","[2, 0, 6]",,12.8973,"[8, 1, 7]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are ticks.,1,filler,37,True
exh-only,True,There are four circles.,True,There are only four clubs.,1,,4209,,,"[1, 0]","[0, 0, 0]",1183,0,"[7, 3, 8]","[0, 0, 0]","[4, 2, 0]",,12.8973,"[1, 5, 9]",2,"[1, 0]",0,0,undefined,0,,There are only four hearts.,1,response,37,True
exh-only,True,There is a circle.,True,There is only a star.,2,,7023,,,"[0, 1]","[0, 0, 0]",2272,1,"[7, 5, 9]","[0, 0, 0]","[8, 0, 7]",,12.8973,"[6, 7, 8]",2,"[0, 1]",1,1,undefined,1,,There is only a note.,1,filler,37,True
exh-only,True,There is a square.,True,There is only a triangle.,2,,6345,,,"[1, 0]","[0, 0, 0]",2606,1,"[5, 9, 1]","[0, 0, 0]","[1, 0, 9]",,12.8973,"[9, 3, 7]",2,"[0, 1]",0,0,undefined,1,,There is only a club.,1,filler,37,True
exh-only,False,There are four spades.,False,5 + 7 = ?,1,,5367,,,"[0, 1]","[3, 0, 0]",1926,1,"[3, 1, 0]","[1, 0, 0]","[10, 2, 8]",,12.8973,"[12, 5, 7]",3,"[1, 0]",0,1,undefined,0,,2 + 8 = ?,1,response,37,False
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are stars.,0,,24161,,,"[0, 1]","[0, 0, 0]",3895,0,"[4, 2, 1]","[0, 0, 0]","[1, 6, 8]",,12.8973,"[6, 9, 1]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are clubs.,1,response,37,True
exh-only,True,There are four triangles.,True,There are four stars.,1,,4449,,,"[1, 0]","[0, 0, 0]",1408,0,"[9, 5, 1]","[0, 0, 0]","[7, 5, 1]",,12.8973,"[6, 1, 3]",1,"[1, 0]",0,0,undefined,0,,There are four circles.,1,filler,37,True
exh-only,True,There are four hearts.,True,There are only four stars.,1,,4318,,,"[0, 1]","[0, 0, 0]",1350,1,"[4, 7, 2]","[0, 0, 0]","[8, 0, 1]",,12.8973,"[6, 4, 1]",2,"[0, 1]",1,1,undefined,1,,There are only four notes.,1,filler,37,True
exh-only,True,There are four ticks.,True,There are four clubs.,1,,4608,,,"[0, 1]","[0, 0, 0]",1413,1,"[2, 5, 7]","[0, 0, 0]","[0, 5, 7]",,12.8973,"[1, 4, 0]",1,"[0, 1]",1,1,undefined,1,,There are four diamonds.,1,response,37,True
exh-only,True,There are four squares.,True,There are four stars.,1,,4744,,,"[0, 1]","[0, 0, 0]",1534,0,"[5, 9, 7]","[0, 0, 0]","[1, 8, 7]",,12.8973,"[6, 9, 2]",0,"[1, 0]",1,1,undefined,0,,There are four clubs.,1,response,37,True
exh-only,False,There are four circles.,False,9 + 5 = ?,1,,4919,,,"[0, 1]","[1, 0, 0]",1398,1,"[7, 1, 3]","[5, 0, 0]","[11, 7, 4]",,12.8973,"[14, 9, 5]",3,"[0, 1]",0,1,undefined,1,,7 + 4 = ?,1,filler,37,True
exh-only,True,There are four triangles.,True,There are four diamonds.,1,,4767,,,"[1, 0]","[0, 0, 0]",1736,1,"[9, 0, 7]","[0, 0, 0]","[4, 7, 9]",,12.8973,"[0, 4, 6]",1,"[0, 1]",0,0,undefined,1,,There are four hearts.,1,filler,37,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are hearts.,0,,7614,,,"[0, 1]","[0, 0, 0]",2968,1,"[4, 3, 2]","[0, 0, 0]","[3, 2, 1]",,12.8973,"[4, 3, 9]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are spades.,1,filler,37,True
exh-only,False,There are four hearts.,True,8 + 1 = ?,1,,5113,,,"[0, 1]","[0, 0, 0]",1840,0,"[4, 0, 8]","[2, 0, 0]","[4, 2, 2]",,12.8973,"[9, 8, 1]",3,"[0, 1]",1,1,undefined,1,,2 + 2 = ?,1,response,37,False
exh-only,False,Some of the symbols are clubs.,False,2 + 6 = ?,0,,6415,,,"[0, 1]","[3, 0, 0]",2585,1,"[1, 4, 2]","[6, 0, 0]","[8, 3, 5]",,12.8973,"[8, 2, 6]",3,"[1, 0]",0,1,undefined,0,,3 + 5 = ?,1,filler,37,False
exh-only,True,There is a square.,True,There is only a square.,2,,5176,,,"[1, 0]","[0, 0, 0]",1673,1,"[5, 4, 0]","[0, 0, 0]","[3, 7, 5]",,12.8973,"[5, 0, 6]",2,"[0, 1]",0,0,undefined,1,,There is only a spade.,1,filler,37,True
exh-only,False,Some of the symbols are notes.,True,6 + 8 = ?,0,,4622,,,"[1, 0]","[0, 0, 0]",1773,1,"[8, 4, 7]","[1, 0, 0]","[10, 1, 9]",,12.8973,"[14, 6, 8]",3,"[1, 0]",0,0,undefined,0,,1 + 9 = ?,1,response,37,False
exh-only,True,There are four stars.,True,There are only four stars.,1,,10106,,,"[1, 0]","[0, 0, 0]",2509,1,"[6, 4, 8]","[0, 0, 0]","[7, 1, 3]",,12.8973,"[6, 4, 2]",2,"[0, 1]",0,0,undefined,1,,There are only four circles.,1,response,37,True
exh-only,True,There are four hearts.,True,There are four spades.,1,,5262,,,"[1, 0]","[0, 0, 0]",1365,0,"[4, 3, 8]","[0, 0, 0]","[6, 4, 8]",,12.8973,"[3, 0, 2]",0,"[1, 0]",0,0,undefined,0,,There are four stars.,1,filler,37,True
exh-only,True,There is a triangle.,True,There is a spade.,2,,4601,,,"[1, 0]","[0, 0, 0]",1654,1,"[9, 4, 6]","[0, 0, 0]","[2, 4, 5]",,12.8973,"[3, 7, 6]",1,"[0, 1]",0,0,undefined,1,,There is a tick.,1,filler,37,True
exh-only,True,There are four triangles.,True,There are four circles.,1,,4607,,,"[0, 1]","[0, 0, 0]",1582,1,"[9, 1, 7]","[0, 0, 0]","[2, 6, 4]",,12.8973,"[7, 4, 0]",0,"[0, 1]",1,1,undefined,1,,There are four ticks.,1,filler,37,True
exh-only,True,Some of the symbols are notes.,True,Some of the symbols are squares.,0,,6880,,,"[0, 1]","[0, 0, 0]",2462,1,"[8, 6, 4]","[0, 0, 0]","[9, 1, 6]",,12.8973,"[5, 9, 2]",0,"[0, 1]",1,1,undefined,1,,Some of the symbols are triangles.,1,response,37,True
exh-only,True,Some of the symbols are clubs.,True,Some of the symbols are hearts.,0,,8222,,,"[0, 1]","[0, 0, 0]",2717,0,"[1, 4, 8]","[0, 0, 0]","[9, 8, 6]",,12.8973,"[4, 8, 3]",1,"[1, 0]",1,1,undefined,0,,Some of the symbols are triangles.,1,filler,37,True
exh-only,True,There is a diamond.,True,0 + 1 = ?,2,,4976,,,"[1, 0]","[4, 0, 0]",1597,1,"[0, 6, 8]","[9, 0, 0]","[6, 6, 0]",,12.8973,"[1, 0, 1]",3,"[0, 1]",0,0,undefined,1,,6 + 0 = ?,1,filler,37,True
exh-only,True,Some of the symbols are spades.,True,Only some of the symbols are diamonds.,0,,6985,,,"[0, 1]","[0, 0, 0]",1854,1,"[3, 0, 1]","[0, 0, 0]","[9, 3, 6]",,12.8973,"[0, 6, 2]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are triangles.,1,filler,37,True
exh-only,True,There is a triangle.,True,There is a square.,2,,5905,,,"[1, 0]","[0, 0, 0]",1927,0,"[9, 1, 3]","[0, 0, 0]","[9, 4, 3]",,12.8973,"[5, 3, 2]",0,"[1, 0]",0,0,undefined,0,,There is a triangle.,1,filler,37,True
exh-only,True,There is a diamond.,True,There is a tick.,2,,5478,,,"[0, 1]","[0, 0, 0]",2445,1,"[0, 3, 9]","[0, 0, 0]","[7, 2, 4]",,12.8973,"[2, 3, 1]",1,"[0, 1]",1,1,undefined,1,,There is a circle.,0,response,37,True
exh-only,True,There are four triangles.,True,There are four hearts.,1,,5128,,,"[0, 1]","[0, 0, 0]",1686,1,"[9, 2, 0]","[0, 0, 0]","[8, 6, 3]",,12.8973,"[4, 7, 8]",1,"[0, 1]",1,1,undefined,1,,There are four notes.,1,response,37,True
exh-only,False,There are four triangles.,False,0 + 5 = ?,1,,4223,,,"[1, 0]","[3, 0, 0]",1423,0,"[9, 7, 6]","[8, 0, 0]","[8, 8, 0]",,12.8973,"[5, 0, 5]",3,"[0, 1]",1,0,undefined,1,,8 + 0 = ?,1,filler,37,False
exh-only,False,There are four triangles.,True,7 + 2 = ?,1,,4367,,,"[0, 1]","[1, 0, 0]",1518,0,"[9, 0, 1]","[3, 0, 0]","[11, 6, 5]",,12.8973,"[9, 7, 2]",3,"[0, 1]",1,1,undefined,1,,6 + 5 = ?,1,response,37,False
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are triangles.,0,,6486,,,"[1, 0]","[0, 0, 0]",1845,1,"[0, 3, 8]","[0, 0, 0]","[6, 8, 9]",,12.8973,"[9, 0, 7]",1,"[0, 1]",0,0,undefined,1,,Some of the symbols are stars.,1,response,37,True
exh-only,False,There is a diamond.,False,3 + 3 = ?,2,,4706,,,"[1, 0]","[8, 0, 0]",1559,0,"[0, 2, 1]","[3, 0, 0]","[6, 2, 4]",,12.8973,"[6, 3, 3]",3,"[0, 1]",1,0,undefined,1,,2 + 4 = ?,1,filler,37,False
exh-only,True,There is a square.,True,0 + 5 = ?,2,,4662,,,"[1, 0]","[2, 0, 0]",1684,1,"[5, 6, 3]","[7, 0, 0]","[14, 6, 8]",,12.8973,"[5, 0, 5]",3,"[0, 1]",0,0,undefined,1,,6 + 8 = ?,0,response,37,True
exh-only,True,There are four ticks.,True,There are four clubs.,1,,5929,,,"[0, 1]","[0, 0, 0]",1390,0,"[2, 8, 3]","[0, 0, 0]","[2, 7, 3]",,12.8973,"[1, 9, 0]",0,"[1, 0]",1,1,undefined,0,,There are four ticks.,1,filler,37,True
exh-only,True,There are four notes.,True,There are only four notes.,1,,4320,,,"[1, 0]","[0, 0, 0]",1401,1,"[8, 5, 6]","[0, 0, 0]","[1, 9, 4]",,12.8973,"[8, 5, 3]",2,"[0, 1]",0,0,undefined,1,,There are only four clubs.,1,filler,37,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are triangles.,0,,6399,,,"[0, 1]","[0, 0, 0]",1862,1,"[8, 6, 5]","[0, 0, 0]","[9, 7, 5]",,12.8973,"[9, 4, 8]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are triangles.,1,response,37,True
exh-only,True,There is a tick.,True,There is only a tick.,2,,7255,,,"[0, 1]","[0, 0, 0]",4006,0,"[2, 6, 0]","[0, 0, 0]","[1, 5, 8]",,12.8973,"[2, 7, 4]",2,"[1, 0]",1,1,undefined,0,,There is only a club.,0,response,37,True
exh-only,True,There is a spade.,True,There is a triangle.,2,,6111,,,"[0, 1]","[0, 0, 0]",2470,0,"[3, 6, 0]","[0, 0, 0]","[3, 9, 0]",,12.8973,"[9, 2, 8]",0,"[1, 0]",1,1,undefined,0,,There is a spade.,0,response,37,True
exh-only,False,Some of the symbols are squares.,False,9 + 0 = ?,0,,5055,,,"[0, 1]","[6, 0, 0]",1600,1,"[5, 1, 9]","[6, 0, 0]","[5, 3, 2]",,12.8973,"[9, 9, 0]",3,"[1, 0]",0,1,undefined,0,,3 + 2 = ?,1,response,37,False
exh-only,True,There are four circles.,True,There are only four hearts.,1,,4046,,,"[1, 0]","[0, 0, 0]",1349,1,"[7, 4, 9]","[0, 0, 0]","[1, 4, 5]",,12.8973,"[4, 5, 2]",2,"[0, 1]",0,0,undefined,1,,There are only four clubs.,1,filler,37,True
exh-only,False,Some of the symbols are diamonds.,True,1 + 6 = ?,0,,5202,,,"[0, 1]","[9, 0, 0]",2096,0,"[0, 5, 2]","[3, 0, 0]","[18, 9, 9]",,12.8973,"[7, 1, 6]",3,"[0, 1]",1,1,undefined,1,,9 + 9 = ?,1,filler,37,False
exh-only,True,Some of the symbols are circles.,True,Only some of the symbols are triangles.,0,,6839,,,"[0, 1]","[0, 0, 0]",1685,0,"[7, 4, 2]","[0, 0, 0]","[7, 6, 0]",,12.8973,"[9, 8, 4]",2,"[1, 0]",1,1,undefined,0,,Only some of the symbols are circles.,1,response,37,True
exh-only,True,There is a square.,True,There is only a club.,2,,4457,,,"[1, 0]","[0, 0, 0]",1553,0,"[5, 4, 1]","[0, 0, 0]","[2, 0, 8]",,12.8973,"[1, 3, 6]",2,"[1, 0]",0,0,undefined,0,,There is only a tick.,0,response,37,True
exh-only,False,There are four hearts.,False,1 + 4 = ?,1,,5848,,,"[0, 1]","[5, 0, 0]",1821,1,"[4, 6, 3]","[4, 0, 0]","[14, 9, 5]",,12.8973,"[5, 1, 4]",3,"[0, 1]",0,1,undefined,1,,9 + 5 = ?,1,response,37,True
exh-only,True,There is a star.,True,There is a heart.,2,,4248,,,"[1, 0]","[0, 0, 0]",1398,0,"[6, 4, 0]","[0, 0, 0]","[1, 6, 7]",,12.8973,"[4, 3, 7]",1,"[1, 0]",0,0,undefined,0,,There is a club.,1,filler,37,True
exh-only,True,There are four hearts.,True,There are only four hearts.,1,,4648,,,"[1, 0]","[0, 0, 0]",1353,1,"[4, 0, 5]","[0, 0, 0]","[8, 3, 7]",,12.8973,"[4, 2, 3]",2,"[0, 1]",0,0,undefined,1,,There are only four notes.,1,response,37,True
exh-only,True,There is a circle.,True,There is a heart.,2,,7951,,,"[0, 1]","[0, 0, 0]",2405,1,"[7, 2, 9]","[0, 0, 0]","[5, 9, 7]",,12.8973,"[4, 7, 0]",0,"[0, 1]",1,1,undefined,1,,There is a square.,0,response,37,True
exh-only,True,There are four squares.,True,There are four stars.,1,,4352,,,"[0, 1]","[0, 0, 0]",1294,0,"[5, 7, 0]","[0, 0, 0]","[5, 2, 1]",,12.8973,"[6, 1, 4]",0,"[1, 0]",1,1,undefined,0,,There are four squares.,1,filler,37,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are clubs.,0,,6704,,,"[0, 1]","[0, 0, 0]",2640,1,"[4, 3, 2]","[0, 0, 0]","[3, 4, 9]",,12.8973,"[1, 9, 6]",1,"[0, 1]",1,1,undefined,1,,Some of the symbols are spades.,1,filler,37,True
exh-only,True,Some of the symbols are hearts.,True,Some of the symbols are notes.,0,,6000,,,"[1, 0]","[0, 0, 0]",1593,0,"[4, 9, 0]","[0, 0, 0]","[6, 5, 1]",,12.8973,"[8, 4, 2]",0,"[1, 0]",0,0,undefined,0,,Some of the symbols are stars.,1,filler,37,True
exh-only,True,There are four notes.,True,There are four diamonds.,1,,4848,,,"[1, 0]","[0, 0, 0]",1934,1,"[8, 6, 0]","[0, 0, 0]","[4, 1, 2]",,12.8973,"[0, 5, 7]",1,"[0, 1]",0,0,undefined,1,,There are four hearts.,1,response,37,True
exh-only,True,There is a note.,True,There is a diamond.,2,,5119,,,"[1, 0]","[0, 0, 0]",2533,0,"[8, 4, 2]","[0, 0, 0]","[0, 2, 3]",,12.8973,"[0, 2, 8]",1,"[1, 0]",0,0,undefined,0,,There is a diamond.,1,filler,37,True
exh-only,True,Some of the symbols are spades.,True,Only some of the symbols are squares.,0,,7800,,,"[1, 0]","[0, 0, 0]",2136,0,"[3, 5, 8]","[0, 0, 0]","[3, 2, 4]",,12.8973,"[5, 6, 7]",2,"[1, 0]",0,0,undefined,0,,Only some of the symbols are spades.,1,response,37,True
exh-only,True,There is a note.,True,There is a note.,2,,4976,,,"[0, 1]","[0, 0, 0]",1623,0,"[8, 3, 4]","[0, 0, 0]","[4, 9, 1]",,12.8973,"[8, 7, 3]",0,"[1, 0]",1,1,undefined,0,,There is a heart.,0,response,37,True
exh-only,True,There is a triangle.,True,There is only a circle.,2,,4736,,,"[1, 0]","[0, 0, 0]",1671,0,"[9, 0, 7]","[0, 0, 0]","[1, 8, 5]",,12.8973,"[7, 1, 0]",2,"[1, 0]",0,0,undefined,0,,There is only a club.,1,filler,37,True
,,,,,,"[0, 'Jessica']",,1,Jessica,,,,,,,,,9.702016666666667,,,,,,undefined,,bot_check,,,,38,
exh-only,True,There are four clubs.,True,There are only four clubs.,1,,10399,,,"[0, 1]","[0, 0, 0]",2855,0,"[1, 9, 7]","[0, 0, 0]","[4, 7, 1]",,9.702016666666667,"[1, 4, 2]",2,"[1, 0]",1,1,undefined,0,,There are only four hearts.,1,filler,38,True
exh-only,True,There are four ticks.,True,There are four notes.,1,,8126,,,"[1, 0]","[0, 0, 0]",2398,1,"[2, 7, 8]","[0, 0, 0]","[2, 8, 5]",,9.702016666666667,"[8, 7, 2]",1,"[0, 1]",0,0,undefined,1,,There are four ticks.,1,response,38,True
exh-only,True,There are four hearts.,True,4 + 8 = ?,1,,6647,,,"[0, 1]","[9, 0, 0]",2191,0,"[4, 1, 6]","[3, 0, 0]","[1, 1, 0]",,9.702016666666667,"[12, 4, 8]",3,"[1, 0]",1,1,undefined,0,,1 + 0 = ?,1,response,38,True
exh-only,False,There is a note.,False,3 + 6 = ?,2,,25919,,,"[1, 0]","[4, 0, 0]",5935,0,"[8, 7, 9]","[0, 0, 0]","[9, 4, 5]",,9.702016666666667,"[9, 3, 6]",3,"[0, 1]",1,0,undefined,1,,4 + 5 = ?,1,response,38,False
exh-only,False,There is a spade.,True,8 + 5 = ?,2,,7864,,,"[0, 1]","[8, 0, 0]",3407,0,"[3, 7, 4]","[1, 0, 0]","[7, 1, 6]",,9.702016666666667,"[13, 8, 5]",3,"[0, 1]",1,1,undefined,1,,1 + 6 = ?,0,response,38,False
exh-only,True,There are four diamonds.,True,There are four diamonds.,1,,9488,,,"[0, 1]","[0, 0, 0]",2273,1,"[0, 5, 1]","[0, 0, 0]","[5, 4, 7]",,9.702016666666667,"[0, 3, 6]",0,"[0, 1]",1,1,undefined,1,,There are four squares.,1,filler,38,True
exh-only,True,There is a heart.,True,There is only a star.,2,,8752,,,"[0, 1]","[0, 0, 0]",2479,0,"[4, 9, 5]","[0, 0, 0]","[3, 2, 8]",,9.702016666666667,"[6, 9, 4]",2,"[1, 0]",1,1,undefined,0,,There is only a spade.,1,filler,38,True
exh-only,True,There are four clubs.,True,There are four circles.,1,,9479,,,"[0, 1]","[0, 0, 0]",1677,0,"[1, 8, 4]","[0, 0, 0]","[8, 1, 9]",,9.702016666666667,"[7, 8, 4]",1,"[1, 0]",1,1,undefined,0,,There are four notes.,1,filler,38,True
exh-only,True,Some of the symbols are diamonds.,True,Some of the symbols are triangles.,0,,6600,,,"[0, 1]","[0, 0, 0]",2439,0,"[0, 9, 5]","[0, 0, 0]","[8, 9, 2]",,9.702016666666667,"[9, 7, 4]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are notes.,1,filler,38,True
exh-only,True,There is a heart.,True,There is only a star.,2,,4759,,,"[0, 1]","[0, 0, 0]",1390,0,"[4, 5, 6]","[0, 0, 0]","[9, 3, 1]",,9.702016666666667,"[6, 8, 1]",2,"[1, 0]",1,1,undefined,0,,There is only a triangle.,1,filler,38,True
exh-only,True,There is a club.,True,There is only a spade.,2,,3311,,,"[1, 0]","[0, 0, 0]",1262,0,"[1, 2, 6]","[0, 0, 0]","[5, 8, 4]",,9.702016666666667,"[3, 7, 1]",2,"[1, 0]",0,0,undefined,0,,There is only a square.,1,filler,38,True
exh-only,True,There are four stars.,True,There are four hearts.,1,,3848,,,"[0, 1]","[0, 0, 0]",1158,1,"[6, 5, 8]","[0, 0, 0]","[2, 8, 7]",,9.702016666666667,"[4, 9, 6]",1,"[0, 1]",1,1,undefined,1,,There are four ticks.,1,filler,38,True
exh-only,False,Some of the symbols are circles.,True,Only some of the symbols are squares.,0,,9472,,,"[0, 1]","[0, 0, 0]",2023,0,"[7, 1, 2]","[0, 0, 0]","[0, 9, 6]",,9.702016666666667,"[5, 2, 7]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are diamonds.,1,filler,38,False
exh-only,True,There are four stars.,True,There are only four ticks.,1,,6328,,,"[1, 0]","[0, 0, 0]",1303,0,"[6, 1, 3]","[0, 0, 0]","[4, 6, 8]",,9.702016666666667,"[2, 5, 7]",2,"[1, 0]",0,0,undefined,0,,There are only four hearts.,1,response,38,True
exh-only,False,There is a tick.,False,There is a circle.,2,,4832,,,"[0, 1]","[0, 0, 0]",1287,1,"[2, 3, 6]","[0, 0, 0]","[0, 3, 9]",,9.702016666666667,"[7, 8, 9]",0,"[0, 1]",0,1,undefined,1,,There is a diamond.,1,filler,38,True
exh-only,True,Some of the symbols are notes.,True,Only some of the symbols are notes.,0,,8832,,,"[0, 1]","[0, 0, 0]",4471,1,"[8, 4, 2]","[0, 0, 0]","[9, 2, 1]",,9.702016666666667,"[8, 6, 7]",2,"[0, 1]",1,1,undefined,1,,Only some of the symbols are triangles.,1,response,38,True
exh-only,True,Some of the symbols are triangles.,True,Some of the symbols are ticks.,0,,6720,,,"[0, 1]","[0, 0, 0]",2119,0,"[9, 3, 7]","[0, 0, 0]","[5, 2, 8]",,9.702016666666667,"[2, 9, 3]",0,"[1, 0]",1,1,undefined,0,,Some of the symbols are squares.,1,response,38,True
exh-only,True,There is a diamond.,True,There is a note.,2,,4608,,,"[0, 1]","[0, 0, 0]",2175,0,"[0, 9, 7]","[0, 0, 0]","[0, 9, 5]",,9.702016666666667,"[8, 6, 5]",1,"[1, 0]",1,1,undefined,0,,There is a diamond.,1,response,38,True
exh-only,True,There are four triangles.,True,There are only four spades.,1,,4120,,,"[1, 0]","[0, 0, 0]",1103,0,"[9, 3, 6]","[0, 0, 0]","[1, 3, 4]",,9.702016666666667,"[3, 4, 2]",2,"[1, 0]",0,0,undefined,0,,There are only four clubs.,1,response,38,True
