image,primeOShuffle,btwncondition,audio,goodPTChoice,pOwrongAnswer,responseChoice,correctPTChoice,primeTShuffle,pTChoice,correctPChoices,Answer.condition,response_rt,pOChoice,Answer.time_in_minutes,pTSymbols,goodPOChoice,pOSentence,responseSentence,primeStrength,pTwrongAnswer,slide_number,correctPOChoice,trial_type,slide_type,response,primeType,pOSymbols,workerid,responseSymbols,block_rt,pTSentence
,"[0, 1]",exh-only,,1,"[9, 0, 0]",1,False,"[0, 1]",0,False,undefined,1860,1,11.336766666666668,"[4, 2, 2]",1,2 + 2 = ?,Some of the symbols are clubs.,3,"[1, 0, 0]",,True,response,,,0,"[4, 2, 2]",37,"[1, 3, 5]",6108,2 + 2 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2142,0,11.336766666666668,"[6, 9, 5]",0,There is a diamond.,There is a triangle.,0,"[0, 0, 0]",,True,response,,,2,"[0, 5, 8]",37,"[9, 8, 4]",6087,There is a star.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1802,1,11.336766666666668,"[1, 0, 1]",1,5 + 9 = ?,Some of the symbols are notes.,3,"[2, 0, 0]",,True,filler,,,0,"[14, 5, 9]",37,"[8, 7, 9]",4520,0 + 1 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2652,0,11.336766666666668,"[1, 2, 5]",0,Some of the symbols are stars.,Some of the symbols are circles.,0,"[0, 0, 0]",,True,response,,,0,"[6, 8, 0]",37,"[7, 9, 4]",6904,Some of the symbols are clubs.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1913,1,11.336766666666668,"[0, 3, 9]",1,There are only four notes.,There are four ticks.,2,"[0, 0, 0]",,True,response,,,1,"[8, 7, 1]",37,"[2, 3, 9]",5045,There are only four diamonds.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1963,1,11.336766666666668,"[7, 1, 6]",1,There are only four circles.,There are four squares.,2,"[0, 0, 0]",,True,filler,,,1,"[7, 9, 3]",37,"[5, 2, 3]",5479,There are only four circles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1690,1,11.336766666666668,"[5, 1, 0]",1,There is a triangle.,There is a circle.,0,"[0, 0, 0]",,True,filler,,,2,"[9, 3, 8]",37,"[7, 0, 3]",6191,There is a square.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2358,1,11.336766666666668,"[2, 9, 3]",1,There are four ticks.,There are four squares.,1,"[0, 0, 0]",,True,response,,,1,"[2, 7, 6]",37,"[5, 0, 3]",7430,There are four ticks.
,"[1, 0]",exh-only,,1,"[2, 0, 0]",0,True,"[0, 1]",1,True,undefined,1752,0,11.336766666666668,"[11, 4, 7]",0,5 + 2 = ?,There is a tick.,3,"[6, 0, 0]",,True,response,,,2,"[7, 5, 2]",37,"[2, 8, 4]",4646,4 + 7 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2463,1,11.336766666666668,"[0, 4, 7]",1,There is only a tick.,There is a diamond.,2,"[0, 0, 0]",,True,response,,,2,"[2, 0, 4]",37,"[0, 8, 9]",6085,There is only a diamond.
,"[0, 1]",exh-only,,1,"[3, 0, 0]",1,False,"[0, 1]",0,False,undefined,2061,1,11.336766666666668,"[16, 7, 9]",1,6 + 8 = ?,There are four hearts.,3,"[0, 0, 0]",,True,response,,,1,"[14, 6, 8]",37,"[4, 3, 1]",5179,7 + 9 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1454,0,11.336766666666668,"[7, 1, 0]",0,There is a spade.,There is a square.,0,"[0, 0, 0]",,True,filler,,,2,"[3, 0, 1]",37,"[5, 8, 3]",5203,There is a circle.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2168,0,11.336766666666668,"[4, 6, 9]",0,There are four clubs.,There are four circles.,1,"[0, 0, 0]",,True,response,,,1,"[1, 2, 6]",37,"[7, 2, 8]",5515,There are four hearts.
Mary,,,,,,,,,,,undefined,,,15.5567,,,,,,,1,,,bot_check,"[0, 'Mary']",,,38,,,
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1783,1,15.5567,"[9, 3, 5]",1,There are four spades.,There are four stars.,0,"[0, 0, 0]",,True,response,,,1,"[3, 2, 7]",38,"[6, 1, 8]",6391,There are four triangles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,3912,1,15.5567,"[4, 7, 3]",1,There is only a circle.,There is a note.,2,"[0, 0, 0]",,True,response,,,2,"[7, 5, 2]",38,"[8, 9, 3]",8384,There is only a heart.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1567,1,15.5567,"[4, 2, 8]",1,Some of the symbols are triangles.,Some of the symbols are notes.,0,"[0, 0, 0]",,True,filler,,,0,"[9, 5, 0]",38,"[8, 4, 9]",7015,Some of the symbols are hearts.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1784,0,15.5567,"[2, 5, 0]",0,There are only four hearts.,There are four clubs.,2,"[0, 0, 0]",,True,response,,,1,"[4, 6, 7]",38,"[1, 5, 2]",4360,There are only four ticks.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,False,undefined,1600,0,15.5567,"[8, 6, 2]",1,5 + 6 = ?,There is a note.,3,"[3, 0, 0]",,False,filler,,,2,"[11, 5, 6]",38,"[8, 4, 1]",6880,6 + 2 = ?
,"[1, 0]",exh-only,,0,"[5, 0, 0]",1,True,"[1, 0]",0,False,undefined,1375,1,15.5567,"[18, 9, 9]",0,0 + 7 = ?,There are four circles.,3,"[3, 0, 0]",,False,response,,,1,"[7, 0, 7]",38,"[7, 6, 2]",3463,9 + 9 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,5008,0,15.5567,"[8, 4, 0]",0,Only some of the symbols are stars.,Some of the symbols are diamonds.,2,"[0, 0, 0]",,True,response,,,0,"[6, 9, 3]",38,"[0, 8, 1]",13944,Only some of the symbols are notes.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1976,1,15.5567,"[3, 8, 7]",1,Only some of the symbols are stars.,Some of the symbols are clubs.,2,"[0, 0, 0]",,True,filler,,,0,"[6, 7, 9]",38,"[1, 0, 8]",10576,Only some of the symbols are spades.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1200,1,15.5567,"[9, 5, 4]",1,9 + 0 = ?,There are four squares.,3,"[3, 0, 0]",,True,filler,,,1,"[9, 9, 0]",38,"[5, 4, 2]",4824,5 + 4 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2024,0,15.5567,"[2, 9, 8]",0,There are four notes.,There are four spades.,0,"[0, 0, 0]",,True,filler,,,1,"[8, 1, 4]",38,"[3, 8, 9]",6288,There are four ticks.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1455,1,15.5567,"[7, 5, 0]",1,There are only four spades.,There are four hearts.,2,"[0, 0, 0]",,True,filler,,,1,"[3, 8, 7]",38,"[4, 5, 7]",4184,There are only four circles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2231,0,15.5567,"[0, 7, 3]",0,There is a club.,There is a club.,1,"[0, 0, 0]",,True,response,,,2,"[1, 8, 2]",38,"[1, 6, 5]",7304,There is a diamond.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,3039,0,15.5567,"[7, 1, 0]",0,There is a club.,There is a square.,0,"[0, 0, 0]",,True,filler,,,2,"[1, 7, 3]",38,"[5, 9, 2]",11472,There is a circle.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,3591,1,15.5567,"[1, 5, 7]",1,There is a triangle.,There is a triangle.,1,"[0, 0, 0]",,True,response,,,2,"[9, 7, 6]",38,"[9, 1, 7]",15648,There is a club.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4007,0,15.5567,"[9, 0, 1]",0,Only some of the symbols are hearts.,Some of the symbols are hearts.,2,"[0, 0, 0]",,True,response,,,0,"[4, 6, 5]",38,"[4, 2, 9]",15824,Only some of the symbols are triangles.
,"[1, 0]",exh-only,,1,"[3, 0, 0]",1,True,"[0, 1]",1,True,undefined,1424,0,15.5567,"[8, 7, 1]",0,5 + 3 = ?,There is a note.,3,"[9, 0, 0]",,True,filler,,,2,"[8, 5, 3]",38,"[8, 0, 7]",6624,7 + 1 = ?
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,9583,0,15.5567,"[6, 0, 3]",0,There are four clubs.,There are four spades.,1,"[0, 0, 0]",,True,response,,,1,"[1, 3, 0]",38,"[3, 6, 0]",13952,There are four stars.
,"[0, 1]",exh-only,,0,"[9, 0, 0]",1,True,"[1, 0]",0,True,undefined,1559,1,15.5567,"[5, 1, 4]",1,7 + 1 = ?,Some of the symbols are triangles.,3,"[0, 0, 0]",,True,response,,,0,"[8, 7, 1]",38,"[9, 7, 6]",4992,1 + 4 = ?
,"[1, 0]",exh-only,,0,"[8, 0, 0]",0,True,"[1, 0]",0,False,undefined,3391,1,15.5567,"[5, 5, 0]",0,2 + 5 = ?,There is a note.,3,"[1, 0, 0]",,False,response,,,2,"[7, 2, 5]",38,"[8, 3, 9]",7824,5 + 0 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3359,0,15.5567,"[4, 8, 5]",0,Some of the symbols are ticks.,Some of the symbols are squares.,0,"[0, 0, 0]",,True,response,,,0,"[2, 9, 4]",38,"[5, 8, 4]",11312,Some of the symbols are hearts.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,6551,0,15.5567,"[8, 3, 0]",0,Some of the symbols are triangles.,Some of the symbols are squares.,0,"[0, 0, 0]",,True,filler,,,0,"[9, 6, 2]",38,"[5, 2, 7]",10255,Some of the symbols are notes.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1567,0,15.5567,"[0, 6, 7]",0,There are only four stars.,There are four hearts.,2,"[0, 0, 0]",,True,filler,,,1,"[6, 3, 5]",38,"[4, 3, 1]",6616,There are only four diamonds.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,1439,1,15.5567,"[2, 7, 9]",1,There is a spade.,There is a tick.,0,"[0, 0, 0]",,True,response,,,2,"[3, 8, 7]",38,"[2, 5, 0]",14128,There is a tick.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1471,0,15.5567,"[8, 1, 3]",0,Some of the symbols are ticks.,Some of the symbols are ticks.,1,"[0, 0, 0]",,True,response,,,0,"[2, 7, 9]",38,"[2, 1, 3]",4424,Some of the symbols are notes.
,"[0, 1]",exh-only,,0,"[4, 0, 0]",1,True,"[1, 0]",0,True,undefined,2295,1,15.5567,"[9, 4, 5]",1,6 + 7 = ?,Some of the symbols are notes.,3,"[3, 0, 0]",,True,filler,,,0,"[13, 6, 7]",38,"[8, 5, 9]",6592,4 + 5 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,72104,1,15.5567,"[9, 5, 0]",1,There are four clubs.,There are four hearts.,1,"[0, 0, 0]",,True,response,,,1,"[1, 2, 5]",38,"[4, 0, 5]",74377,There are four triangles.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1480,0,15.5567,"[6, 7, 2]",0,There are four ticks.,There are four hearts.,0,"[0, 0, 0]",,True,response,,,1,"[2, 6, 8]",38,"[4, 7, 6]",4056,There are four stars.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,3159,1,15.5567,"[9, 2, 6]",1,There is a note.,There is a diamond.,0,"[0, 0, 0]",,True,response,,,2,"[8, 3, 9]",38,"[0, 7, 3]",27183,There is a triangle.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1296,0,15.5567,"[1, 7, 4]",0,Only some of the symbols are diamonds.,Some of the symbols are ticks.,2,"[0, 0, 0]",,True,filler,,,0,"[0, 9, 3]",38,"[2, 5, 8]",6432,Only some of the symbols are clubs.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1616,1,15.5567,"[6, 2, 8]",1,There are only four spades.,There are four clubs.,2,"[0, 0, 0]",,True,response,,,1,"[3, 5, 4]",38,"[1, 5, 7]",3840,There are only four stars.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1720,0,15.5567,"[6, 9, 1]",0,There is a club.,There is a club.,1,"[0, 0, 0]",,True,filler,,,2,"[1, 6, 9]",38,"[1, 2, 8]",6568,There is a star.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1568,0,15.5567,"[1, 4, 8]",0,Some of the symbols are stars.,Some of the symbols are stars.,1,"[0, 0, 0]",,True,filler,,,0,"[6, 1, 7]",38,"[6, 8, 0]",6464,Some of the symbols are clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3503,0,15.5567,"[7, 9, 8]",0,Some of the symbols are clubs.,Some of the symbols are ticks.,1,"[0, 0, 0]",,True,filler,,,0,"[1, 0, 6]",38,"[2, 3, 6]",8679,Some of the symbols are circles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1711,0,15.5567,"[0, 1, 2]",0,There are four clubs.,There are four notes.,1,"[0, 0, 0]",,True,filler,,,1,"[1, 7, 4]",38,"[8, 2, 3]",4152,There are four diamonds.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,1135,0,15.5567,"[7, 6, 0]",0,There are four ticks.,There are four notes.,0,"[0, 0, 0]",,True,response,,,1,"[2, 7, 9]",38,"[8, 5, 0]",3848,There are four circles.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1295,1,15.5567,"[6, 4, 8]",1,Some of the symbols are clubs.,Some of the symbols are ticks.,1,"[0, 0, 0]",,True,filler,,,0,"[1, 4, 2]",38,"[2, 6, 0]",5128,Some of the symbols are stars.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1183,1,15.5567,"[2, 5, 6]",1,There are four squares.,There are four spades.,1,"[0, 0, 0]",,True,filler,,,1,"[5, 3, 8]",38,"[3, 9, 1]",3000,There are four ticks.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,927,1,15.5567,"[6, 7, 5]",1,Some of the symbols are hearts.,Some of the symbols are triangles.,1,"[0, 0, 0]",,True,response,,,0,"[4, 0, 2]",38,"[9, 5, 6]",6208,Some of the symbols are stars.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1247,0,15.5567,"[3, 5, 9]",0,There is only a square.,There is a tick.,2,"[0, 0, 0]",,True,filler,,,2,"[5, 8, 7]",38,"[2, 9, 1]",4976,There is only a spade.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2024,0,15.5567,"[2, 9, 5]",0,There is a diamond.,There is a triangle.,1,"[0, 0, 0]",,True,filler,,,2,"[0, 6, 8]",38,"[9, 7, 1]",4305,There is a tick.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1168,1,15.5567,"[3, 2, 9]",1,There are four ticks.,There are four ticks.,0,"[0, 0, 0]",,True,filler,,,1,"[2, 8, 3]",38,"[2, 1, 3]",3584,There are four spades.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1479,1,15.5567,"[8, 4, 9]",1,There is a heart.,There is a heart.,0,"[0, 0, 0]",,True,filler,,,2,"[4, 1, 8]",38,"[4, 5, 8]",7031,There is a note.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,975,0,15.5567,"[9, 8, 6]",0,There are only four diamonds.,There are four spades.,2,"[0, 0, 0]",,True,filler,,,1,"[0, 6, 3]",38,"[3, 8, 1]",3568,There are only four triangles.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,False,undefined,968,0,15.5567,"[14, 6, 8]",1,2 + 6 = ?,There are four circles.,3,"[3, 0, 0]",,False,filler,,,1,"[8, 2, 6]",38,"[7, 9, 3]",14353,6 + 8 = ?
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1328,1,15.5567,"[0, 2, 6]",1,There are four ticks.,There are four diamonds.,0,"[0, 0, 0]",,True,filler,,,1,"[2, 3, 8]",38,"[0, 8, 7]",4712,There are four diamonds.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1600,1,15.5567,"[4, 7, 5]",1,Some of the symbols are hearts.,Some of the symbols are hearts.,0,"[0, 0, 0]",,True,response,,,0,"[4, 8, 7]",38,"[4, 1, 7]",7760,Some of the symbols are hearts.
,"[1, 0]",exh-only,,0,"[1, 0, 0]",1,True,"[1, 0]",0,False,undefined,1312,1,15.5567,"[5, 1, 4]",0,6 + 9 = ?,There are four squares.,3,"[7, 0, 0]",,False,filler,,,1,"[15, 6, 9]",38,"[5, 1, 2]",13688,1 + 4 = ?
,"[0, 1]",exh-only,,1,"[1, 0, 0]",1,True,"[0, 1]",1,False,undefined,1520,0,15.5567,"[18, 9, 9]",1,6 + 1 = ?,There are four diamonds.,3,"[5, 0, 0]",,False,response,,,1,"[7, 6, 1]",38,"[0, 2, 5]",4176,9 + 9 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,4384,1,15.5567,"[2, 8, 9]",1,Only some of the symbols are triangles.,Some of the symbols are stars.,2,"[0, 0, 0]",,True,response,,,0,"[9, 3, 8]",38,"[6, 8, 4]",13336,Only some of the symbols are ticks.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2343,1,15.5567,"[0, 4, 2]",1,There is only a diamond.,There is a tick.,2,"[0, 0, 0]",,True,response,,,2,"[0, 9, 1]",38,"[2, 8, 7]",7992,There is only a diamond.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2920,0,15.5567,"[6, 8, 2]",0,There are four hearts.,There are four stars.,1,"[0, 0, 0]",,True,filler,,,1,"[4, 3, 0]",38,"[6, 1, 9]",4880,There are four stars.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2343,0,15.5567,"[4, 1, 7]",0,Some of the symbols are stars.,Some of the symbols are hearts.,1,"[0, 0, 0]",,True,response,,,0,"[6, 1, 9]",38,"[4, 9, 2]",6847,Some of the symbols are hearts.
,"[1, 0]",exh-only,,0,"[9, 0, 0]",1,True,"[1, 0]",0,False,undefined,1759,1,15.5567,"[12, 5, 7]",0,0 + 3 = ?,Some of the symbols are diamonds.,3,"[3, 0, 0]",,False,response,,,0,"[3, 0, 3]",38,"[0, 3, 1]",6696,5 + 7 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1719,0,15.5567,"[1, 4, 3]",0,There is a star.,There is a triangle.,1,"[0, 0, 0]",,True,response,,,2,"[6, 5, 3]",38,"[9, 8, 0]",15536,There is a club.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,8823,1,15.5567,"[5, 3, 9]",1,Some of the symbols are stars.,Some of the symbols are ticks.,1,"[0, 0, 0]",,True,filler,,,0,"[6, 1, 7]",38,"[2, 3, 1]",13784,Some of the symbols are squares.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2153,1,15.5567,"[1, 3, 5]",1,Some of the symbols are triangles.,Some of the symbols are triangles.,0,"[0, 0, 0]",,True,response,,,0,"[9, 2, 8]",38,"[9, 8, 5]",21713,Some of the symbols are clubs.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,3952,1,15.5567,"[3, 2, 4]",1,There is a tick.,There is a circle.,1,"[0, 0, 0]",,True,response,,,2,"[2, 6, 0]",38,"[7, 1, 4]",6368,There is a spade.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,2200,0,15.5567,"[8, 2, 5]",0,There is a star.,There is a club.,0,"[0, 0, 0]",,True,response,,,2,"[6, 2, 1]",38,"[1, 4, 0]",5864,There is a note.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,False,undefined,15311,0,15.5567,"[6, 6, 0]",1,5 + 5 = ?,There is a diamond.,3,"[2, 0, 0]",,False,filler,,,2,"[10, 5, 5]",38,"[0, 4, 8]",18032,6 + 0 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,False,undefined,26639,0,15.5567,"[3, 8, 0]",1,There is only a spade.,There is a club.,2,"[0, 0, 0]",,False,filler,,,2,"[3, 9, 4]",38,"[1, 5, 4]",45447,There is only a spade.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,2263,1,15.5567,"[1, 2, 9]",1,There are only four diamonds.,There are four clubs.,2,"[0, 0, 0]",,True,response,,,1,"[0, 6, 7]",38,"[1, 2, 4]",7160,There are only four clubs.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3070,0,15.5567,"[5, 3, 8]",0,Only some of the symbols are clubs.,Some of the symbols are spades.,2,"[0, 0, 0]",,True,response,,,0,"[1, 0, 6]",38,"[3, 0, 7]",10880,Only some of the symbols are squares.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1263,1,15.5567,"[2, 4, 7]",1,There are four stars.,There are four clubs.,1,"[0, 0, 0]",,True,response,,,1,"[6, 5, 1]",38,"[1, 9, 0]",3296,There are four ticks.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1279,1,15.5567,"[0, 9, 4]",1,There are four triangles.,There are four circles.,1,"[0, 0, 0]",,True,response,,,1,"[9, 3, 8]",38,"[7, 9, 0]",3624,There are four diamonds.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,1112,0,15.5567,"[8, 5, 1]",0,There are only four spades.,There are four squares.,2,"[0, 0, 0]",,True,response,,,1,"[3, 6, 5]",38,"[5, 6, 0]",3528,There are only four notes.
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1663,0,15.5567,"[7, 3, 9]",0,There is a circle.,There is a circle.,0,"[0, 0, 0]",,True,filler,,,2,"[7, 6, 1]",38,"[7, 6, 1]",4360,There is a circle.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,False,"[1, 0]",1,False,undefined,1495,0,15.5567,"[2, 5, 6]",1,There is a diamond.,There is a star.,1,"[0, 0, 0]",,False,filler,,,2,"[0, 7, 1]",38,"[6, 5, 8]",5120,There is a tick.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1255,1,15.5567,"[7, 6, 4]",1,There is only a club.,There is a star.,2,"[0, 0, 0]",,True,response,,,2,"[1, 8, 2]",38,"[6, 8, 1]",4712,There is only a circle.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,True,undefined,2439,0,15.5567,"[8, 2, 9]",0,There is only a spade.,There is a spade.,2,"[0, 0, 0]",,True,filler,,,2,"[3, 7, 1]",38,"[3, 6, 0]",5776,There is only a note.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,1007,1,15.5567,"[8, 4, 6]",1,There is a heart.,There is a note.,0,"[0, 0, 0]",,True,response,,,2,"[4, 6, 9]",38,"[8, 7, 4]",4480,There is a note.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1671,1,15.5567,"[6, 8, 7]",1,There is a diamond.,There is a tick.,0,"[0, 0, 0]",,True,filler,,,2,"[0, 7, 9]",38,"[2, 8, 5]",4488,There is a star.
,"[0, 1]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,False,undefined,1319,0,15.5567,"[6, 5, 1]",1,2 + 4 = ?,There is a diamond.,3,"[5, 0, 0]",,False,response,,,2,"[6, 2, 4]",38,"[0, 2, 9]",4583,5 + 1 = ?
,"[0, 1]",exh-only,,1,"[9, 0, 0]",1,True,"[0, 1]",1,False,undefined,1552,0,15.5567,"[10, 7, 3]",1,6 + 9 = ?,There are four clubs.,3,"[7, 0, 0]",,False,filler,,,1,"[15, 6, 9]",38,"[1, 6, 4]",4424,7 + 3 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,1152,0,15.5567,"[7, 1, 5]",0,Some of the symbols are clubs.,Some of the symbols are circles.,0,"[0, 0, 0]",,True,filler,,,0,"[1, 8, 3]",38,"[7, 0, 1]",5400,Some of the symbols are circles.
,"[1, 0]",exh-only,,1,"[0, 0, 0]",0,True,"[0, 1]",1,True,undefined,879,0,15.5567,"[8, 3, 5]",0,There are four ticks.,There are four stars.,0,"[0, 0, 0]",,True,response,,,1,"[2, 7, 0]",38,"[6, 9, 4]",4335,There are four notes.
,"[1, 0]",exh-only,,1,"[6, 0, 0]",0,True,"[0, 1]",1,True,undefined,1848,0,15.5567,"[11, 6, 5]",0,0 + 5 = ?,There is a tick.,3,"[0, 0, 0]",,True,response,,,2,"[5, 0, 5]",38,"[2, 7, 1]",4601,6 + 5 = ?
,"[0, 1]",exh-only,,1,"[0, 0, 0]",1,True,"[0, 1]",1,False,undefined,1575,0,15.5567,"[8, 6, 2]",1,5 + 7 = ?,Some of the symbols are triangles.,3,"[3, 0, 0]",,False,filler,,,0,"[12, 5, 7]",38,"[9, 7, 3]",4367,6 + 2 = ?
,"[1, 0]",exh-only,,0,"[0, 0, 0]",0,True,"[1, 0]",0,True,undefined,2895,0,15.5567,"[9, 2, 4]",0,There is only a triangle.,There is a club.,2,"[0, 0, 0]",,True,response,,,2,"[9, 4, 0]",38,"[1, 4, 7]",6255,There is only a triangle.
,"[0, 1]",exh-only,,0,"[0, 0, 0]",1,True,"[1, 0]",0,True,undefined,3743,1,15.5567,"[0, 6, 2]",1,Some of the symbols are stars.,Some of the symbols are diamonds.,1,"[0, 0, 0]",,True,response,,,0,"[6, 9, 4]",38,"[0, 9, 7]",7112,Some of the symbols are diamonds.
