block_rt,workerid,pOSentence,pTwrongAnswer,primeType,primeTShuffle,Answer.condition,slide_type,pTChoice,correctPOChoice,btwncondition,correctPTChoice,trial_type,Answer.time_in_minutes,pTSentence,pOSymbols,audio,pOChoice,slide_number,correctPChoices,responseSymbols,response_rt,goodPOChoice,response,primeOShuffle,image,responseSentence,primeStrength,goodPTChoice,pOwrongAnswer,pTSymbols,responseChoice
4657,28,There are four triangles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,17.974,There are four diamonds.,"[9, 1, 7]",,0,,True,"[3, 4, 0]",1530,0,,"[1, 0]",,There are four spades.,1,1,"[0, 0, 0]","[0, 8, 4]",0
5664,28,Some of the symbols are spades.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,17.974,Some of the symbols are circles.,"[3, 5, 0]",,0,,True,"[1, 6, 4]",1944,0,,"[1, 0]",,Some of the symbols are clubs.,1,0,"[0, 0, 0]","[7, 1, 4]",0
4753,28,There are four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,17.974,There are four stars.,"[9, 4, 6]",,1,,True,"[9, 0, 2]",1218,1,,"[0, 1]",,There are four triangles.,0,0,"[0, 0, 0]","[6, 8, 3]",1
6090,28,Some of the symbols are triangles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,17.974,Some of the symbols are stars.,"[9, 3, 1]",,0,,True,"[9, 1, 0]",1757,0,,"[1, 0]",,Some of the symbols are triangles.,0,0,"[0, 0, 0]","[6, 0, 2]",1
4370,28,There is a spade.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,17.974,There is a diamond.,"[3, 4, 9]",,1,,True,"[4, 9, 3]",1506,1,,"[0, 1]",,There is a heart.,1,1,"[0, 0, 0]","[0, 5, 8]",1
4589,28,There is a diamond but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,17.974,There is a tick but nothing else.,"[0, 9, 3]",,1,,True,"[9, 6, 5]",1620,1,,"[0, 1]",,There is a triangle.,2,1,"[0, 0, 0]","[2, 3, 1]",0
6557,28,Some of the symbols are clubs.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,17.974,Some of the symbols are ticks.,"[1, 3, 9]",,1,,True,"[8, 7, 6]",2672,1,,"[0, 1]",,Some of the symbols are notes.,0,1,"[0, 0, 0]","[2, 3, 8]",0
6356,28,There are four triangles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,17.974,There are four ticks.,"[9, 4, 2]",,0,,True,"[0, 1, 2]",2472,0,,"[1, 0]",,There are four diamonds.,1,1,"[0, 0, 0]","[2, 8, 6]",0
4761,28,There is a triangle.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,17.974,There is a tick.,"[9, 6, 2]",,1,,True,"[9, 2, 7]",1701,1,,"[0, 1]",,There is a triangle.,1,0,"[0, 0, 0]","[2, 9, 0]",1
4988,28,There is a star.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,17.974,There is a note.,"[6, 8, 7]",,0,,True,"[8, 6, 9]",1877,0,,"[1, 0]",,There is a note.,0,0,"[0, 0, 0]","[8, 6, 1]",0
5133,28,There is a heart.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,17.974,There is a square.,"[4, 2, 9]",,1,,True,"[9, 0, 6]",2491,1,,"[0, 1]",,There is a triangle.,0,0,"[0, 0, 0]","[5, 1, 7]",1
5150,28,3 + 2 = ?,"[3, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,17.974,6 + 1 = ?,"[5, 3, 2]",,1,,False,"[0, 1, 7]",1483,1,,"[0, 1]",,There are four diamonds.,3,1,"[0, 0, 0]","[7, 6, 1]",1
7191,28,Some of the symbols are clubs.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,17.974,Some of the symbols are squares.,"[1, 7, 5]",,0,,True,"[2, 1, 7]",3199,0,,"[1, 0]",,Some of the symbols are ticks.,1,1,"[0, 0, 0]","[5, 2, 1]",0
6419,28,6 + 2 = ?,"[5, 0, 0]",0,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,17.974,7 + 0 = ?,"[8, 6, 2]",,0,,False,"[6, 2, 5]",2000,1,,"[0, 1]",,Some of the symbols are stars.,3,0,"[5, 0, 0]","[7, 7, 0]",1
5315,28,There is a spade.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,17.974,There is a spade.,"[3, 7, 9]",,0,,True,"[6, 3, 5]",1892,0,,"[1, 0]",,There is a star.,1,0,"[0, 0, 0]","[3, 9, 4]",1
5932,28,Some of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,17.974,Some of the symbols are notes.,"[2, 3, 9]",,0,,True,"[4, 9, 2]",1755,0,,"[1, 0]",,Some of the symbols are hearts.,0,1,"[0, 0, 0]","[8, 5, 4]",1
8185,28,Some of the symbols are triangles.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,17.974,Some of the symbols are stars.,"[9, 4, 1]",,0,,True,"[2, 5, 1]",1357,0,,"[1, 0]",,Some of the symbols are ticks.,1,1,"[0, 0, 0]","[6, 1, 2]",1
6340,28,5 + 1 = ?,"[4, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,17.974,9 + 3 = ?,"[6, 5, 1]",,0,,False,"[7, 2, 3]",1337,1,,"[0, 1]",,There is a circle.,3,0,"[3, 0, 0]","[12, 9, 3]",0
11295,28,9 + 9 = ?,"[4, 0, 0]",2,"[0, 1]",undefined,,1,False,exh-subclausal,True,filler,17.974,7 + 0 = ?,"[18, 9, 9]",,0,,False,"[9, 2, 0]",2901,1,,"[0, 1]",,There is a triangle.,3,1,"[4, 0, 0]","[7, 7, 0]",1
6007,28,3 + 5 = ?,"[8, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,17.974,7 + 8 = ?,"[8, 3, 5]",,1,,False,"[0, 2, 5]",2370,1,,"[0, 1]",,There are four diamonds.,3,1,"[3, 0, 0]","[15, 7, 8]",0
8592,28,0 + 5 = ?,"[7, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,17.974,5 + 1 = ?,"[5, 0, 5]",,0,,False,"[1, 2, 9]",2705,1,,"[0, 1]",,There are four clubs.,3,0,"[2, 0, 0]","[6, 5, 1]",0
6131,28,There are four but no more than four stars.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,17.974,There are four but no more than four stars.,"[6, 8, 5]",,1,,True,"[1, 3, 9]",1528,1,,"[0, 1]",,There are four clubs.,2,0,"[0, 0, 0]","[6, 9, 4]",1
5575,28,9 + 2 = ?,"[5, 0, 0]",0,"[0, 1]",undefined,,1,False,exh-subclausal,True,response,17.974,7 + 0 = ?,"[11, 9, 2]",,0,,False,"[9, 2, 5]",2041,1,,"[0, 1]",,Some of the symbols are triangles.,3,1,"[9, 0, 0]","[7, 7, 0]",0
,29,,,,,undefined,bot_check,,,,,,10.29875,,,,,1,,,,,"[0, 'linda']",,Linda,,,,,,
10382,29,There is a star.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.29875,There is a heart.,"[6, 2, 4]",,0,,True,"[0, 4, 2]",3645,0,,"[1, 0]",,There is a diamond.,0,1,"[0, 0, 0]","[4, 0, 7]",1
13085,29,There are four but no more than four ticks.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.29875,There are four but no more than four triangles.,"[2, 6, 8]",,0,,True,"[6, 4, 7]",3007,0,,"[1, 0]",,There are four stars.,2,1,"[0, 0, 0]","[9, 2, 8]",1
7650,29,Some but not all of the symbols are squares.,"[0, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.29875,Some but not all of the symbols are squares.,"[5, 6, 2]",,0,,False,"[4, 2, 6]",3681,0,,"[1, 0]",,Some of the symbols are hearts.,2,0,"[0, 0, 0]","[5, 6, 8]",1
5060,29,There is a diamond but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,10.29875,There is a heart but nothing else.,"[0, 8, 6]",,0,,False,"[0, 2, 9]",1696,1,,"[0, 1]",,There is a diamond.,2,0,"[0, 0, 0]","[4, 2, 7]",1
4493,29,There are four clubs.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,10.29875,There are four ticks.,"[1, 9, 0]",,1,,False,"[0, 6, 7]",1465,1,,"[0, 1]",,There are four diamonds.,0,0,"[0, 0, 0]","[2, 0, 7]",0
3919,29,Some of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,10.29875,Some of the symbols are notes.,"[1, 8, 7]",,1,,False,"[7, 0, 3]",1247,1,,"[0, 1]",,Some of the symbols are circles.,0,0,"[0, 0, 0]","[8, 2, 0]",0
7061,29,9 + 0 = ?,"[0, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,10.29875,3 + 0 = ?,"[9, 9, 0]",,1,,False,"[2, 1, 7]",2594,0,,"[1, 0]",,There are four ticks.,3,1,"[0, 0, 0]","[3, 3, 0]",1
8554,29,6 + 2 = ?,"[6, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.29875,9 + 7 = ?,"[8, 6, 2]",,1,,True,"[4, 6, 1]",2478,1,,"[0, 1]",,Some of the symbols are hearts.,3,0,"[0, 0, 0]","[16, 9, 7]",1
5030,29,Some but not all of the symbols are triangles.,"[0, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,10.29875,Some but not all of the symbols are stars.,"[9, 2, 4]",,1,,False,"[1, 8, 3]",1537,1,,"[0, 1]",,Some of the symbols are clubs.,2,1,"[0, 0, 0]","[6, 2, 3]",1
7134,29,9 + 4 = ?,"[7, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.29875,6 + 7 = ?,"[13, 9, 4]",,1,,False,"[7, 0, 5]",2087,0,,"[1, 0]",,There is a circle.,3,0,"[5, 0, 0]","[13, 6, 7]",0
4874,29,2 + 4 = ?,"[3, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,10.29875,7 + 3 = ?,"[6, 2, 4]",,1,,False,"[2, 0, 8]",1513,0,,"[1, 0]",,Some of the symbols are ticks.,3,0,"[5, 0, 0]","[10, 7, 3]",0
8400,29,There are four hearts.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.29875,There are four notes.,"[4, 0, 3]",,0,,True,"[6, 7, 3]",1196,0,,"[1, 0]",,There are four stars.,0,1,"[0, 0, 0]","[8, 6, 1]",0
3673,29,Some of the symbols are spades.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.29875,Some of the symbols are stars.,"[3, 7, 9]",,0,,False,"[3, 1, 6]",1177,1,,"[0, 1]",,Some of the symbols are spades.,1,0,"[0, 0, 0]","[6, 0, 5]",1
3657,29,There are four clubs.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.29875,There are four hearts.,"[1, 4, 9]",,1,,False,"[3, 9, 7]",1454,0,,"[1, 0]",,There are four spades.,1,0,"[0, 0, 0]","[4, 7, 6]",1
5120,29,3 + 8 = ?,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.29875,4 + 4 = ?,"[11, 3, 8]",,1,,True,"[8, 5, 9]",1456,1,,"[0, 1]",,There is a note.,3,1,"[8, 0, 0]","[8, 4, 4]",1
4762,29,There is a club but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.29875,There is a note but nothing else.,"[1, 5, 2]",,0,,False,"[4, 8, 5]",1139,0,,"[1, 0]",,There is a heart.,2,0,"[0, 0, 0]","[8, 1, 5]",0
4364,29,There is a note.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.29875,There is a triangle.,"[8, 0, 6]",,1,,True,"[7, 3, 6]",1391,1,,"[0, 1]",,There is a circle.,1,0,"[0, 0, 0]","[9, 4, 2]",1
3680,29,There is a circle.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.29875,There is a square.,"[7, 1, 0]",,0,,True,"[3, 1, 4]",1242,0,,"[1, 0]",,There is a spade.,1,1,"[0, 0, 0]","[5, 7, 8]",1
4831,29,6 + 4 = ?,"[3, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.29875,9 + 5 = ?,"[10, 6, 4]",,1,,True,"[4, 3, 0]",1993,1,,"[0, 1]",,There are four hearts.,3,1,"[7, 0, 0]","[14, 9, 5]",1
12699,29,There are four notes.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.29875,There are four ticks.,"[8, 9, 4]",,1,,False,"[8, 5, 7]",1312,1,,"[0, 1]",,There are four notes.,1,0,"[0, 0, 0]","[2, 1, 0]",1
3152,29,There are four notes.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.29875,There are four ticks.,"[8, 6, 1]",,1,,False,"[9, 5, 3]",1064,0,,"[1, 0]",,There are four triangles.,1,0,"[0, 0, 0]","[2, 6, 8]",0
3130,29,There are four triangles.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,10.29875,There are four hearts.,"[9, 2, 7]",,0,,False,"[9, 4, 0]",936,1,,"[0, 1]",,There are four triangles.,1,0,"[0, 0, 0]","[4, 9, 5]",0
2739,29,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.29875,There is a tick.,"[8, 7, 5]",,1,,True,"[9, 1, 4]",974,1,,"[0, 1]",,There is a triangle.,0,1,"[0, 0, 0]","[2, 4, 0]",1
2705,29,1 + 6 = ?,"[1, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,10.29875,6 + 4 = ?,"[7, 1, 6]",,0,,False,"[4, 6, 0]",812,0,,"[1, 0]",,There are four hearts.,3,1,"[8, 0, 0]","[10, 6, 4]",0
3063,29,Some of the symbols are diamonds.,"[0, 0, 0]",0,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,10.29875,Some of the symbols are diamonds.,"[0, 6, 7]",,0,,False,"[1, 5, 8]",1058,1,,"[0, 1]",,Some of the symbols are clubs.,0,0,"[0, 0, 0]","[0, 3, 1]",0
3311,29,There are four diamonds.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.29875,There are four ticks.,"[0, 5, 8]",,0,,True,"[0, 2, 9]",1031,0,,"[1, 0]",,There are four diamonds.,0,0,"[0, 0, 0]","[2, 8, 7]",1
2821,29,Some but not all of the symbols are diamonds.,"[0, 0, 0]",0,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,10.29875,Some but not all of the symbols are ticks.,"[0, 9, 1]",,0,,False,"[2, 9, 5]",959,1,,"[0, 1]",,Some of the symbols are ticks.,2,1,"[0, 0, 0]","[2, 4, 0]",0
2870,29,There is a square.,"[0, 0, 0]",2,"[0, 1]",undefined,,1,False,exh-subclausal,True,filler,10.29875,There is a spade.,"[5, 8, 6]",,0,,False,"[3, 6, 9]",851,1,,"[0, 1]",,There is a spade.,1,1,"[0, 0, 0]","[3, 4, 5]",0
3160,29,Some of the symbols are clubs.,"[0, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,10.29875,Some of the symbols are triangles.,"[1, 0, 3]",,1,,False,"[5, 7, 4]",987,1,,"[0, 1]",,Some of the symbols are squares.,1,1,"[0, 0, 0]","[9, 3, 1]",0
2985,29,There is a note but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.29875,There is a club but nothing else.,"[8, 1, 5]",,0,,True,"[7, 5, 3]",961,0,,"[1, 0]",,There is a circle.,2,0,"[0, 0, 0]","[1, 0, 5]",0
3086,29,There are four but no more than four clubs.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,True,exh-subclausal,False,response,10.29875,There are four but no more than four triangles.,"[1, 9, 6]",,0,,False,"[4, 2, 6]",1051,0,,"[1, 0]",,There are four hearts.,2,0,"[0, 0, 0]","[9, 3, 5]",1
3466,29,7 + 7 = ?,"[8, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,10.29875,2 + 5 = ?,"[14, 7, 7]",,0,,False,"[0, 5, 8]",1188,0,,"[1, 0]",,Some of the symbols are diamonds.,3,1,"[8, 0, 0]","[7, 2, 5]",1
4611,29,There are four but no more than four spades.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,10.29875,There are four but no more than four triangles.,"[3, 2, 7]",,0,,False,"[2, 4, 5]",1040,1,,"[0, 1]",,There are four ticks.,2,0,"[0, 0, 0]","[9, 8, 6]",0
3004,29,There is a diamond.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,10.29875,There is a square.,"[0, 2, 8]",,0,,False,"[3, 9, 4]",919,1,,"[0, 1]",,There is a spade.,0,1,"[0, 0, 0]","[5, 6, 9]",0
3524,29,There are four triangles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.29875,There are four stars.,"[9, 0, 8]",,0,,True,"[1, 5, 4]",1336,0,,"[1, 0]",,There are four clubs.,0,1,"[0, 0, 0]","[6, 1, 2]",1
4794,29,There are four notes.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,False,exh-subclausal,False,response,10.29875,There are four triangles.,"[8, 7, 4]",,0,,False,"[1, 5, 3]",961,1,,"[0, 1]",,There are four clubs.,0,0,"[0, 0, 0]","[9, 6, 3]",1
2783,29,Some of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,10.29875,Some of the symbols are squares.,"[1, 6, 2]",,0,,False,"[6, 2, 3]",839,1,,"[0, 1]",,Some of the symbols are stars.,1,0,"[0, 0, 0]","[5, 6, 2]",0
5000,29,Some of the symbols are circles.,"[0, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.29875,Some of the symbols are triangles.,"[7, 1, 6]",,0,,False,"[4, 7, 0]",1112,0,,"[1, 0]",,Some of the symbols are hearts.,1,0,"[0, 0, 0]","[9, 0, 4]",1
2933,29,There is a diamond but nothing else.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,10.29875,There is a spade but nothing else.,"[0, 9, 1]",,0,,False,"[4, 5, 3]",1045,1,,"[0, 1]",,There is a heart.,2,1,"[0, 0, 0]","[3, 0, 7]",0
2907,29,There are four but no more than four triangles.,"[0, 0, 0]",1,"[0, 1]",undefined,,1,False,exh-subclausal,True,response,10.29875,There are four but no more than four triangles.,"[9, 8, 6]",,0,,False,"[8, 6, 5]",950,1,,"[0, 1]",,There are four notes.,2,1,"[0, 0, 0]","[9, 4, 2]",0
3070,29,There are four but no more than four diamonds.,"[0, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,10.29875,There are four but no more than four diamonds.,"[0, 5, 3]",,1,,False,"[2, 7, 3]",880,0,,"[1, 0]",,There are four ticks.,2,1,"[0, 0, 0]","[0, 1, 7]",0
3523,29,7 + 4 = ?,"[2, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.29875,6 + 9 = ?,"[11, 7, 4]",,0,,True,"[7, 6, 8]",1153,0,,"[1, 0]",,Some of the symbols are circles.,3,0,"[7, 0, 0]","[15, 6, 9]",1
4709,29,There is a square.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.29875,There is a triangle.,"[5, 8, 4]",,0,,True,"[3, 9, 4]",983,0,,"[1, 0]",,There is a spade.,1,0,"[0, 0, 0]","[9, 6, 0]",1
3359,29,2 + 9 = ?,"[5, 0, 0]",2,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.29875,8 + 0 = ?,"[11, 2, 9]",,0,,True,"[3, 5, 6]",998,0,,"[1, 0]",,There is a spade.,3,1,"[9, 0, 0]","[8, 8, 0]",0
3658,29,There is a tick.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,response,10.29875,There is a tick.,"[2, 4, 8]",,0,,False,"[1, 5, 0]",1505,1,,"[0, 1]",,There is a club.,0,1,"[0, 0, 0]","[2, 4, 8]",0
3771,29,0 + 9 = ?,"[7, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,10.29875,3 + 7 = ?,"[9, 0, 9]",,0,,False,"[5, 3, 4]",1000,0,,"[1, 0]",,There are four squares.,3,1,"[6, 0, 0]","[10, 3, 7]",0
3226,29,There are four spades.,"[0, 0, 0]",1,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.29875,There are four notes.,"[3, 2, 6]",,1,,True,"[7, 1, 4]",902,1,,"[0, 1]",,There are four circles.,1,0,"[0, 0, 0]","[8, 2, 9]",1
3339,29,Some of the symbols are circles.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.29875,Some of the symbols are stars.,"[7, 2, 0]",,0,,True,"[4, 1, 6]",1186,0,,"[1, 0]",,Some of the symbols are hearts.,1,0,"[0, 0, 0]","[6, 9, 4]",1
3182,29,9 + 1 = ?,"[7, 0, 0]",1,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.29875,4 + 2 = ?,"[10, 9, 1]",,0,,False,"[1, 8, 2]",1127,1,,"[0, 1]",,There are four clubs.,3,0,"[1, 0, 0]","[6, 4, 2]",0
4533,29,There is a tick.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,10.29875,There is a circle.,"[2, 6, 1]",,1,,False,"[2, 1, 7]",2306,0,,"[1, 0]",,There is a tick.,0,1,"[0, 0, 0]","[7, 5, 3]",0
2845,29,There is a square.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.29875,There is a star.,"[5, 0, 4]",,1,,False,"[1, 4, 6]",1006,0,,"[1, 0]",,There is a club.,0,0,"[0, 0, 0]","[6, 0, 3]",1
3257,29,There is a star but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,response,10.29875,There is a square but nothing else.,"[6, 5, 7]",,0,,False,"[8, 1, 0]",975,1,,"[0, 1]",,There is a note.,2,0,"[0, 0, 0]","[5, 9, 6]",1
2755,29,8 + 9 = ?,"[9, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.29875,0 + 5 = ?,"[17, 8, 9]",,0,,True,"[8, 1, 7]",960,0,,"[1, 0]",,Some of the symbols are notes.,3,1,"[2, 0, 0]","[5, 0, 5]",1
3169,29,2 + 0 = ?,"[3, 0, 0]",2,"[1, 0]",undefined,,1,False,exh-subclausal,False,filler,10.29875,2 + 4 = ?,"[2, 2, 0]",,1,,False,"[6, 4, 9]",948,0,,"[1, 0]",,There is a star.,3,0,"[0, 0, 0]","[6, 2, 4]",1
4217,29,8 + 2 = ?,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,filler,10.29875,9 + 3 = ?,"[10, 8, 2]",,1,,True,"[0, 8, 3]",970,1,,"[0, 1]",,Some of the symbols are diamonds.,3,0,"[3, 0, 0]","[12, 9, 3]",0
3211,29,There are four notes.,"[0, 0, 0]",1,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.29875,There are four hearts.,"[8, 1, 3]",,0,,False,"[8, 6, 7]",1000,0,,"[1, 0]",,There are four notes.,1,0,"[0, 0, 0]","[4, 5, 3]",0
17188,29,There are four spades.,"[0, 0, 0]",1,"[0, 1]",undefined,,0,False,exh-subclausal,False,filler,10.29875,There are four diamonds.,"[3, 6, 1]",,0,,False,"[8, 3, 4]",1281,1,,"[0, 1]",,There are four notes.,0,1,"[0, 0, 0]","[0, 5, 2]",1
3400,29,1 + 9 = ?,"[4, 0, 0]",1,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,10.29875,1 + 2 = ?,"[10, 1, 9]",,0,,False,"[9, 0, 2]",1217,0,,"[1, 0]",,There are four triangles.,3,1,"[6, 0, 0]","[3, 1, 2]",1
3570,29,There is a diamond.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,10.29875,There is a note.,"[0, 4, 2]",,0,,False,"[6, 5, 3]",1048,1,,"[0, 1]",,There is a star.,1,0,"[0, 0, 0]","[8, 1, 3]",0
4240,29,Some but not all of the symbols are clubs.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,filler,10.29875,Some but not all of the symbols are squares.,"[1, 5, 8]",,1,,True,"[9, 4, 7]",1205,1,,"[0, 1]",,Some of the symbols are triangles.,2,1,"[0, 0, 0]","[5, 2, 1]",1
3061,29,There is a circle but nothing else.,"[0, 0, 0]",2,"[1, 0]",undefined,,0,False,exh-subclausal,True,filler,10.29875,There is a triangle but nothing else.,"[7, 2, 1]",,0,,False,"[3, 4, 1]",986,1,,"[0, 1]",,There is a spade.,2,0,"[0, 0, 0]","[9, 1, 0]",1
3510,29,Some of the symbols are clubs.,"[0, 0, 0]",0,"[1, 0]",undefined,,0,True,exh-subclausal,True,response,10.29875,Some of the symbols are diamonds.,"[1, 6, 2]",,0,,True,"[8, 1, 2]",1078,0,,"[1, 0]",,Some of the symbols are notes.,0,0,"[0, 0, 0]","[0, 8, 3]",1
3152,29,Some but not all of the symbols are ticks.,"[0, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,10.29875,Some but not all of the symbols are diamonds.,"[2, 1, 7]",,0,,False,"[2, 3, 0]",1071,0,,"[1, 0]",,Some of the symbols are ticks.,2,1,"[0, 0, 0]","[0, 6, 7]",0
2962,29,Some of the symbols are hearts.,"[0, 0, 0]",0,"[1, 0]",undefined,,1,True,exh-subclausal,False,filler,10.29875,Some of the symbols are clubs.,"[4, 8, 3]",,1,,False,"[4, 3, 9]",943,1,,"[0, 1]",,Some of the symbols are hearts.,1,0,"[0, 0, 0]","[1, 2, 5]",1
2964,29,Some but not all of the symbols are triangles.,"[0, 0, 0]",0,"[0, 1]",undefined,,1,True,exh-subclausal,True,response,10.29875,Some but not all of the symbols are circles.,"[9, 4, 6]",,1,,True,"[3, 5, 8]",1032,1,,"[0, 1]",,Some of the symbols are spades.,2,1,"[0, 0, 0]","[7, 4, 5]",1
3207,29,There is a note.,"[0, 0, 0]",2,"[0, 1]",undefined,,0,True,exh-subclausal,False,response,10.29875,There is a star.,"[8, 9, 0]",,0,,False,"[4, 0, 5]",1135,0,,"[1, 0]",,There is a heart.,1,1,"[0, 0, 0]","[6, 3, 4]",0
3133,29,Some of the symbols are clubs.,"[0, 0, 0]",0,"[0, 1]",undefined,,0,True,exh-subclausal,False,filler,10.29875,Some of the symbols are squares.,"[1, 4, 9]",,1,,False,"[8, 5, 3]",870,1,,"[0, 1]",,Some of the symbols are notes.,1,1,"[0, 0, 0]","[5, 9, 1]",0
