primeStrength,primeTShuffle,correctPTChoice,responseSentence,pTSentence,pOSymbols,goodPTChoice,Answer.time_in_minutes,correctPChoices,response_rt,pTwrongAnswer,pOChoice,audio,correctPOChoice,pOSentence,primeOShuffle,response,pTChoice,block_rt,slide_number,workerid,responseChoice,image,Answer.condition,pTSymbols,goodPOChoice,responseSymbols,pOwrongAnswer,primeType,trial_type,btwncondition,slide_type
1,"[1, 0]",False,Some of the symbols are ticks.,Some of the symbols are clubs.,"[4, 3, 7]",0,22.494183333333332,False,4669,"[0, 0, 0]",1,,True,Some of the symbols are hearts.,"[0, 1]",,1,14416,,36,1,,undefined,"[1, 3, 4]",1,"[2, 3, 1]","[0, 0, 0]",0,response,alternative,
1,"[0, 1]",True,Some of the symbols are triangles.,Some of the symbols are diamonds.,"[2, 9, 3]",1,22.494183333333332,True,4285,"[0, 0, 0]",1,,True,Some of the symbols are ticks.,"[0, 1]",,1,9918,,36,1,,undefined,"[0, 4, 3]",1,"[9, 0, 2]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",True,There are four diamonds.,There are six diamonds.,"[1, 7, 5]",0,22.494183333333332,True,2597,"[0, 0, 0]",1,,True,There are six clubs.,"[0, 1]",,0,9229,,36,1,,undefined,"[0, 8, 9]",1,"[0, 3, 6]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,Some of the symbols are clubs.,Some of the symbols are spades.,"[9, 6, 2]",0,22.494183333333332,True,3595,"[0, 0, 0]",1,,True,Some of the symbols are triangles.,"[0, 1]",,0,9776,,36,0,,undefined,"[3, 7, 2]",1,"[1, 6, 5]","[0, 0, 0]",0,response,alternative,
3,"[1, 0]",False,Some of the symbols are spades.,2 + 8 = ?,"[12, 4, 8]",0,22.494183333333332,False,2813,"[9, 0, 0]",0,,True,4 + 8 = ?,"[1, 0]",,1,8762,,36,0,,undefined,"[10, 2, 8]",0,"[3, 4, 1]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There is a square.,There is a heart.,"[8, 3, 0]",1,22.494183333333332,True,4243,"[0, 0, 0]",0,,True,There is a note.,"[1, 0]",,1,11174,,36,1,,undefined,"[4, 3, 8]",0,"[5, 1, 9]","[0, 0, 0]",2,filler,alternative,
3,"[0, 1]",True,There are four stars.,2 + 0 = ?,"[9, 1, 8]",1,22.494183333333332,True,5897,"[4, 0, 0]",0,,True,1 + 8 = ?,"[1, 0]",,1,11682,,36,1,,undefined,"[2, 2, 0]",0,"[6, 2, 0]","[5, 0, 0]",1,filler,alternative,
3,"[1, 0]",True,There are four ticks.,7 + 9 = ?,"[7, 0, 7]",0,22.494183333333332,True,2960,"[5, 0, 0]",1,,True,0 + 7 = ?,"[0, 1]",,0,8973,,36,1,,undefined,"[16, 7, 9]",1,"[2, 9, 4]","[3, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a diamond.,There is a club.,"[1, 5, 3]",0,22.494183333333332,True,5025,"[0, 0, 0]",0,,True,There is a club.,"[1, 0]",,0,14011,,36,1,,undefined,"[1, 8, 0]",0,"[0, 1, 4]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,Some of the symbols are diamonds.,Some of the symbols are hearts.,"[4, 8, 2]",1,22.494183333333332,True,3553,"[0, 0, 0]",0,,True,Some of the symbols are hearts.,"[1, 0]",,1,11808,,36,0,,undefined,"[4, 7, 3]",0,"[0, 6, 2]","[0, 0, 0]",0,response,alternative,
0,"[0, 1]",True,There is a tick.,There is a club.,"[2, 1, 5]",1,22.494183333333332,True,2735,"[0, 0, 0]",1,,True,There is a tick.,"[0, 1]",,1,12152,,36,0,,undefined,"[1, 4, 0]",1,"[2, 3, 4]","[0, 0, 0]",2,response,alternative,
2,"[0, 1]",True,There is a spade.,There is a triangle and a diamond.,"[7, 2, 3]",1,22.494183333333332,False,1517,"[0, 0, 0]",1,,False,There is a circle and a tick.,"[1, 0]",,1,7498,,36,1,,undefined,"[9, 0, 1]",0,"[3, 9, 7]","[0, 0, 0]",2,filler,alternative,
0,"[1, 0]",False,There is a triangle.,There is a note.,"[9, 6, 5]",0,22.494183333333332,False,1455,"[0, 0, 0]",1,,True,There is a triangle.,"[0, 1]",,1,4888,,36,1,,undefined,"[8, 4, 3]",1,"[9, 3, 6]","[0, 0, 0]",2,filler,alternative,
1,"[1, 0]",False,There are four notes.,There are four hearts.,"[8, 7, 5]",0,22.494183333333332,False,2077,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,1,5158,,36,1,,undefined,"[4, 7, 8]",1,"[8, 2, 4]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",False,There is a circle.,There is a club and a tick.,"[1, 3, 7]",0,22.494183333333332,False,2412,"[0, 0, 0]",1,,False,There is a club and a spade.,"[1, 0]",,1,7828,,36,1,,undefined,"[1, 2, 3]",0,"[7, 0, 8]","[0, 0, 0]",2,response,alternative,
1,"[0, 1]",False,There is a note.,There is a note.,"[8, 5, 3]",1,22.494183333333332,False,2814,"[0, 0, 0]",0,,True,There is a note.,"[1, 0]",,0,6852,,36,0,,undefined,"[8, 4, 2]",0,"[8, 6, 5]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",False,There are four circles.,7 + 9 = ?,"[0, 0, 0]",0,22.494183333333332,False,1955,"[5, 0, 0]",0,,True,0 + 0 = ?,"[1, 0]",,1,7243,,36,1,,undefined,"[16, 7, 9]",0,"[7, 6, 1]","[3, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There are four stars.,There are four triangles.,"[7, 3, 4]",1,22.494183333333332,False,1921,"[0, 0, 0]",1,,False,There are four circles.,"[1, 0]",,1,6062,,36,1,,undefined,"[9, 2, 5]",0,"[6, 3, 5]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There is a diamond.,There is a star.,"[7, 6, 1]",1,22.494183333333332,True,2495,"[0, 0, 0]",1,,True,There is a circle.,"[0, 1]",,1,6586,,36,1,,undefined,"[6, 3, 4]",1,"[0, 6, 2]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,Some of the symbols are squares.,Some of the symbols are ticks.,"[2, 7, 0]",1,22.494183333333332,False,1786,"[0, 0, 0]",1,,False,Some of the symbols are ticks.,"[1, 0]",,1,6829,,36,1,,undefined,"[2, 5, 0]",0,"[5, 6, 3]","[0, 0, 0]",0,filler,alternative,
1,"[0, 1]",True,There is a square.,There is a note.,"[3, 7, 1]",1,22.494183333333332,False,1906,"[0, 0, 0]",1,,False,There is a spade.,"[1, 0]",,1,6183,,36,1,,undefined,"[8, 9, 5]",0,"[5, 6, 3]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",True,There is a heart.,0 + 5 = ?,"[2, 1, 1]",1,22.494183333333332,True,2395,"[6, 0, 0]",0,,True,1 + 1 = ?,"[1, 0]",,1,7267,,36,1,,undefined,"[5, 0, 5]",0,"[4, 8, 0]","[4, 0, 0]",2,response,alternative,
2,"[1, 0]",False,Some of the symbols are notes.,All of the symbols are stars.,"[4, 2, 0]",0,22.494183333333332,False,1827,"[0, 0, 0]",1,,True,All of the symbols are hearts.,"[0, 1]",,1,7302,,36,1,,undefined,"[6, 8, 7]",1,"[8, 3, 5]","[0, 0, 0]",0,filler,alternative,
2,"[1, 0]",False,There is a club.,There is a spade and a triangle.,"[9, 4, 3]",0,22.494183333333332,False,2004,"[0, 0, 0]",1,,True,There is a triangle and a heart.,"[0, 1]",,1,5244,,36,1,,undefined,"[3, 9, 7]",1,"[1, 0, 2]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",False,Some of the symbols are circles.,4 + 7 = ?,"[12, 7, 5]",0,22.494183333333332,False,2370,"[2, 0, 0]",0,,False,7 + 5 = ?,"[0, 1]",,1,7309,,36,1,,undefined,"[11, 4, 7]",1,"[7, 6, 2]","[6, 0, 0]",0,response,alternative,
1,"[0, 1]",True,There are four circles.,There are four ticks.,"[9, 5, 1]",1,22.494183333333332,True,2619,"[0, 0, 0]",1,,True,There are four triangles.,"[0, 1]",,1,6694,,36,1,,undefined,"[2, 0, 4]",1,"[7, 8, 0]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",True,Some of the symbols are ticks.,Some of the symbols are stars.,"[7, 9, 5]",1,22.494183333333332,True,1766,"[0, 0, 0]",1,,True,Some of the symbols are circles.,"[0, 1]",,1,4986,,36,1,,undefined,"[6, 2, 7]",1,"[2, 9, 8]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,Some of the symbols are notes.,All of the symbols are hearts.,"[0, 8, 5]",1,22.494183333333332,False,1885,"[0, 0, 0]",1,,False,All of the symbols are diamonds.,"[1, 0]",,1,5118,,36,1,,undefined,"[4, 6, 2]",0,"[8, 3, 6]","[0, 0, 0]",0,filler,alternative,
3,"[0, 1]",True,Some of the symbols are diamonds.,3 + 8 = ?,"[8, 5, 3]",1,22.494183333333332,True,1395,"[4, 0, 0]",1,,True,5 + 3 = ?,"[0, 1]",,1,4702,,36,1,,undefined,"[11, 3, 8]",1,"[0, 9, 8]","[6, 0, 0]",0,response,alternative,
1,"[1, 0]",False,There are four circles.,There are four spades.,"[8, 1, 4]",0,22.494183333333332,False,1695,"[0, 0, 0]",1,,True,There are four notes.,"[0, 1]",,1,5198,,36,1,,undefined,"[3, 0, 6]",1,"[7, 2, 1]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",False,Some of the symbols are squares.,Some of the symbols are clubs.,"[2, 4, 3]",0,22.494183333333332,False,1503,"[0, 0, 0]",1,,False,Some of the symbols are ticks.,"[1, 0]",,1,4858,,36,1,,undefined,"[1, 5, 7]",0,"[5, 4, 9]","[0, 0, 0]",0,response,alternative,
,,,,,,,9.35745,,,,,,,,,"[0, 'Sarah']",,,1,37,,Sarah,undefined,,,,,,,,bot_check
1,"[1, 0]",True,Some of the symbols are triangles.,Some of the symbols are hearts.,"[1, 5, 3]",0,9.35745,True,4423,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,0,11188,,37,1,,undefined,"[4, 7, 2]",0,"[9, 1, 7]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,There is a note.,There is a circle and a heart.,"[6, 2, 3]",1,9.35745,True,2271,"[0, 0, 0]",1,,True,There is a star and a tick.,"[0, 1]",,1,5624,,37,0,,undefined,"[7, 4, 1]",1,"[8, 7, 5]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",True,Some of the symbols are ticks.,9 + 9 = ?,"[9, 6, 3]",0,9.35745,True,1840,"[7, 0, 0]",0,,True,6 + 3 = ?,"[1, 0]",,0,9944,,37,1,,undefined,"[18, 9, 9]",0,"[2, 0, 3]","[9, 0, 0]",0,filler,alternative,
3,"[0, 1]",False,Some of the symbols are spades.,2 + 3 = ?,"[7, 5, 2]",1,9.35745,False,1575,"[8, 0, 0]",1,,False,5 + 2 = ?,"[1, 0]",,0,6167,,37,1,,undefined,"[5, 2, 3]",0,"[3, 7, 9]","[4, 0, 0]",0,filler,alternative,
1,"[0, 1]",True,There are four circles.,There are four notes.,"[1, 6, 0]",1,9.35745,True,1262,"[0, 0, 0]",1,,True,There are four clubs.,"[0, 1]",,1,5496,,37,1,,undefined,"[8, 6, 2]",1,"[7, 9, 4]","[0, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,There is a diamond.,There is a club and a diamond.,"[5, 2, 1]",0,9.35745,True,1824,"[0, 0, 0]",0,,True,There is a square and a tick.,"[1, 0]",,0,7256,,37,0,,undefined,"[1, 0, 2]",0,"[0, 2, 5]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",False,There is a circle.,8 + 6 = ?,"[8, 4, 4]",1,9.35745,False,1311,"[5, 0, 0]",1,,True,4 + 4 = ?,"[0, 1]",,0,6391,,37,1,,undefined,"[14, 8, 6]",1,"[7, 9, 6]","[1, 0, 0]",2,filler,alternative,
1,"[0, 1]",True,Some of the symbols are triangles.,Some of the symbols are stars.,"[7, 0, 5]",1,9.35745,True,1527,"[0, 0, 0]",0,,True,Some of the symbols are circles.,"[1, 0]",,1,6536,,37,1,,undefined,"[6, 1, 8]",0,"[9, 8, 4]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,Some of the symbols are clubs.,Some of the symbols are spades.,"[1, 9, 5]",1,9.35745,True,1767,"[0, 0, 0]",0,,True,Some of the symbols are clubs.,"[1, 0]",,1,5608,,37,1,,undefined,"[3, 6, 9]",0,"[1, 4, 8]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There is a diamond.,There is a note.,"[8, 1, 2]",1,9.35745,True,1200,"[0, 0, 0]",0,,True,There is a note.,"[1, 0]",,1,4472,,37,0,,undefined,"[8, 4, 5]",0,"[0, 5, 4]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",True,Some of the symbols are diamonds.,6 + 4 = ?,"[10, 7, 3]",1,9.35745,True,1262,"[1, 0, 0]",0,,True,7 + 3 = ?,"[1, 0]",,1,3959,,37,0,,undefined,"[10, 6, 4]",0,"[0, 5, 8]","[5, 0, 0]",0,response,alternative,
3,"[0, 1]",True,There is a heart.,4 + 8 = ?,"[10, 9, 1]",1,9.35745,False,2126,"[6, 0, 0]",0,,False,9 + 1 = ?,"[0, 1]",,1,5079,,37,0,,undefined,"[12, 4, 8]",1,"[4, 2, 3]","[0, 0, 0]",2,response,alternative,
0,"[0, 1]",True,There are four ticks.,There are four diamonds.,"[0, 1, 2]",1,9.35745,True,1144,"[0, 0, 0]",0,,True,There are four diamonds.,"[1, 0]",,1,5233,,37,1,,undefined,"[0, 2, 6]",0,"[2, 6, 4]","[0, 0, 0]",1,filler,alternative,
1,"[0, 1]",True,There are four squares.,There are four clubs.,"[6, 3, 7]",1,9.35745,True,1030,"[0, 0, 0]",1,,True,There are four stars.,"[0, 1]",,1,3175,,37,1,,undefined,"[1, 6, 9]",1,"[5, 2, 6]","[0, 0, 0]",1,filler,alternative,
2,"[0, 1]",True,Some of the symbols are clubs.,All of the symbols are stars.,"[4, 9, 6]",1,9.35745,True,1895,"[0, 0, 0]",0,,True,All of the symbols are hearts.,"[1, 0]",,1,4848,,37,1,,undefined,"[6, 0, 5]",0,"[1, 6, 4]","[0, 0, 0]",0,filler,alternative,
2,"[0, 1]",True,There are four hearts.,There are six triangles.,"[5, 3, 9]",1,9.35745,True,1335,"[0, 0, 0]",1,,True,There are six squares.,"[0, 1]",,1,3560,,37,1,,undefined,"[9, 5, 3]",1,"[4, 3, 2]","[0, 0, 0]",1,filler,alternative,
1,"[1, 0]",True,There is a spade.,There is a heart.,"[7, 8, 1]",0,9.35745,True,3847,"[0, 0, 0]",0,,True,There is a circle.,"[1, 0]",,0,7968,,37,0,,undefined,"[4, 3, 9]",0,"[3, 2, 8]","[0, 0, 0]",2,response,alternative,
3,"[1, 0]",False,There is a heart.,3 + 4 = ?,"[9, 4, 5]",0,9.35745,False,1255,"[8, 0, 0]",0,,False,4 + 5 = ?,"[0, 1]",,1,5240,,37,0,,undefined,"[7, 3, 4]",1,"[4, 8, 3]","[8, 0, 0]",2,response,alternative,
1,"[1, 0]",True,There are four ticks.,There are four clubs.,"[5, 1, 6]",0,9.35745,True,1039,"[0, 0, 0]",0,,True,There are four squares.,"[1, 0]",,0,3704,,37,1,,undefined,"[1, 2, 0]",0,"[2, 1, 7]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There are four notes.,There are four triangles.,"[4, 5, 1]",1,9.35745,True,1216,"[0, 0, 0]",1,,True,There are four hearts.,"[0, 1]",,1,3992,,37,1,,undefined,"[9, 5, 7]",1,"[8, 2, 1]","[0, 0, 0]",1,filler,alternative,
3,"[1, 0]",False,Some of the symbols are diamonds.,5 + 0 = ?,"[2, 1, 1]",0,9.35745,False,1838,"[7, 0, 0]",0,,True,1 + 1 = ?,"[1, 0]",,1,4327,,37,1,,undefined,"[5, 5, 0]",0,"[0, 9, 2]","[1, 0, 0]",0,filler,alternative,
1,"[0, 1]",True,There are four notes.,There are four notes.,"[2, 6, 7]",1,9.35745,True,1463,"[0, 0, 0]",0,,True,There are four ticks.,"[1, 0]",,1,3712,,37,0,,undefined,"[8, 6, 5]",0,"[8, 6, 5]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",True,There is a spade.,There is a star.,"[4, 3, 1]",1,9.35745,True,1191,"[0, 0, 0]",1,,True,There is a heart.,"[0, 1]",,1,4648,,37,0,,undefined,"[6, 9, 7]",1,"[3, 2, 0]","[0, 0, 0]",2,response,alternative,
2,"[1, 0]",True,There is a tick.,There is a spade and a heart.,"[9, 8, 5]",0,9.35745,True,1151,"[0, 0, 0]",1,,True,There is a triangle and a note.,"[0, 1]",,0,4208,,37,0,,undefined,"[3, 4, 2]",1,"[2, 5, 0]","[0, 0, 0]",2,response,alternative,
1,"[1, 0]",True,There is a diamond.,There is a club.,"[9, 3, 4]",0,9.35745,True,1240,"[0, 0, 0]",1,,True,There is a triangle.,"[0, 1]",,0,3520,,37,1,,undefined,"[1, 0, 3]",1,"[0, 2, 6]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,Some of the symbols are stars.,All of the symbols are diamonds.,"[9, 3, 2]",0,9.35745,True,1288,"[0, 0, 0]",0,,True,All of the symbols are triangles.,"[1, 0]",,0,3960,,37,1,,undefined,"[0, 3, 6]",0,"[6, 7, 2]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",False,There are four notes.,5 + 3 = ?,"[12, 5, 7]",0,9.35745,False,1126,"[1, 0, 0]",0,,True,5 + 7 = ?,"[1, 0]",,1,4591,,37,1,,undefined,"[8, 5, 3]",0,"[8, 2, 7]","[3, 0, 0]",1,filler,alternative,
2,"[1, 0]",True,There are four ticks.,There are six stars.,"[0, 9, 5]",0,9.35745,True,1590,"[0, 0, 0]",0,,True,There are six diamonds.,"[1, 0]",,0,4023,,37,0,,undefined,"[6, 8, 3]",0,"[2, 8, 3]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,There is a diamond.,There is a note.,"[7, 9, 5]",0,9.35745,True,1782,"[0, 0, 0]",0,,True,There is a circle.,"[1, 0]",,0,4375,,37,1,,undefined,"[8, 4, 0]",0,"[0, 4, 9]","[0, 0, 0]",2,filler,alternative,
2,"[1, 0]",True,Some of the symbols are stars.,All of the symbols are spades.,"[8, 6, 1]",0,9.35745,True,2399,"[0, 0, 0]",0,,True,All of the symbols are notes.,"[1, 0]",,0,5216,,37,1,,undefined,"[3, 7, 8]",0,"[6, 1, 7]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,There are four clubs.,There are six circles.,"[2, 1, 7]",1,9.35745,True,1383,"[0, 0, 0]",1,,True,There are six ticks.,"[0, 1]",,1,3720,,37,0,,undefined,"[7, 5, 0]",1,"[1, 5, 3]","[0, 0, 0]",1,response,alternative,
0,"[1, 0]",True,There are four squares.,There are four clubs.,"[5, 3, 7]",0,9.35745,True,1207,"[0, 0, 0]",1,,True,There are four squares.,"[0, 1]",,0,3352,,37,1,,undefined,"[1, 3, 9]",1,"[5, 1, 8]","[0, 0, 0]",1,filler,alternative,
3,"[0, 1]",True,There are four diamonds.,0 + 3 = ?,"[9, 2, 7]",1,9.35745,False,1055,"[1, 0, 0]",0,,False,2 + 7 = ?,"[0, 1]",,1,4648,,37,1,,undefined,"[3, 0, 3]",1,"[0, 4, 3]","[6, 0, 0]",1,filler,alternative,
0,"[0, 1]",True,Some of the symbols are notes.,Some of the symbols are diamonds.,"[8, 4, 5]",1,9.35745,True,1231,"[0, 0, 0]",0,,True,Some of the symbols are notes.,"[1, 0]",,1,4839,,37,0,,undefined,"[0, 7, 1]",0,"[8, 6, 9]","[0, 0, 0]",0,response,alternative,
0,"[1, 0]",True,Some of the symbols are stars.,Some of the symbols are hearts.,"[0, 4, 5]",0,9.35745,True,1134,"[0, 0, 0]",1,,True,Some of the symbols are diamonds.,"[0, 1]",,0,3552,,37,0,,undefined,"[4, 1, 9]",1,"[6, 9, 7]","[0, 0, 0]",0,response,alternative,
0,"[1, 0]",True,There is a tick.,There is a square.,"[2, 5, 6]",0,9.35745,True,1207,"[0, 0, 0]",0,,True,There is a tick.,"[1, 0]",,0,3464,,37,1,,undefined,"[5, 4, 7]",0,"[2, 9, 6]","[0, 0, 0]",2,filler,alternative,
0,"[0, 1]",True,There are four circles.,There are four notes.,"[7, 6, 1]",1,9.35745,True,919,"[0, 0, 0]",1,,True,There are four circles.,"[0, 1]",,1,3071,,37,0,,undefined,"[8, 7, 5]",1,"[7, 2, 1]","[0, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There are four ticks.,There are six hearts.,"[1, 8, 5]",0,9.35745,True,1030,"[0, 0, 0]",1,,True,There are six clubs.,"[0, 1]",,0,2984,,37,1,,undefined,"[4, 2, 5]",1,"[2, 7, 5]","[0, 0, 0]",1,filler,alternative,
3,"[0, 1]",False,There is a heart.,1 + 2 = ?,"[6, 0, 6]",1,9.35745,False,1942,"[2, 0, 0]",1,,False,0 + 6 = ?,"[1, 0]",,0,4336,,37,1,,undefined,"[3, 1, 2]",0,"[4, 1, 9]","[0, 0, 0]",2,filler,alternative,
0,"[1, 0]",True,There are four stars.,There are four spades.,"[4, 2, 1]",0,9.35745,True,1127,"[0, 0, 0]",1,,True,There are four hearts.,"[0, 1]",,0,3536,,37,1,,undefined,"[3, 4, 6]",1,"[6, 4, 7]","[0, 0, 0]",1,filler,alternative,
0,"[1, 0]",True,There is a note.,There is a spade.,"[2, 3, 5]",0,9.35745,True,1119,"[0, 0, 0]",0,,True,There is a tick.,"[1, 0]",,0,3976,,37,0,,undefined,"[3, 6, 2]",0,"[8, 5, 0]","[0, 0, 0]",2,response,alternative,
3,"[0, 1]",True,There is a diamond.,3 + 4 = ?,"[17, 8, 9]",1,9.35745,True,1175,"[3, 0, 0]",0,,True,8 + 9 = ?,"[1, 0]",,1,4008,,37,1,,undefined,"[7, 3, 4]",0,"[0, 7, 2]","[1, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,Some of the symbols are diamonds.,All of the symbols are diamonds.,"[0, 4, 8]",1,9.35745,True,1607,"[0, 0, 0]",1,,True,All of the symbols are diamonds.,"[0, 1]",,1,4408,,37,1,,undefined,"[0, 6, 4]",1,"[0, 5, 7]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",True,There are four circles.,2 + 1 = ?,"[16, 8, 8]",0,9.35745,False,1383,"[5, 0, 0]",1,,False,8 + 8 = ?,"[1, 0]",,0,3863,,37,0,,undefined,"[3, 2, 1]",0,"[7, 2, 3]","[4, 0, 0]",1,response,alternative,
1,"[0, 1]",True,Some of the symbols are hearts.,Some of the symbols are squares.,"[3, 1, 2]",1,9.35745,True,1327,"[0, 0, 0]",0,,True,Some of the symbols are spades.,"[1, 0]",,1,4904,,37,1,,undefined,"[5, 6, 1]",0,"[4, 9, 0]","[0, 0, 0]",0,filler,alternative,
1,"[1, 0]",True,Some of the symbols are clubs.,Some of the symbols are clubs.,"[0, 7, 5]",0,9.35745,True,1622,"[0, 0, 0]",0,,True,Some of the symbols are diamonds.,"[1, 0]",,0,4896,,37,0,,undefined,"[1, 9, 3]",0,"[1, 8, 0]","[0, 0, 0]",0,response,alternative,
3,"[1, 0]",False,There are four spades.,9 + 2 = ?,"[11, 5, 6]",0,9.35745,False,1398,"[2, 0, 0]",0,,False,5 + 6 = ?,"[0, 1]",,1,3952,,37,0,,undefined,"[11, 9, 2]",1,"[3, 5, 6]","[1, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There is a circle.,There is a star and a diamond.,"[7, 0, 9]",0,9.35745,True,1350,"[0, 0, 0]",1,,True,There is a circle and a diamond.,"[0, 1]",,0,3791,,37,1,,undefined,"[6, 0, 8]",1,"[7, 1, 3]","[0, 0, 0]",2,filler,alternative,
2,"[0, 1]",True,There are four hearts.,There are six diamonds.,"[9, 5, 8]",1,9.35745,True,1543,"[0, 0, 0]",0,,True,There are six triangles.,"[1, 0]",,1,3712,,37,1,,undefined,"[0, 7, 1]",0,"[4, 5, 3]","[0, 0, 0]",1,response,alternative,
1,"[0, 1]",True,There is a diamond.,There is a note.,"[7, 0, 1]",1,9.35745,True,1854,"[0, 0, 0]",0,,True,There is a circle.,"[1, 0]",,1,3984,,37,1,,undefined,"[8, 0, 5]",0,"[0, 9, 3]","[0, 0, 0]",2,filler,alternative,
0,"[1, 0]",True,There is a heart.,There is a diamond.,"[0, 2, 8]",0,9.35745,True,1158,"[0, 0, 0]",0,,True,There is a diamond.,"[1, 0]",,0,4023,,37,1,,undefined,"[0, 3, 1]",0,"[4, 1, 9]","[0, 0, 0]",2,filler,alternative,
1,"[0, 1]",True,Some of the symbols are hearts.,Some of the symbols are hearts.,"[7, 3, 9]",1,9.35745,True,1247,"[0, 0, 0]",1,,True,Some of the symbols are circles.,"[0, 1]",,1,4849,,37,1,,undefined,"[4, 9, 8]",1,"[4, 2, 3]","[0, 0, 0]",0,filler,alternative,
0,"[0, 1]",True,There are four clubs.,There are four triangles.,"[6, 4, 1]",1,9.35745,True,959,"[0, 0, 0]",1,,True,There are four stars.,"[0, 1]",,1,3408,,37,0,,undefined,"[9, 5, 1]",1,"[1, 9, 8]","[0, 0, 0]",1,response,alternative,
2,"[1, 0]",True,There are four hearts.,There are six diamonds.,"[1, 2, 3]",0,9.35745,True,2215,"[0, 0, 0]",1,,True,There are six clubs.,"[0, 1]",,0,4159,,37,1,,undefined,"[0, 9, 4]",1,"[4, 3, 0]","[0, 0, 0]",1,response,alternative,
0,"[0, 1]",True,Some of the symbols are stars.,Some of the symbols are stars.,"[9, 1, 8]",1,9.35745,True,1360,"[0, 0, 0]",0,,True,Some of the symbols are triangles.,"[1, 0]",,1,3984,,37,0,,undefined,"[6, 3, 7]",0,"[6, 9, 1]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,There are four clubs.,There are six stars.,"[6, 4, 1]",1,9.35745,True,1159,"[0, 0, 0]",0,,True,There are six stars.,"[1, 0]",,1,3431,,37,1,,undefined,"[6, 0, 5]",0,"[1, 5, 9]","[0, 0, 0]",1,filler,alternative,
1,"[0, 1]",True,Some of the symbols are spades.,Some of the symbols are clubs.,"[2, 6, 4]",1,9.35745,False,1334,"[0, 0, 0]",0,,False,Some of the symbols are ticks.,"[0, 1]",,1,4208,,37,1,,undefined,"[1, 7, 5]",1,"[3, 7, 1]","[0, 0, 0]",0,filler,alternative,
3,"[1, 0]",False,There are four triangles.,5 + 7 = ?,"[7, 3, 4]",0,9.35745,False,1046,"[2, 0, 0]",0,,False,3 + 4 = ?,"[0, 1]",,1,3328,,37,1,,undefined,"[12, 5, 7]",1,"[9, 4, 5]","[2, 0, 0]",1,filler,alternative,
3,"[1, 0]",True,Some of the symbols are spades.,2 + 6 = ?,"[3, 2, 1]",0,9.35745,True,2246,"[4, 0, 0]",1,,True,2 + 1 = ?,"[0, 1]",,0,5864,,37,1,,undefined,"[8, 2, 6]",1,"[3, 5, 7]","[8, 0, 0]",0,filler,alternative,
1,"[0, 1]",True,Some of the symbols are ticks.,Some of the symbols are stars.,"[5, 9, 7]",1,9.35745,True,1375,"[0, 0, 0]",1,,True,Some of the symbols are squares.,"[0, 1]",,1,4152,,37,1,,undefined,"[6, 7, 8]",1,"[2, 3, 7]","[0, 0, 0]",0,response,alternative,
2,"[0, 1]",True,Some of the symbols are spades.,All of the symbols are squares.,"[8, 4, 6]",1,9.35745,True,1831,"[0, 0, 0]",0,,True,All of the symbols are notes.,"[1, 0]",,1,4424,,37,1,,undefined,"[5, 9, 1]",0,"[3, 6, 1]","[0, 0, 0]",0,response,alternative,
