slide_type,block_rt,workerid,response_rt,primeOShuffle,pTSentence,primeType,responseSymbols,btwncondition,trial_type,correctPOChoice,pTChoice,pOChoice,goodPTChoice,response,Answer.time_in_minutes,responseChoice,primeStrength,primeTShuffle,slide_number,pOSentence,pTwrongAnswer,pOwrongAnswer,audio,correctPChoices,responseSentence,pTSymbols,correctPTChoice,image,goodPOChoice,Answer.condition,pOSymbols
,609,35,237,"[1, 0]",There is a star and a spade.,2,"[9, 4, 5]",alternative,filler,False,1,1,0,,14.27705,1,2,"[1, 0]",,There is a square and a circle.,"[0, 0, 0]","[0, 0, 0]",,False,There is a triangle.,"[6, 3, 2]",False,,0,undefined,"[5, 7, 2]"
,812,35,438,"[0, 1]",5 + 9 = ?,0,"[1, 5, 9]",alternative,filler,True,1,1,1,,14.27705,1,3,"[0, 1]",,8 + 4 = ?,"[3, 0, 0]","[3, 0, 0]",,True,Some of the symbols are clubs.,"[14, 5, 9]",True,,1,undefined,"[12, 8, 4]"
,826,35,227,"[0, 1]",Some of the symbols are diamonds.,0,"[5, 3, 0]",alternative,filler,True,1,1,0,,14.27705,1,0,"[1, 0]",,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are squares.,"[0, 1, 6]",False,,1,undefined,"[9, 8, 2]"
,611,35,206,"[1, 0]",Some of the symbols are hearts.,0,"[8, 5, 3]",alternative,filler,False,1,1,1,,14.27705,1,0,"[0, 1]",,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are notes.,"[4, 2, 8]",True,,0,undefined,"[6, 5, 0]"
,652,35,226,"[0, 1]",7 + 9 = ?,1,"[8, 7, 0]",alternative,filler,True,1,1,1,,14.27705,1,3,"[0, 1]",,8 + 3 = ?,"[4, 0, 0]","[1, 0, 0]",,True,There are four notes.,"[16, 7, 9]",True,,1,undefined,"[11, 8, 3]"
,613,35,198,"[0, 1]",Some of the symbols are clubs.,0,"[8, 3, 7]",alternative,filler,True,1,1,1,,14.27705,1,1,"[0, 1]",,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are notes.,"[1, 2, 5]",True,,1,undefined,"[0, 9, 7]"
,593,35,198,"[1, 0]",There are six notes.,1,"[2, 9, 5]",alternative,response,False,1,1,1,,14.27705,1,2,"[0, 1]",,There are six stars.,"[0, 0, 0]","[0, 0, 0]",,False,There are four ticks.,"[8, 0, 1]",True,,0,undefined,"[6, 2, 0]"
,1015,35,555,"[1, 0]",Some of the symbols are circles.,0,"[4, 1, 3]",alternative,response,False,1,1,1,,14.27705,1,1,"[0, 1]",,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are hearts.,"[7, 9, 5]",True,,0,undefined,"[5, 0, 7]"
,1001,35,197,"[0, 1]",Some of the symbols are diamonds.,0,"[8, 1, 3]",alternative,response,True,1,1,0,,14.27705,1,0,"[1, 0]",,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are notes.,"[0, 9, 8]",False,,1,undefined,"[4, 6, 9]"
,579,35,174,"[1, 0]",There are four stars.,1,"[8, 3, 4]",alternative,response,False,1,1,1,,14.27705,1,1,"[0, 1]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,False,There are four notes.,"[6, 8, 2]",True,,0,undefined,"[6, 8, 2]"
,609,35,237,"[1, 0]",There is a star.,2,"[3, 0, 4]",alternative,filler,False,1,1,1,,14.27705,1,1,"[0, 1]",,There is a note.,"[0, 0, 0]","[0, 0, 0]",,False,There is a spade.,"[6, 9, 0]",True,,0,undefined,"[8, 5, 3]"
,956,35,374,"[1, 0]",There is a heart.,2,"[8, 0, 1]",alternative,filler,False,1,1,1,,14.27705,1,1,"[0, 1]",,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",,False,There is a note.,"[4, 8, 1]",True,,0,undefined,"[0, 3, 4]"
,561,35,208,"[1, 0]",8 + 8 = ?,2,"[5, 0, 9]",alternative,response,False,1,1,1,,14.27705,1,3,"[0, 1]",,8 + 7 = ?,"[5, 0, 0]","[1, 0, 0]",,False,There is a square.,"[16, 8, 8]",True,,0,undefined,"[15, 8, 7]"
,791,35,196,"[0, 1]",0 + 0 = ?,2,"[7, 9, 1]",alternative,response,True,1,1,1,,14.27705,1,3,"[0, 1]",,7 + 2 = ?,"[6, 0, 0]","[8, 0, 0]",,True,There is a circle.,"[0, 0, 0]",True,,1,undefined,"[9, 7, 2]"
,650,35,242,"[0, 1]",There is a square.,2,"[0, 4, 2]",alternative,response,True,1,1,1,,14.27705,1,1,"[0, 1]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,True,There is a diamond.,"[5, 1, 2]",True,,1,undefined,"[1, 8, 6]"
,607,35,239,"[1, 0]",There is a square.,2,"[5, 6, 3]",alternative,response,False,1,1,0,,14.27705,1,0,"[1, 0]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,False,There is a square.,"[5, 6, 2]",False,,0,undefined,"[1, 6, 0]"
,1447,35,591,"[1, 0]",There is a tick.,2,"[2, 4, 0]",alternative,filler,False,1,1,1,,14.27705,1,1,"[0, 1]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,False,There is a tick.,"[2, 1, 6]",True,,0,undefined,"[1, 5, 4]"
,600,35,176,"[1, 0]",5 + 2 = ?,1,"[5, 1, 4]",alternative,response,False,1,1,1,,14.27705,1,3,"[0, 1]",,0 + 6 = ?,"[4, 0, 0]","[1, 0, 0]",,False,There are four squares.,"[7, 5, 2]",True,,0,undefined,"[6, 0, 6]"
,681,35,203,"[0, 1]",There are six stars.,1,"[3, 5, 0]",alternative,filler,True,1,1,1,,14.27705,1,2,"[0, 1]",,There are six diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,There are four spades.,"[6, 0, 4]",True,,1,undefined,"[0, 4, 7]"
,1222,35,190,"[1, 0]",Some of the symbols are hearts.,0,"[9, 8, 4]",alternative,response,False,1,1,0,,14.27705,1,1,"[1, 0]",,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are triangles.,"[4, 9, 5]",False,,0,undefined,"[5, 2, 4]"
,905,35,485,"[1, 0]",All of the symbols are circles.,0,"[0, 9, 5]",alternative,response,False,1,1,0,,14.27705,1,2,"[1, 0]",,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are diamonds.,"[7, 1, 8]",False,,0,undefined,"[3, 9, 6]"
,1253,35,892,"[0, 1]",There is a circle.,2,"[5, 9, 0]",alternative,filler,True,1,1,1,,14.27705,1,0,"[0, 1]",,There is a diamond.,"[0, 0, 0]","[0, 0, 0]",,True,There is a square.,"[7, 2, 3]",True,,1,undefined,"[0, 3, 2]"
,823,35,198,"[1, 0]",Some of the symbols are notes.,0,"[8, 4, 6]",alternative,filler,False,1,1,0,,14.27705,1,1,"[1, 0]",,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are notes.,"[8, 3, 0]",False,,0,undefined,"[8, 0, 2]"
,832,35,237,"[1, 0]",There are four notes.,1,"[7, 8, 4]",alternative,filler,False,1,1,0,,14.27705,1,1,"[1, 0]",,There are four squares.,"[0, 0, 0]","[0, 0, 0]",,False,There are four circles.,"[8, 2, 9]",False,,0,undefined,"[5, 9, 0]"
,542,35,166,"[0, 1]",There are four stars.,1,"[9, 7, 3]",alternative,response,True,1,1,1,,14.27705,1,0,"[0, 1]",,There are four clubs.,"[0, 0, 0]","[0, 0, 0]",,True,There are four triangles.,"[6, 2, 7]",True,,1,undefined,"[1, 6, 0]"
,988,35,185,"[1, 0]",There is a club and a triangle.,2,"[9, 2, 7]",alternative,filler,False,1,1,1,,14.27705,1,2,"[0, 1]",,There is a spade and a tick.,"[0, 0, 0]","[0, 0, 0]",,False,There is a triangle.,"[1, 9, 5]",True,,0,undefined,"[3, 2, 5]"
,677,35,269,"[1, 0]",0 + 3 = ?,0,"[4, 0, 9]",alternative,response,False,1,1,0,,14.27705,1,3,"[1, 0]",,8 + 9 = ?,"[5, 0, 0]","[1, 0, 0]",,False,Some of the symbols are hearts.,"[3, 0, 3]",False,,0,undefined,"[17, 8, 9]"
,857,35,394,"[0, 1]",1 + 7 = ?,1,"[7, 9, 3]",alternative,filler,True,1,1,0,,14.27705,1,3,"[1, 0]",,9 + 9 = ?,"[1, 0, 0]","[9, 0, 0]",,False,There are four circles.,"[8, 1, 7]",False,,1,undefined,"[18, 9, 9]"
,948,35,133,"[0, 1]",Some of the symbols are circles.,0,"[8, 0, 2]",alternative,response,True,1,1,0,,14.27705,1,1,"[1, 0]",,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are notes.,"[7, 2, 5]",False,,1,undefined,"[7, 8, 1]"
,672,35,167,"[1, 0]",Some of the symbols are notes.,0,"[4, 2, 8]",alternative,response,False,1,1,1,,14.27705,1,0,"[0, 1]",,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are hearts.,"[8, 3, 5]",True,,0,undefined,"[8, 6, 1]"
,1034,35,229,"[0, 1]",1 + 0 = ?,0,"[5, 9, 6]",alternative,response,True,1,1,1,,14.27705,1,3,"[0, 1]",,3 + 6 = ?,"[3, 0, 0]","[7, 0, 0]",,True,Some of the symbols are squares.,"[1, 1, 0]",True,,1,undefined,"[9, 3, 6]"
,1043,35,212,"[0, 1]",There is a triangle.,2,"[7, 1, 9]",alternative,filler,True,1,1,0,,14.27705,1,0,"[1, 0]",,There is a note.,"[0, 0, 0]","[0, 0, 0]",,False,There is a circle.,"[9, 5, 2]",False,,1,undefined,"[8, 2, 1]"
,627,35,199,"[1, 0]",There is a star and a circle.,2,"[0, 2, 1]",alternative,filler,False,1,1,1,,14.27705,1,2,"[0, 1]",,There is a square and a club.,"[0, 0, 0]","[0, 0, 0]",,False,There is a diamond.,"[6, 7, 2]",True,,0,undefined,"[5, 1, 9]"
,797,35,204,"[0, 1]",There are four clubs.,1,"[9, 8, 4]",alternative,filler,True,1,1,0,,14.27705,1,0,"[1, 0]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,False,There are four triangles.,"[1, 4, 0]",False,,1,undefined,"[6, 3, 9]"
,1021,35,223,"[1, 0]",1 + 3 = ?,2,"[9, 1, 7]",alternative,filler,False,1,1,0,,14.27705,1,3,"[1, 0]",,3 + 7 = ?,"[2, 0, 0]","[3, 0, 0]",,False,There is a triangle.,"[4, 1, 3]",False,,0,undefined,"[10, 3, 7]"
,576,35,184,"[0, 1]",Some of the symbols are hearts.,0,"[1, 6, 7]",alternative,response,True,1,1,1,,14.27705,1,0,"[0, 1]",,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are clubs.,"[4, 9, 8]",True,,1,undefined,"[8, 5, 2]"
,815,35,234,"[0, 1]",There is a triangle.,2,"[9, 5, 0]",alternative,response,True,1,1,1,,14.27705,1,1,"[0, 1]",,There is a spade.,"[0, 0, 0]","[0, 0, 0]",,True,There is a triangle.,"[9, 3, 8]",True,,1,undefined,"[3, 2, 8]"
,1219,35,187,"[1, 0]",7 + 0 = ?,0,"[9, 0, 4]",alternative,response,False,1,1,0,,14.27705,1,3,"[1, 0]",,5 + 5 = ?,"[1, 0, 0]","[7, 0, 0]",,False,Some of the symbols are triangles.,"[7, 7, 0]",False,,0,undefined,"[10, 5, 5]"
,605,35,205,"[1, 0]",There is a star.,2,"[4, 5, 0]",alternative,response,False,1,1,0,,14.27705,1,0,"[1, 0]",,There is a square.,"[0, 0, 0]","[0, 0, 0]",,False,There is a heart.,"[6, 9, 8]",False,,0,undefined,"[5, 1, 4]"
,1107,35,248,"[1, 0]",1 + 6 = ?,0,"[1, 5, 6]",alternative,filler,False,1,1,0,,14.27705,1,3,"[1, 0]",,2 + 4 = ?,"[7, 0, 0]","[2, 0, 0]",,False,Some of the symbols are clubs.,"[7, 1, 6]",False,,0,undefined,"[6, 2, 4]"
,596,35,216,"[0, 1]",There are four hearts.,1,"[5, 9, 4]",alternative,filler,True,1,1,0,,14.27705,1,1,"[1, 0]",,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",,False,There are four squares.,"[4, 0, 5]",False,,1,undefined,"[9, 3, 0]"
,656,35,230,"[1, 0]",There are six triangles.,1,"[0, 1, 4]",alternative,filler,False,1,1,1,,14.27705,1,2,"[0, 1]",,There are six spades.,"[0, 0, 0]","[0, 0, 0]",,False,There are four diamonds.,"[9, 7, 0]",True,,0,undefined,"[3, 2, 9]"
,557,35,187,"[0, 1]",0 + 7 = ?,2,"[8, 4, 2]",alternative,filler,True,1,1,1,,14.27705,1,3,"[0, 1]",,9 + 0 = ?,"[7, 0, 0]","[4, 0, 0]",,True,There is a note.,"[7, 0, 7]",True,,1,undefined,"[9, 9, 0]"
,612,35,166,"[1, 0]",8 + 5 = ?,2,"[9, 2, 0]",alternative,filler,False,1,1,1,,14.27705,1,3,"[0, 1]",,2 + 7 = ?,"[2, 0, 0]","[2, 0, 0]",,False,There is a triangle.,"[13, 8, 5]",True,,0,undefined,"[9, 2, 7]"
,668,35,217,"[0, 1]",There is a club.,2,"[5, 8, 9]",alternative,filler,True,1,1,0,,14.27705,1,0,"[1, 0]",,There is a circle.,"[0, 0, 0]","[0, 0, 0]",,False,There is a square.,"[1, 9, 6]",False,,1,undefined,"[7, 3, 9]"
,604,35,212,"[1, 0]",There is a club and a heart.,2,"[2, 7, 8]",alternative,response,False,1,1,1,,14.27705,1,2,"[0, 1]",,There is a heart and a circle.,"[0, 0, 0]","[0, 0, 0]",,False,There is a tick.,"[1, 4, 5]",True,,0,undefined,"[4, 7, 8]"
,826,35,456,"[0, 1]",5 + 6 = ?,1,"[0, 7, 6]",alternative,filler,True,1,1,1,,14.27705,1,3,"[0, 1]",,4 + 8 = ?,"[8, 0, 0]","[4, 0, 0]",,True,There are four diamonds.,"[11, 5, 6]",True,,1,undefined,"[12, 4, 8]"
,579,35,156,"[1, 0]",All of the symbols are notes.,0,"[5, 7, 6]",alternative,filler,False,1,1,0,,14.27705,1,2,"[1, 0]",,All of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are squares.,"[8, 3, 5]",False,,0,undefined,"[0, 9, 8]"
,21009,35,20667,"[0, 1]",There is a star.,2,"[2, 1, 7]",alternative,filler,True,1,1,1,,14.27705,1,1,"[0, 1]",,There is a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a tick.,"[6, 3, 8]",True,,1,undefined,"[7, 6, 2]"
,797,35,400,"[0, 1]",There are four hearts.,1,"[0, 8, 3]",alternative,response,True,1,1,1,,14.27705,1,0,"[0, 1]",,There are four squares.,"[0, 0, 0]","[0, 0, 0]",,True,There are four diamonds.,"[4, 8, 2]",True,,1,undefined,"[5, 3, 6]"
,767,35,181,"[1, 0]",There is a spade.,2,"[5, 1, 7]",alternative,response,False,1,1,1,,14.27705,1,1,"[0, 1]",,There is a star.,"[0, 0, 0]","[0, 0, 0]",,False,There is a square.,"[3, 5, 4]",True,,0,undefined,"[6, 9, 1]"
,802,35,189,"[0, 1]",Some of the symbols are circles.,0,"[7, 3, 5]",alternative,response,True,1,1,0,,14.27705,1,0,"[1, 0]",,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are circles.,"[7, 4, 5]",False,,1,undefined,"[1, 9, 6]"
,764,35,145,"[0, 1]",5 + 9 = ?,2,"[8, 3, 1]",alternative,filler,True,1,1,1,,14.27705,1,3,"[0, 1]",,1 + 1 = ?,"[8, 0, 0]","[4, 0, 0]",,True,There is a note.,"[14, 5, 9]",True,,1,undefined,"[2, 1, 1]"
,815,35,187,"[1, 0]",All of the symbols are spades.,0,"[5, 2, 1]",alternative,filler,False,1,1,1,,14.27705,1,2,"[0, 1]",,All of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are squares.,"[3, 2, 7]",True,,0,undefined,"[4, 0, 5]"
,900,35,546,"[0, 1]",All of the symbols are diamonds.,0,"[9, 4, 7]",alternative,response,True,1,1,0,,14.27705,1,2,"[1, 0]",,All of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are triangles.,"[0, 5, 6]",False,,1,undefined,"[6, 4, 3]"
,578,35,206,"[1, 0]",There are four stars.,1,"[0, 4, 2]",alternative,response,False,1,1,1,,14.27705,1,1,"[0, 1]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,False,There are four diamonds.,"[6, 9, 0]",True,,0,undefined,"[6, 1, 0]"
,18829,35,197,"[0, 1]",7 + 3 = ?,2,"[7, 0, 4]",alternative,response,True,1,1,0,,14.27705,1,3,"[1, 0]",,9 + 7 = ?,"[0, 0, 0]","[9, 0, 0]",,False,There is a circle.,"[10, 7, 3]",False,,1,undefined,"[16, 9, 7]"
,498,35,166,"[1, 0]",There are six notes.,1,"[2, 3, 0]",alternative,filler,False,1,1,1,,14.27705,1,2,"[0, 1]",,There are six spades.,"[0, 0, 0]","[0, 0, 0]",,False,There are four ticks.,"[8, 6, 9]",True,,0,undefined,"[3, 4, 1]"
,738,35,207,"[0, 1]",There are four hearts.,1,"[9, 1, 7]",alternative,filler,True,1,1,0,,14.27705,1,0,"[1, 0]",,There are four spades.,"[0, 0, 0]","[0, 0, 0]",,False,There are four triangles.,"[4, 8, 9]",False,,1,undefined,"[3, 0, 1]"
,574,35,248,"[1, 0]",4 + 4 = ?,0,"[7, 0, 4]",alternative,response,False,1,1,1,,14.27705,1,3,"[0, 1]",,2 + 2 = ?,"[0, 0, 0]","[6, 0, 0]",,False,Some of the symbols are circles.,"[8, 4, 4]",True,,0,undefined,"[4, 2, 2]"
,538,35,218,"[0, 1]",There is a club.,2,"[0, 3, 6]",alternative,response,True,1,1,0,,14.27705,1,1,"[1, 0]",,There is a heart.,"[0, 0, 0]","[0, 0, 0]",,False,There is a diamond.,"[1, 8, 2]",False,,1,undefined,"[4, 7, 6]"
,561,35,208,"[0, 1]",Some of the symbols are ticks.,0,"[1, 4, 7]",alternative,response,True,1,1,0,,14.27705,1,1,"[1, 0]",,Some of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are clubs.,"[2, 5, 1]",False,,1,undefined,"[3, 5, 7]"
,737,35,193,"[1, 0]",All of the symbols are hearts.,0,"[2, 8, 6]",alternative,filler,False,1,1,0,,14.27705,1,2,"[1, 0]",,All of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are ticks.,"[4, 3, 6]",False,,0,undefined,"[7, 8, 6]"
,726,35,229,"[1, 0]",All of the symbols are diamonds.,0,"[6, 0, 5]",alternative,response,False,1,1,1,,14.27705,1,2,"[0, 1]",,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are stars.,"[0, 5, 4]",True,,0,undefined,"[5, 9, 6]"
,583,35,187,"[0, 1]",There are four triangles.,1,"[7, 9, 2]",alternative,filler,True,1,1,1,,14.27705,1,0,"[0, 1]",,There are four stars.,"[0, 0, 0]","[0, 0, 0]",,True,There are four circles.,"[9, 3, 8]",True,,1,undefined,"[6, 0, 2]"
,1049,35,266,"[1, 0]",There are six diamonds.,1,"[4, 9, 6]",alternative,filler,False,1,1,0,,14.27705,1,2,"[1, 0]",,There are six circles.,"[0, 0, 0]","[0, 0, 0]",,False,There are four hearts.,"[0, 1, 3]",False,,0,undefined,"[7, 0, 6]"
,759,35,198,"[0, 1]",3 + 7 = ?,0,"[6, 9, 5]",alternative,filler,True,1,1,0,,14.27705,1,3,"[1, 0]",,1 + 7 = ?,"[5, 0, 0]","[9, 0, 0]",,False,Some of the symbols are stars.,"[10, 3, 7]",False,,1,undefined,"[8, 1, 7]"
,1063,35,384,"[1, 0]",Some of the symbols are squares.,0,"[4, 2, 3]",alternative,filler,False,1,1,1,,14.27705,1,0,"[0, 1]",,Some of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are hearts.,"[5, 2, 3]",True,,0,undefined,"[1, 8, 9]"
,592,35,165,"[0, 1]",Some of the symbols are circles.,0,"[8, 5, 7]",alternative,filler,True,1,1,0,,14.27705,1,1,"[1, 0]",,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are notes.,"[7, 8, 4]",False,,1,undefined,"[6, 9, 4]"
,877,35,523,"[1, 0]",There is a circle.,2,"[1, 8, 6]",alternative,response,False,1,1,0,,14.27705,1,0,"[1, 0]",,There is a club.,"[0, 0, 0]","[0, 0, 0]",,False,There is a club.,"[7, 9, 2]",False,,0,undefined,"[1, 6, 2]"
,952,35,185,"[0, 1]",There are four squares.,1,"[6, 8, 2]",alternative,response,True,1,1,0,,14.27705,1,0,"[1, 0]",,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",,False,There are four stars.,"[5, 1, 8]",False,,1,undefined,"[0, 6, 4]"
,603,35,209,"[1, 0]",There are six triangles.,1,"[5, 8, 2]",alternative,response,False,1,1,0,,14.27705,1,2,"[1, 0]",,There are six notes.,"[0, 0, 0]","[0, 0, 0]",,False,There are four squares.,"[9, 8, 5]",False,,0,undefined,"[8, 5, 6]"
,543,35,184,"[1, 0]",There is a circle and a star.,2,"[5, 8, 1]",alternative,filler,False,1,1,1,,14.27705,1,2,"[0, 1]",,There is a star and a diamond.,"[0, 0, 0]","[0, 0, 0]",,False,There is a square.,"[7, 6, 2]",True,,0,undefined,"[6, 0, 4]"
,999,35,205,"[1, 0]",There is a heart and a club.,2,"[8, 6, 0]",alternative,response,False,1,1,0,,14.27705,1,2,"[1, 0]",,There is a club and a triangle.,"[0, 0, 0]","[0, 0, 0]",,False,There is a note.,"[4, 1, 0]",False,,0,undefined,"[1, 9, 2]"
,1187,35,222,"[0, 1]",There are four hearts.,1,"[8, 7, 4]",alternative,response,True,1,1,0,,14.27705,1,1,"[1, 0]",,There are four clubs.,"[0, 0, 0]","[0, 0, 0]",,False,There are four notes.,"[4, 5, 8]",False,,1,undefined,"[1, 4, 6]"
,860,35,426,"[1, 0]",There is a club and a diamond.,2,"[7, 9, 4]",alternative,response,False,1,1,0,,14.27705,1,2,"[1, 0]",,There is a circle and a tick.,"[0, 0, 0]","[0, 0, 0]",,False,There is a circle.,"[1, 0, 5]",False,,0,undefined,"[7, 2, 9]"
,828,35,218,"[0, 1]",There are six stars.,1,"[6, 0, 1]",alternative,response,True,1,1,1,,14.27705,1,2,"[0, 1]",,There are six circles.,"[0, 0, 0]","[0, 0, 0]",,True,There are four stars.,"[6, 4, 5]",True,,1,undefined,"[7, 4, 2]"
,587,35,233,"[0, 1]",Some of the symbols are triangles.,0,"[7, 0, 5]",alternative,filler,True,1,1,0,,14.27705,1,1,"[1, 0]",,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",,False,Some of the symbols are circles.,"[9, 5, 4]",False,,1,undefined,"[2, 8, 7]"
,775,35,395,"[0, 1]",There are six triangles.,1,"[3, 8, 9]",alternative,response,True,1,1,0,,14.27705,1,2,"[1, 0]",,There are six spades.,"[0, 0, 0]","[0, 0, 0]",,False,There are four spades.,"[9, 1, 4]",False,,1,undefined,"[3, 2, 6]"
,697,35,216,"[0, 1]",There is a club.,2,"[9, 7, 5]",alternative,response,True,1,1,1,,14.27705,1,0,"[0, 1]",,There is a square.,"[0, 0, 0]","[0, 0, 0]",,True,There is a triangle.,"[1, 6, 5]",True,,1,undefined,"[5, 1, 2]"
,2453,35,1339,"[0, 1]",There is a heart.,2,"[8, 3, 2]",alternative,filler,True,1,1,0,,14.27705,1,0,"[1, 0]",,There is a tick.,"[0, 0, 0]","[0, 0, 0]",,False,There is a note.,"[4, 5, 1]",False,,1,undefined,"[2, 4, 0]"
bot_check,,36,,,,,,,,,,,,"[0, 'Susan']",9.67785,,,,1,,,,,,,,,Susan,,undefined,
,18669,36,5884,"[1, 0]",There are six hearts.,1,"[5, 0, 6]",alternative,response,True,1,0,1,,9.67785,1,2,"[0, 1]",,There are six triangles.,"[0, 0, 0]","[0, 0, 0]",,True,There are four squares.,"[4, 7, 2]",True,,0,undefined,"[9, 8, 1]"
,7023,36,3118,"[0, 1]",8 + 7 = ?,1,"[4, 5, 0]",alternative,response,False,1,0,1,,9.67785,0,3,"[0, 1]",,0 + 3 = ?,"[3, 0, 0]","[1, 0, 0]",,False,There are four hearts.,"[15, 8, 7]",True,,1,undefined,"[3, 0, 3]"
,6914,36,2111,"[1, 0]",There is a circle and a star.,2,"[9, 1, 3]",alternative,filler,True,0,0,0,,9.67785,1,2,"[1, 0]",,There is a circle and a spade.,"[0, 0, 0]","[0, 0, 0]",,True,There is a triangle.,"[7, 6, 3]",True,,0,undefined,"[7, 3, 6]"
,8221,36,2382,"[1, 0]",Some of the symbols are clubs.,0,"[0, 6, 5]",alternative,filler,True,0,0,0,,9.67785,1,1,"[1, 0]",,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are diamonds.,"[1, 6, 7]",True,,0,undefined,"[0, 2, 7]"
,4703,36,1789,"[1, 0]",8 + 6 = ?,1,"[4, 6, 1]",alternative,filler,True,1,0,1,,9.67785,1,3,"[0, 1]",,4 + 9 = ?,"[1, 0, 0]","[6, 0, 0]",,True,There are four hearts.,"[14, 8, 6]",True,,0,undefined,"[13, 4, 9]"
,5697,36,2014,"[1, 0]",All of the symbols are spades.,0,"[7, 1, 8]",alternative,response,True,1,0,1,,9.67785,1,2,"[0, 1]",,All of the symbols are spades.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are circles.,"[3, 4, 5]",True,,0,undefined,"[3, 8, 5]"
,5087,36,1742,"[1, 0]",There is a club and a star.,2,"[4, 2, 3]",alternative,filler,True,0,0,0,,9.67785,1,2,"[1, 0]",,There is a star and a diamond.,"[0, 0, 0]","[0, 0, 0]",,True,There is a heart.,"[1, 6, 4]",True,,0,undefined,"[6, 0, 9]"
,5265,36,1934,"[1, 0]",All of the symbols are diamonds.,0,"[8, 1, 3]",alternative,response,True,1,0,1,,9.67785,1,2,"[0, 1]",,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are notes.,"[0, 1, 6]",True,,0,undefined,"[5, 7, 1]"
,4238,36,1326,"[0, 1]",There is a club.,2,"[3, 6, 0]",alternative,response,True,1,1,1,,9.67785,0,0,"[0, 1]",,There is a circle.,"[0, 0, 0]","[0, 0, 0]",,True,There is a spade.,"[1, 0, 2]",True,,1,undefined,"[7, 3, 9]"
,4961,36,1422,"[0, 1]",There is a star and a triangle.,2,"[8, 7, 3]",alternative,response,True,0,1,0,,9.67785,0,2,"[1, 0]",,There is a tick and a note.,"[0, 0, 0]","[0, 0, 0]",,True,There is a note.,"[6, 9, 0]",True,,1,undefined,"[2, 8, 0]"
,4176,36,1646,"[1, 0]",6 + 1 = ?,0,"[3, 4, 7]",alternative,response,True,1,0,0,,9.67785,1,3,"[1, 0]",,1 + 7 = ?,"[6, 0, 0]","[4, 0, 0]",,False,Some of the symbols are spades.,"[7, 6, 1]",False,,0,undefined,"[8, 1, 7]"
,5663,36,1664,"[1, 0]",Some of the symbols are diamonds.,0,"[3, 4, 1]",alternative,response,True,0,0,0,,9.67785,1,1,"[1, 0]",,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",,True,Some of the symbols are spades.,"[0, 5, 7]",True,,0,undefined,"[0, 8, 5]"
,6831,36,2222,"[1, 0]",6 + 2 = ?,1,"[4, 3, 6]",alternative,filler,False,1,1,1,,9.67785,1,3,"[0, 1]",,1 + 6 = ?,"[8, 0, 0]","[4, 0, 0]",,False,There are four hearts.,"[8, 6, 2]",True,,0,undefined,"[7, 1, 6]"
