Answer.time_in_minutes,image,workerid,primeType,pTChoice,response_rt,goodPTChoice,goodPOChoice,pTwrongAnswer,responseSymbols,audio,correctPTChoice,response,responseSentence,block_rt,pOSymbols,responseChoice,trial_type,primeOShuffle,correctPChoices,btwncondition,pOChoice,pTSentence,slide_number,pTSymbols,slide_type,correctPOChoice,pOSentence,primeStrength,pOwrongAnswer,primeTShuffle,Answer.condition
10.580866666666667,,36,2,0,982,0,0,"[0, 0, 0]","[7, 2, 9]",,True,,There is a circle.,2965,"[7, 6, 2]",1,filler,"[1, 0]",True,exh-clausal,0,There is a square.,,"[5, 8, 2]",,True,There is a circle.,0,"[0, 0, 0]","[1, 0]",undefined
10.580866666666667,,36,0,1,1280,1,1,"[0, 0, 0]","[7, 1, 5]",,True,,Some of the symbols are circles.,6600,"[5, 3, 0]",0,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are squares, but not all of them are squares.",,"[5, 7, 1]",,True,"Some of the symbols are squares, but not all of them are squares.",2,"[0, 0, 0]","[0, 1]",undefined
10.580866666666667,,36,0,1,1287,1,1,"[0, 0, 0]","[0, 1, 8]",,True,,Some of the symbols are diamonds.,27046,"[0, 4, 5]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are circles.,,"[7, 2, 6]",,True,Some of the symbols are diamonds.,1,"[0, 0, 0]","[0, 1]",undefined
10.580866666666667,,36,2,1,1351,1,0,"[0, 0, 0]","[3, 7, 9]",,True,,There is a spade.,3199,"[6, 3, 4]",1,filler,"[1, 0]",True,exh-clausal,0,There is a tick.,,"[2, 9, 1]",,True,There is a star.,0,"[0, 0, 0]","[0, 1]",undefined
10.580866666666667,,36,0,0,1262,0,1,"[0, 0, 0]","[4, 2, 6]",,True,,Some of the symbols are hearts.,4655,"[7, 4, 3]",0,response,"[0, 1]",True,exh-clausal,1,Some of the symbols are squares.,,"[5, 4, 1]",,True,Some of the symbols are circles.,0,"[0, 0, 0]","[1, 0]",undefined
10.580866666666667,,36,2,0,976,0,0,"[0, 0, 0]","[1, 7, 8]",,True,,There is a club.,3113,"[3, 2, 7]",1,filler,"[1, 0]",True,exh-clausal,0,There is a club.,,"[1, 7, 5]",,True,There is a spade.,1,"[0, 0, 0]","[1, 0]",undefined
10.580866666666667,,36,2,0,1087,0,1,"[0, 0, 0]","[6, 0, 7]",,True,,There is a star.,3640,"[8, 2, 3]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a diamond, but there is nothing besides a diamond.",,"[0, 4, 7]",,True,"There is a note, but there is nothing besides a note.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,Jessica,37,,,,,,,,,,"[0, 'Jessica']",,,,,,,,,,,1,,bot_check,,,,,,undefined
12.9552,,37,2,0,3736,0,1,"[0, 0, 0]","[4, 0, 6]",,True,,There is a heart.,11240,"[2, 7, 8]",1,response,"[0, 1]",True,exh-clausal,1,"There is a tick, but there is nothing besides a tick.",,"[2, 0, 8]",,True,"There is a tick, but there is nothing besides a tick.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,0,2880,0,1,"[0, 0, 0]","[9, 5, 8]",,True,,There is a triangle.,9890,"[0, 5, 6]",1,response,"[0, 1]",True,exh-clausal,1,There is a circle.,,"[7, 4, 5]",,True,There is a diamond.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,0,0,3535,0,1,"[0, 0, 0]","[5, 7, 0]",,True,,Some of the symbols are squares.,13105,"[8, 4, 2]",1,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are spades, but not all of them are spades.",,"[3, 9, 7]",,True,"Some of the symbols are notes, but not all of them are notes.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,2432,1,0,"[0, 0, 0]","[7, 6, 9]",,True,,There is a circle.,7953,"[3, 2, 9]",1,filler,"[1, 0]",True,exh-clausal,0,"There is a star, but there is nothing besides a star.",,"[6, 4, 3]",,True,"There is a spade, but there is nothing besides a spade.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,1,1918,1,0,"[0, 0, 0]","[4, 2, 7]",,True,,There are four hearts.,5952,"[7, 6, 9]",1,filler,"[1, 0]",True,exh-clausal,0,There are four notes.,,"[8, 6, 9]",,True,There are four circles.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,3294,1,1,"[0, 0, 0]","[4, 9, 1]",,True,,Some of the symbols are hearts.,13338,"[2, 5, 7]",0,response,"[0, 1]",True,exh-clausal,1,Some of the symbols are ticks.,,"[2, 4, 3]",,True,Some of the symbols are ticks.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,0,2440,0,0,"[8, 0, 0]","[2, 9, 6]",,True,,Some of the symbols are ticks.,6938,"[5, 5, 0]",0,response,"[1, 0]",False,exh-clausal,1,2 + 2 = ?,,"[4, 2, 2]",,False,5 + 0 = ?,3,"[9, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,2110,0,0,"[0, 0, 0]","[2, 8, 7]",,True,,There are four ticks.,7183,"[8, 7, 3]",1,response,"[1, 0]",True,exh-clausal,0,"There are four spades, but there are no more than four spades.",,"[3, 7, 8]",,True,"There are four notes, but there are no more than four notes.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,1,2030,1,0,"[0, 0, 0]","[4, 5, 6]",,True,,There are four hearts.,18258,"[4, 2, 8]",1,response,"[1, 0]",True,exh-clausal,0,There are four triangles.,,"[9, 2, 8]",,True,There are four hearts.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,0,2056,1,0,"[5, 0, 0]","[2, 4, 3]",,False,,There are four ticks.,5987,"[10, 6, 4]",1,filler,"[1, 0]",False,exh-clausal,1,5 + 2 = ?,,"[7, 5, 2]",,False,6 + 4 = ?,3,"[2, 0, 0]","[0, 1]",undefined
12.9552,,37,1,0,1808,0,1,"[0, 0, 0]","[5, 2, 3]",,True,,There are four squares.,7112,"[6, 0, 8]",1,filler,"[0, 1]",True,exh-clausal,1,"There are four notes, but there are no more than four notes.",,"[8, 7, 4]",,True,"There are four stars, but there are no more than four stars.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,1950,1,0,"[0, 0, 0]","[8, 3, 0]",,True,,There is a note.,6207,"[5, 7, 0]",1,response,"[1, 0]",True,exh-clausal,0,There is a spade.,,"[3, 0, 7]",,True,There is a square.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,2,1,2118,1,0,"[0, 0, 0]","[9, 3, 4]",,True,,There is a triangle.,6274,"[5, 6, 2]",1,response,"[1, 0]",True,exh-clausal,0,"There is a star, but there is nothing besides a star.",,"[6, 4, 2]",,True,"There is a square, but there is nothing besides a square.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,3368,1,0,"[0, 0, 0]","[4, 3, 1]",,True,,Some of the symbols are hearts.,8338,"[1, 9, 2]",1,response,"[1, 0]",True,exh-clausal,0,"Some of the symbols are notes, but not all of them are notes.",,"[8, 9, 7]",,True,"Some of the symbols are clubs, but not all of them are clubs.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,3655,1,0,"[0, 0, 0]","[2, 0, 6]",,True,,Some of the symbols are ticks.,8023,"[8, 9, 7]",1,response,"[1, 0]",True,exh-clausal,0,Some of the symbols are ticks.,,"[2, 1, 9]",,True,Some of the symbols are notes.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,0,1904,0,0,"[0, 0, 0]","[0, 3, 8]",,True,,There are four diamonds.,7106,"[1, 0, 7]",1,response,"[1, 0]",True,exh-clausal,0,"There are four squares, but there are no more than four squares.",,"[5, 6, 2]",,True,"There are four clubs, but there are no more than four clubs.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,0,1614,0,1,"[0, 0, 0]","[0, 6, 1]",,True,,There is a diamond.,4880,"[4, 8, 0]",1,filler,"[0, 1]",True,exh-clausal,1,There is a triangle.,,"[9, 8, 3]",,True,There is a heart.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,1,2061,1,0,"[0, 0, 0]","[5, 1, 4]",,True,,There are four squares.,6840,"[8, 7, 3]",1,filler,"[1, 0]",True,exh-clausal,0,There are four spades.,,"[3, 2, 6]",,True,There are four notes.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,2822,0,1,"[0, 0, 0]","[9, 5, 4]",,False,,Some of the symbols are triangles.,11520,"[6, 0, 5]",1,response,"[0, 1]",False,exh-clausal,0,Some of the symbols are clubs.,,"[1, 9, 0]",,False,Some of the symbols are stars.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,1617,0,1,"[0, 0, 0]","[0, 2, 4]",,True,,There are four diamonds.,5356,"[0, 5, 1]",1,filler,"[0, 1]",True,exh-clausal,1,There are four ticks.,,"[2, 0, 8]",,True,There are four diamonds.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,1769,1,1,"[5, 0, 0]","[9, 8, 0]",,False,,There are four triangles.,5207,"[9, 9, 0]",1,response,"[0, 1]",False,exh-clausal,1,2 + 1 = ?,,"[3, 2, 1]",,True,9 + 0 = ?,3,"[1, 0, 0]","[0, 1]",undefined
12.9552,,37,2,0,1886,0,0,"[0, 0, 0]","[5, 3, 8]",,True,,There is a square.,13936,"[3, 4, 1]",1,response,"[1, 0]",True,exh-clausal,0,There is a heart.,,"[4, 7, 5]",,True,There is a spade.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,2720,0,1,"[0, 0, 0]","[3, 6, 5]",,True,,There are four spades.,7210,"[4, 9, 5]",1,response,"[0, 1]",True,exh-clausal,1,"There are four squares, but there are no more than four squares.",,"[5, 4, 6]",,True,"There are four hearts, but there are no more than four hearts.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,0,2501,1,1,"[6, 0, 0]","[4, 9, 5]",,False,,There is a heart.,8783,"[14, 8, 6]",1,filler,"[0, 1]",False,exh-clausal,1,4 + 8 = ?,,"[12, 4, 8]",,True,8 + 6 = ?,3,"[8, 0, 0]","[0, 1]",undefined
12.9552,,37,2,0,2223,0,1,"[0, 0, 0]","[4, 2, 8]",,True,,There is a heart.,5873,"[1, 8, 7]",1,filler,"[0, 1]",True,exh-clausal,1,There is a triangle.,,"[9, 8, 7]",,True,There is a club.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,0,1,2084,0,0,"[3, 0, 0]","[4, 3, 1]",,False,,Some of the symbols are hearts.,5856,"[15, 9, 6]",1,filler,"[1, 0]",False,exh-clausal,0,2 + 9 = ?,,"[11, 2, 9]",,True,9 + 6 = ?,3,"[4, 0, 0]","[1, 0]",undefined
12.9552,,37,0,1,2103,1,0,"[0, 0, 0]","[3, 7, 9]",,True,,Some of the symbols are spades.,6304,"[8, 4, 7]",1,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are spades.,,"[3, 5, 6]",,True,Some of the symbols are notes.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,0,1591,0,1,"[0, 0, 0]","[0, 8, 6]",,True,,There are four diamonds.,13978,"[8, 2, 9]",1,filler,"[0, 1]",True,exh-clausal,1,There are four spades.,,"[3, 6, 1]",,True,There are four notes.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,0,2701,0,1,"[0, 0, 0]","[1, 4, 2]",,True,,There is a club.,7192,"[7, 3, 0]",1,response,"[0, 1]",True,exh-clausal,1,"There is a note, but there is nothing besides a note.",,"[8, 4, 3]",,True,"There is a circle, but there is nothing besides a circle.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,1720,1,1,"[0, 0, 0]","[8, 7, 4]",,True,,There is a note.,5538,"[0, 1, 4]",1,filler,"[0, 1]",True,exh-clausal,1,There is a diamond.,,"[0, 9, 8]",,True,There is a diamond.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,2110,0,0,"[8, 0, 0]","[1, 6, 5]",,False,,Some of the symbols are clubs.,5049,"[3, 3, 0]",1,filler,"[1, 0]",False,exh-clausal,0,0 + 2 = ?,,"[2, 0, 2]",,True,3 + 0 = ?,3,"[5, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,2087,0,0,"[0, 0, 0]","[1, 2, 0]",,True,,There are four clubs.,6360,"[8, 5, 9]",1,response,"[1, 0]",True,exh-clausal,0,"There are four triangles, but there are no more than four triangles.",,"[9, 0, 1]",,True,"There are four notes, but there are no more than four notes.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,1,1703,1,0,"[5, 0, 0]","[7, 2, 3]",,True,,There are four circles.,5337,"[5, 1, 4]",1,response,"[1, 0]",True,exh-clausal,0,8 + 3 = ?,,"[11, 8, 3]",,True,1 + 4 = ?,3,"[6, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,1589,1,1,"[0, 0, 0]","[9, 7, 8]",,True,,Some of the symbols are triangles.,5799,"[1, 5, 6]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are clubs.,,"[1, 6, 3]",,True,Some of the symbols are clubs.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,0,1838,0,1,"[0, 0, 0]","[9, 2, 8]",,True,,Some of the symbols are triangles.,6120,"[7, 0, 6]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are squares.,,"[5, 1, 6]",,True,Some of the symbols are circles.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,0,4871,1,1,"[3, 0, 0]","[3, 1, 5]",,False,,There is a spade.,9585,"[12, 5, 7]",0,filler,"[0, 1]",False,exh-clausal,1,7 + 1 = ?,,"[8, 7, 1]",,True,5 + 7 = ?,3,"[7, 0, 0]","[0, 1]",undefined
12.9552,,37,2,0,2335,0,1,"[3, 0, 0]","[9, 5, 8]",,True,,There is a triangle.,5792,"[3, 1, 2]",1,response,"[0, 1]",True,exh-clausal,1,9 + 3 = ?,,"[12, 9, 3]",,True,1 + 2 = ?,3,"[7, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,2216,1,0,"[0, 0, 0]","[3, 4, 5]",,True,,There is a spade.,6257,"[5, 0, 4]",1,filler,"[1, 0]",True,exh-clausal,0,There is a spade.,,"[3, 4, 0]",,True,There is a square.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,2,1,1614,1,1,"[0, 0, 0]","[5, 8, 0]",,True,,There is a square.,6303,"[3, 9, 0]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a square, but there is nothing besides a square.",,"[5, 1, 4]",,True,"There is a spade, but there is nothing besides a spade.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,0,2822,1,1,"[6, 0, 0]","[9, 3, 2]",,False,,Some of the symbols are triangles.,6952,"[6, 4, 2]",0,response,"[0, 1]",False,exh-clausal,1,0 + 5 = ?,,"[5, 0, 5]",,True,4 + 2 = ?,3,"[9, 0, 0]","[0, 1]",undefined
12.9552,,37,0,0,2790,0,0,"[0, 0, 0]","[4, 1, 2]",,True,,Some of the symbols are hearts.,8555,"[0, 3, 4]",0,response,"[1, 0]",True,exh-clausal,0,"Some of the symbols are squares, but not all of them are squares.",,"[5, 3, 4]",,True,"Some of the symbols are diamonds, but not all of them are diamonds.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,1583,1,1,"[8, 0, 0]","[5, 8, 2]",,False,,There are four squares.,4767,"[15, 8, 7]",1,filler,"[0, 1]",False,exh-clausal,1,4 + 6 = ?,,"[10, 4, 6]",,True,8 + 7 = ?,3,"[8, 0, 0]","[0, 1]",undefined
12.9552,,37,2,0,1750,1,1,"[8, 0, 0]","[0, 9, 1]",,False,,There is a diamond.,6112,"[9, 8, 1]",1,filler,"[0, 1]",False,exh-clausal,1,2 + 0 = ?,,"[2, 2, 0]",,True,8 + 1 = ?,3,"[9, 0, 0]","[0, 1]",undefined
12.9552,,37,2,0,2800,0,1,"[6, 0, 0]","[2, 9, 6]",,True,,There is a tick.,5979,"[5, 2, 3]",0,response,"[0, 1]",True,exh-clausal,1,8 + 8 = ?,,"[16, 8, 8]",,True,2 + 3 = ?,3,"[6, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,1479,0,0,"[0, 0, 0]","[3, 5, 1]",,True,,There are four spades.,4815,"[6, 5, 4]",1,filler,"[1, 0]",True,exh-clausal,0,There are four spades.,,"[3, 7, 0]",,True,There are four stars.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,0,1566,0,0,"[0, 0, 0]","[6, 2, 1]",,True,,There is a star.,6168,"[1, 8, 4]",0,response,"[1, 0]",True,exh-clausal,0,There is a diamond.,,"[0, 1, 7]",,True,There is a club.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,1,2039,1,1,"[0, 0, 0]","[0, 9, 6]",,True,,There are four diamonds.,6217,"[4, 2, 5]",1,filler,"[0, 1]",True,exh-clausal,1,"There are four squares, but there are no more than four squares.",,"[5, 4, 1]",,True,"There are four hearts, but there are no more than four hearts.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,0,1567,0,0,"[0, 0, 0]","[2, 8, 1]",,True,,There are four ticks.,5345,"[7, 4, 8]",1,filler,"[1, 0]",True,exh-clausal,0,"There are four squares, but there are no more than four squares.",,"[5, 4, 0]",,True,"There are four circles, but there are no more than four circles.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,5309,1,1,"[0, 0, 0]","[3, 1, 6]",,True,,There is a spade.,10647,"[9, 5, 1]",1,filler,"[0, 1]",True,exh-clausal,1,There is a square.,,"[5, 7, 4]",,True,There is a triangle.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,1,4078,1,0,"[0, 0, 0]","[7, 9, 2]",,True,,There are four circles.,8490,"[0, 7, 8]",1,response,"[1, 0]",True,exh-clausal,0,There are four spades.,,"[3, 8, 0]",,True,There are four diamonds.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,1,1493,0,0,"[1, 0, 0]","[2, 7, 1]",,False,,There are four ticks.,5200,"[14, 6, 8]",1,filler,"[1, 0]",False,exh-clausal,1,0 + 1 = ?,,"[1, 0, 1]",,False,6 + 8 = ?,3,"[2, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,2815,1,0,"[9, 0, 0]","[9, 4, 2]",,False,,There are four triangles.,6817,"[11, 3, 8]",1,response,"[1, 0]",False,exh-clausal,1,0 + 1 = ?,,"[1, 0, 1]",,False,3 + 8 = ?,3,"[5, 0, 0]","[0, 1]",undefined
12.9552,,37,1,1,2271,1,0,"[0, 0, 0]","[3, 9, 4]",,True,,There are four spades.,6707,"[3, 1, 7]",1,response,"[1, 0]",True,exh-clausal,0,There are four stars.,,"[6, 5, 0]",,True,There are four spades.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,0,2007,0,1,"[0, 0, 0]","[6, 9, 0]",,True,,Some of the symbols are stars.,8550,"[5, 9, 7]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are notes.,,"[8, 6, 5]",,True,Some of the symbols are squares.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,0,0,1856,0,1,"[0, 0, 0]","[3, 4, 0]",,True,,Some of the symbols are spades.,5465,"[8, 7, 3]",1,filler,"[0, 1]",True,exh-clausal,1,Some of the symbols are hearts.,,"[4, 8, 0]",,True,Some of the symbols are notes.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,1549,0,0,"[9, 0, 0]","[7, 5, 2]",,False,,There is a circle.,4960,"[11, 7, 4]",1,filler,"[1, 0]",False,exh-clausal,0,0 + 6 = ?,,"[6, 0, 6]",,True,7 + 4 = ?,3,"[4, 0, 0]","[1, 0]",undefined
12.9552,,37,0,0,1750,0,0,"[0, 0, 0]","[9, 2, 1]",,True,,Some of the symbols are triangles.,7184,"[1, 8, 7]",1,filler,"[1, 0]",True,exh-clausal,0,"Some of the symbols are ticks, but not all of them are ticks.",,"[2, 5, 3]",,True,"Some of the symbols are clubs, but not all of them are clubs.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,5927,1,1,"[0, 0, 0]","[7, 1, 3]",,True,,There is a circle.,10201,"[3, 8, 4]",1,filler,"[0, 1]",True,exh-clausal,1,There is a diamond.,,"[0, 7, 5]",,True,There is a spade.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,2,1,2042,1,1,"[0, 0, 0]","[1, 8, 5]",,True,,There is a club.,6556,"[3, 0, 8]",1,filler,"[0, 1]",True,exh-clausal,1,"There is a note, but there is nothing besides a note.",,"[8, 9, 3]",,True,"There is a spade, but there is nothing besides a spade.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,2224,0,0,"[9, 0, 0]","[0, 8, 2]",,False,,Some of the symbols are diamonds.,6293,"[9, 3, 6]",1,filler,"[1, 0]",False,exh-clausal,1,5 + 4 = ?,,"[9, 5, 4]",,False,3 + 6 = ?,3,"[1, 0, 0]","[1, 0]",undefined
12.9552,,37,0,0,1585,1,1,"[0, 0, 0]","[5, 6, 8]",,False,,Some of the symbols are squares.,6721,"[5, 2, 3]",1,filler,"[0, 1]",False,exh-clausal,1,Some of the symbols are triangles.,,"[9, 7, 0]",,True,Some of the symbols are squares.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,2,1,3624,1,1,"[0, 0, 0]","[6, 1, 0]",,True,,There is a star.,7392,"[3, 7, 2]",0,response,"[0, 1]",True,exh-clausal,1,There is a triangle.,,"[9, 5, 1]",,True,There is a spade.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,1,2222,0,1,"[7, 0, 0]","[5, 3, 8]",,False,,There are four squares.,5222,"[8, 6, 2]",1,response,"[0, 1]",False,exh-clausal,0,5 + 6 = ?,,"[11, 5, 6]",,False,6 + 2 = ?,3,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,0,1634,0,1,"[0, 0, 0]","[0, 8, 1]",,True,,There is a diamond.,4916,"[8, 9, 5]",1,filler,"[0, 1]",True,exh-clausal,1,There is a heart.,,"[4, 9, 1]",,True,There is a note.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,0,0,1736,0,1,"[0, 0, 0]","[0, 4, 8]",,True,,Some of the symbols are diamonds.,5159,"[7, 5, 9]",0,response,"[0, 1]",True,exh-clausal,1,Some of the symbols are ticks.,,"[2, 4, 5]",,True,Some of the symbols are circles.,0,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,1959,0,0,"[0, 0, 0]","[7, 2, 3]",,True,,There are four circles.,5167,"[6, 9, 1]",1,response,"[1, 0]",True,exh-clausal,0,There are four diamonds.,,"[0, 7, 9]",,True,There are four stars.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,1,0,1918,0,0,"[0, 0, 0]","[7, 1, 4]",,True,,There are four circles.,5825,"[2, 9, 6]",1,filler,"[1, 0]",True,exh-clausal,0,There are four ticks.,,"[2, 7, 5]",,True,There are four ticks.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,2136,0,0,"[6, 0, 0]","[0, 6, 8]",,False,,There is a diamond.,5505,"[9, 9, 0]",0,response,"[1, 0]",False,exh-clausal,0,8 + 4 = ?,,"[12, 8, 4]",,True,9 + 0 = ?,3,"[4, 0, 0]","[1, 0]",undefined
12.9552,,37,1,1,1879,1,1,"[0, 0, 0]","[3, 1, 2]",,True,,There are four spades.,5111,"[0, 1, 4]",1,response,"[0, 1]",True,exh-clausal,1,There are four stars.,,"[6, 7, 3]",,True,There are four diamonds.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,1903,1,1,"[0, 0, 0]","[3, 2, 9]",,True,,Some of the symbols are spades.,5811,"[9, 5, 2]",0,response,"[0, 1]",True,exh-clausal,1,Some of the symbols are stars.,,"[6, 8, 1]",,True,Some of the symbols are triangles.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,0,1462,0,0,"[0, 0, 0]","[8, 5, 6]",,True,,There are four notes.,4246,"[6, 8, 2]",1,response,"[1, 0]",True,exh-clausal,0,There are four triangles.,,"[9, 4, 3]",,True,There are four stars.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,0,1,1782,1,0,"[0, 0, 0]","[6, 4, 7]",,True,,Some of the symbols are stars.,6833,"[6, 7, 1]",1,filler,"[1, 0]",True,exh-clausal,0,Some of the symbols are circles.,,"[7, 1, 4]",,True,Some of the symbols are stars.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,2,1,2783,1,0,"[0, 0, 0]","[8, 4, 5]",,True,,There is a note.,5873,"[9, 3, 6]",1,response,"[1, 0]",True,exh-clausal,0,There is a note.,,"[8, 7, 2]",,True,There is a triangle.,1,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,2694,1,1,"[0, 0, 0]","[0, 4, 3]",,True,,Some of the symbols are diamonds.,8048,"[4, 8, 2]",0,response,"[0, 1]",True,exh-clausal,1,"Some of the symbols are hearts, but not all of them are hearts.",,"[4, 9, 6]",,True,"Some of the symbols are hearts, but not all of them are hearts.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,0,2734,0,1,"[0, 0, 0]","[4, 7, 3]",,True,,Some of the symbols are hearts.,7368,"[1, 2, 8]",1,filler,"[0, 1]",True,exh-clausal,1,"Some of the symbols are stars, but not all of them are stars.",,"[6, 0, 9]",,True,"Some of the symbols are clubs, but not all of them are clubs.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,3326,1,1,"[0, 0, 0]","[3, 1, 9]",,True,,There is a spade.,8216,"[7, 9, 1]",0,response,"[0, 1]",True,exh-clausal,1,"There is a club, but there is nothing besides a club.",,"[1, 5, 2]",,True,"There is a circle, but there is nothing besides a circle.",2,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,1,1,1567,1,0,"[0, 0, 0]","[6, 8, 5]",,True,,There are four stars.,5129,"[9, 7, 3]",1,filler,"[1, 0]",True,exh-clausal,0,There are four squares.,,"[5, 7, 1]",,True,There are four triangles.,0,"[0, 0, 0]","[0, 1]",undefined
12.9552,,37,0,0,2169,0,0,"[0, 0, 0]","[6, 3, 9]",,True,,Some of the symbols are stars.,5578,"[5, 8, 6]",1,filler,"[1, 0]",True,exh-clausal,0,"Some of the symbols are ticks, but not all of them are ticks.",,"[2, 0, 6]",,True,"Some of the symbols are squares, but not all of them are squares.",2,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,3368,1,1,"[0, 0, 0]","[9, 1, 0]",,True,,There is a triangle.,6472,"[13, 8, 5]",0,response,"[0, 1]",False,exh-clausal,0,6 + 6 = ?,,"[12, 6, 6]",,False,8 + 5 = ?,3,"[3, 0, 0]","[0, 1]",undefined
12.9552,,37,0,1,1686,0,1,"[0, 0, 0]","[8, 2, 3]",,False,,Some of the symbols are notes.,6848,"[5, 6, 4]",0,filler,"[0, 1]",False,exh-clausal,0,Some of the symbols are ticks.,,"[2, 6, 8]",,False,Some of the symbols are squares.,1,"[0, 0, 0]","[1, 0]",undefined
12.9552,,37,2,1,1647,1,0,"[0, 0, 0]","[8, 7, 4]",,True,,There is a note.,7129,"[1, 8, 9]",1,filler,"[1, 0]",True,exh-clausal,0,"There is a triangle, but there is nothing besides a triangle.",,"[9, 2, 8]",,True,"There is a club, but there is nothing besides a club.",2,"[0, 0, 0]","[0, 1]",undefined
