correctPOChoice,pTChoice,primeStrength,pOSentence,responseSentence,response_rt,correctPChoices,primeType,Answer.time_in_minutes,pTSymbols,responseSymbols,trial_type,goodPTChoice,correctPTChoice,primeTShuffle,pTwrongAnswer,slide_number,pOSymbols,block_rt,goodPOChoice,audio,Answer.condition,slide_type,btwncondition,pOwrongAnswer,responseChoice,response,pTSentence,image,primeOShuffle,workerid,pOChoice
False,0,3,9 + 8 = ?,There is a heart.,1154,False,2,19.7279,"[11, 5, 6]","[4, 3, 6]",filler,0,True,"[1, 0]","[6, 0, 0]",,"[17, 9, 8]",3118,0,,undefined,,exh-clausal,"[7, 0, 0]",1,,5 + 6 = ?,,"[1, 0]",36,1
False,0,3,8 + 8 = ?,Some of the symbols are clubs.,1019,False,0,19.7279,"[15, 9, 6]","[1, 3, 8]",response,0,True,"[1, 0]","[0, 0, 0]",,"[16, 8, 8]",2909,0,,undefined,,exh-clausal,"[9, 0, 0]",0,,9 + 6 = ?,,"[1, 0]",36,1
True,0,1,There is a triangle.,There is a triangle.,1317,True,2,19.7279,"[2, 4, 7]","[9, 0, 6]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[9, 3, 4]",2938,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a tick.,,"[0, 1]",36,1
False,0,3,9 + 2 = ?,There are four diamonds.,897,False,1,19.7279,"[9, 3, 6]","[0, 5, 9]",filler,1,False,"[0, 1]","[1, 0, 0]",,"[11, 9, 2]",2639,0,,undefined,,exh-clausal,"[5, 0, 0]",1,,3 + 6 = ?,,"[1, 0]",36,1
False,0,3,9 + 2 = ?,There is a diamond.,1049,False,2,19.7279,"[13, 4, 9]","[0, 6, 4]",filler,0,True,"[1, 0]","[6, 0, 0]",,"[11, 9, 2]",3468,0,,undefined,,exh-clausal,"[8, 0, 0]",1,,4 + 9 = ?,,"[1, 0]",36,1
True,1,2,"Some of the symbols are squares, but not all of them are squares.",Some of the symbols are stars.,1116,True,0,19.7279,"[9, 2, 3]","[6, 3, 8]",response,1,True,"[0, 1]","[0, 0, 0]",,"[5, 9, 6]",3695,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"Some of the symbols are triangles, but not all of them are triangles.",,"[1, 0]",36,0
True,1,2,"Some of the symbols are squares, but not all of them are squares.",Some of the symbols are spades.,1233,True,0,19.7279,"[3, 5, 1]","[3, 8, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[5, 6, 3]",3683,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are spades, but not all of them are spades.",,"[0, 1]",36,1
,,,,,,,,12.993333333333334,,,,,,,,1,,,,,undefined,bot_check,,,,"[0, 'Jennifer']",,Jennifer,,37,
True,0,3,7 + 4 = ?,Some of the symbols are ticks.,2344,False,0,12.993333333333334,"[10, 9, 1]","[2, 3, 4]",filler,1,False,"[0, 1]","[5, 0, 0]",,"[11, 7, 4]",32339,1,,undefined,,exh-clausal,"[4, 0, 0]",1,,9 + 1 = ?,,"[0, 1]",37,1
True,1,2,"Some of the symbols are squares, but not all of them are squares.",Some of the symbols are spades.,3758,True,0,12.993333333333334,"[6, 8, 1]","[3, 6, 0]",response,1,True,"[0, 1]","[0, 0, 0]",,"[5, 2, 6]",10216,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are stars, but not all of them are stars.",,"[1, 0]",37,0
True,0,0,Some of the symbols are triangles.,Some of the symbols are spades.,11756,True,0,12.993333333333334,"[2, 5, 9]","[3, 1, 9]",response,0,True,"[1, 0]","[0, 0, 0]",,"[9, 6, 4]",16464,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are ticks.,,"[0, 1]",37,1
True,1,0,There is a star.,There is a triangle.,1906,True,2,12.993333333333334,"[4, 3, 9]","[9, 5, 7]",response,1,True,"[0, 1]","[0, 0, 0]",,"[6, 2, 4]",6164,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a heart.,,"[0, 1]",37,1
False,1,3,4 + 0 = ?,There is a diamond.,2343,False,2,12.993333333333334,"[12, 6, 6]","[0, 8, 3]",filler,0,False,"[1, 0]","[9, 0, 0]",,"[4, 4, 0]",8083,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,6 + 6 = ?,,"[0, 1]",37,0
True,0,1,There are four ticks.,There are four stars.,3181,True,1,12.993333333333334,"[6, 4, 0]","[6, 9, 0]",response,0,True,"[1, 0]","[0, 0, 0]",,"[2, 5, 1]",9575,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four stars.,,"[1, 0]",37,0
True,1,2,"There is a heart, but there is nothing besides a heart.",There is a tick.,2074,True,2,12.993333333333334,"[1, 5, 9]","[2, 6, 0]",response,1,True,"[0, 1]","[0, 0, 0]",,"[4, 5, 3]",7086,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a club, but there is nothing besides a club.",,"[0, 1]",37,1
False,1,3,1 + 4 = ?,There are four hearts.,1587,False,1,12.993333333333334,"[14, 6, 8]","[4, 8, 0]",filler,0,False,"[1, 0]","[2, 0, 0]",,"[5, 1, 4]",8907,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,6 + 8 = ?,,"[0, 1]",37,0
True,1,1,There are four diamonds.,There are four notes.,2300,True,1,12.993333333333334,"[3, 1, 6]","[8, 2, 0]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 2, 1]",10891,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four spades.,,"[0, 1]",37,1
True,0,1,There are four hearts.,There are four stars.,3720,True,1,12.993333333333334,"[7, 0, 8]","[6, 2, 1]",response,0,True,"[1, 0]","[0, 0, 0]",,"[4, 9, 3]",9267,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four circles.,,"[1, 0]",37,0
True,0,1,There is a square.,There is a star.,1746,True,2,12.993333333333334,"[5, 8, 2]","[6, 3, 8]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[5, 6, 9]",6830,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a square.,,"[1, 0]",37,0
True,0,0,There is a club.,There is a circle.,2969,True,2,12.993333333333334,"[5, 2, 9]","[7, 5, 2]",response,0,True,"[1, 0]","[0, 0, 0]",,"[1, 9, 0]",6695,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a square.,,"[0, 1]",37,1
True,1,2,"There are four hearts, but there are no more than four hearts.",There are four hearts.,2624,True,1,12.993333333333334,"[9, 5, 2]","[4, 1, 8]",response,1,True,"[0, 1]","[0, 0, 0]",,"[4, 1, 5]",11805,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four triangles, but there are no more than four triangles.",,"[1, 0]",37,0
True,0,1,Some of the symbols are notes.,Some of the symbols are triangles.,1895,True,0,12.993333333333334,"[1, 5, 2]","[9, 7, 4]",response,0,True,"[1, 0]","[0, 0, 0]",,"[8, 7, 2]",8947,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are clubs.,,"[1, 0]",37,0
True,0,0,There are four clubs.,There are four diamonds.,2227,True,1,12.993333333333334,"[3, 8, 7]","[0, 3, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[1, 6, 4]",6681,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four spades.,,"[1, 0]",37,0
True,0,0,There are four circles.,There are four clubs.,1489,True,1,12.993333333333334,"[0, 6, 9]","[1, 4, 3]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[7, 1, 8]",5249,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four diamonds.,,"[1, 0]",37,0
True,0,1,Some of the symbols are stars.,Some of the symbols are clubs.,2240,True,0,12.993333333333334,"[9, 0, 5]","[1, 0, 4]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[6, 2, 8]",7994,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are triangles.,,"[0, 1]",37,1
True,0,2,"There is a club, but there is nothing besides a club.",There is a heart.,4839,True,2,12.993333333333334,"[9, 4, 1]","[4, 3, 2]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[1, 6, 0]",10211,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a triangle, but there is nothing besides a triangle.",,"[0, 1]",37,1
True,0,1,There is a note.,There is a square.,1388,True,2,12.993333333333334,"[4, 8, 5]","[5, 7, 8]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[8, 6, 7]",7428,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a heart.,,"[1, 0]",37,0
True,1,3,3 + 9 = ?,There is a spade.,3106,False,2,12.993333333333334,"[10, 4, 6]","[3, 1, 4]",response,0,False,"[1, 0]","[5, 0, 0]",,"[12, 3, 9]",9309,0,,undefined,,exh-clausal,"[1, 0, 0]",0,,4 + 6 = ?,,"[1, 0]",37,0
False,1,3,8 + 9 = ?,There is a club.,2639,False,2,12.993333333333334,"[7, 7, 0]","[1, 4, 5]",filler,1,True,"[0, 1]","[2, 0, 0]",,"[17, 8, 9]",6428,1,,undefined,,exh-clausal,"[9, 0, 0]",1,,7 + 0 = ?,,"[0, 1]",37,0
True,0,2,"There are four hearts, but there are no more than four hearts.",There are four triangles.,3457,True,1,12.993333333333334,"[2, 6, 8]","[9, 0, 7]",response,0,True,"[1, 0]","[0, 0, 0]",,"[4, 0, 3]",7678,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four ticks, but there are no more than four ticks.",,"[0, 1]",37,1
True,1,0,There are four circles.,There are four spades.,1762,True,1,12.993333333333334,"[7, 0, 9]","[3, 6, 0]",response,1,True,"[0, 1]","[0, 0, 0]",,"[7, 9, 5]",4721,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four circles.,,"[1, 0]",37,0
True,1,2,"There are four triangles, but there are no more than four triangles.",There are four notes.,1372,True,1,12.993333333333334,"[7, 8, 5]","[8, 3, 2]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[9, 7, 5]",4407,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four circles, but there are no more than four circles.",,"[1, 0]",37,0
True,0,2,"There is a note, but there is nothing besides a note.",There is a heart.,2530,True,2,12.993333333333334,"[2, 6, 0]","[4, 8, 9]",response,0,True,"[1, 0]","[0, 0, 0]",,"[8, 9, 0]",9162,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a tick, but there is nothing besides a tick.",,"[0, 1]",37,1
True,0,2,"Some of the symbols are stars, but not all of them are stars.",Some of the symbols are spades.,2346,True,0,12.993333333333334,"[8, 9, 7]","[3, 7, 6]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[6, 2, 8]",5736,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are notes, but not all of them are notes.",,"[0, 1]",37,1
True,0,3,2 + 7 = ?,There is a diamond.,2187,True,2,12.993333333333334,"[7, 5, 2]","[0, 5, 9]",response,0,True,"[1, 0]","[2, 0, 0]",,"[9, 2, 7]",6439,1,,undefined,,exh-clausal,"[7, 0, 0]",0,,5 + 2 = ?,,"[0, 1]",37,1
True,0,3,9 + 6 = ?,Some of the symbols are ticks.,1658,False,0,12.993333333333334,"[5, 4, 1]","[2, 5, 6]",response,1,False,"[0, 1]","[6, 0, 0]",,"[15, 9, 6]",5621,1,,undefined,,exh-clausal,"[1, 0, 0]",1,,4 + 1 = ?,,"[0, 1]",37,1
True,0,0,There are four spades.,There are four triangles.,1889,True,1,12.993333333333334,"[1, 8, 2]","[9, 2, 1]",response,0,True,"[1, 0]","[0, 0, 0]",,"[3, 7, 8]",4968,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There are four clubs.,,"[0, 1]",37,1
True,0,3,7 + 0 = ?,There is a star.,1277,False,2,12.993333333333334,"[2, 0, 2]","[6, 5, 7]",response,1,False,"[0, 1]","[3, 0, 0]",,"[7, 7, 0]",3892,1,,undefined,,exh-clausal,"[3, 0, 0]",0,,0 + 2 = ?,,"[0, 1]",37,1
True,0,1,There is a tick.,There is a square.,1650,True,2,12.993333333333334,"[8, 0, 3]","[5, 0, 4]",response,0,True,"[1, 0]","[0, 0, 0]",,"[2, 5, 7]",5745,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a note.,,"[0, 1]",37,1
True,1,2,"Some of the symbols are notes, but not all of them are notes.",Some of the symbols are circles.,4109,True,0,12.993333333333334,"[3, 0, 9]","[7, 3, 4]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[8, 9, 2]",13570,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are spades, but not all of them are spades.",,"[0, 1]",37,1
False,0,3,6 + 1 = ?,There are four hearts.,1467,False,1,12.993333333333334,"[13, 7, 6]","[4, 7, 0]",filler,0,True,"[1, 0]","[7, 0, 0]",,"[7, 6, 1]",5307,0,,undefined,,exh-clausal,"[4, 0, 0]",1,,7 + 6 = ?,,"[1, 0]",37,1
True,1,1,Some of the symbols are diamonds.,Some of the symbols are circles.,1744,True,0,12.993333333333334,"[8, 9, 0]","[7, 5, 4]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 4, 2]",5932,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are notes.,,"[1, 0]",37,0
True,0,2,"There is a triangle, but there is nothing besides a triangle.",There is a star.,1881,True,2,12.993333333333334,"[6, 0, 4]","[6, 2, 9]",response,0,True,"[1, 0]","[0, 0, 0]",,"[9, 7, 5]",5561,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a star, but there is nothing besides a star.",,"[0, 1]",37,1
True,0,0,Some of the symbols are stars.,Some of the symbols are clubs.,2336,True,0,12.993333333333334,"[6, 3, 4]","[1, 2, 8]",response,0,True,"[1, 0]","[0, 0, 0]",,"[6, 1, 9]",8658,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are stars.,,"[0, 1]",37,1
True,1,1,There are four triangles.,There are four diamonds.,1370,True,1,12.993333333333334,"[6, 2, 7]","[0, 5, 6]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[9, 6, 3]",3733,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four stars.,,"[0, 1]",37,1
True,0,2,"There is a circle, but there is nothing besides a circle.",There is a club.,1899,True,2,12.993333333333334,"[9, 5, 3]","[1, 5, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[7, 0, 9]",5728,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a triangle, but there is nothing besides a triangle.",,"[0, 1]",37,1
True,1,1,There are four stars.,There are four ticks.,1283,True,1,12.993333333333334,"[6, 5, 8]","[2, 4, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[6, 8, 4]",5447,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four stars.,,"[0, 1]",37,1
False,0,3,2 + 4 = ?,There are four notes.,1266,False,1,12.993333333333334,"[16, 9, 7]","[8, 4, 5]",response,0,True,"[1, 0]","[9, 0, 0]",,"[6, 2, 4]",4983,0,,undefined,,exh-clausal,"[2, 0, 0]",1,,9 + 7 = ?,,"[1, 0]",37,1
True,1,2,"There is a club, but there is nothing besides a club.",There is a note.,2209,True,2,12.993333333333334,"[3, 2, 8]","[8, 4, 3]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[1, 7, 0]",5058,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a spade, but there is nothing besides a spade.",,"[1, 0]",37,0
True,0,0,There are four spades.,There are four notes.,1266,True,1,12.993333333333334,"[5, 3, 7]","[8, 2, 0]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[3, 8, 6]",3987,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four squares.,,"[1, 0]",37,0
False,0,3,3 + 1 = ?,There are four notes.,1666,False,1,12.993333333333334,"[7, 5, 2]","[8, 5, 4]",response,1,False,"[0, 1]","[5, 0, 0]",,"[4, 3, 1]",4364,0,,undefined,,exh-clausal,"[5, 0, 0]",1,,5 + 2 = ?,,"[1, 0]",37,1
True,0,1,There is a note.,There is a diamond.,1570,True,2,12.993333333333334,"[0, 1, 6]","[0, 5, 8]",response,0,True,"[1, 0]","[0, 0, 0]",,"[8, 5, 0]",4428,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a diamond.,,"[1, 0]",37,0
True,1,2,"There are four spades, but there are no more than four spades.",There are four circles.,1515,True,1,12.993333333333334,"[5, 0, 6]","[7, 3, 4]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[3, 5, 4]",7096,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four squares, but there are no more than four squares.",,"[1, 0]",37,0
True,0,2,"There is a star, but there is nothing besides a star.",There is a circle.,1642,True,2,12.993333333333334,"[1, 3, 7]","[7, 9, 1]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[6, 5, 8]",7447,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There is a club, but there is nothing besides a club.",,"[0, 1]",37,1
True,1,0,There is a triangle.,There is a star.,2354,True,2,12.993333333333334,"[6, 3, 9]","[6, 1, 3]",response,1,True,"[0, 1]","[0, 0, 0]",,"[9, 0, 1]",11990,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a star.,,"[1, 0]",37,0
True,1,0,Some of the symbols are diamonds.,Some of the symbols are spades.,2017,True,0,12.993333333333334,"[0, 5, 7]","[3, 4, 8]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 3, 5]",5936,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are diamonds.,,"[0, 1]",37,1
True,0,2,"There are four ticks, but there are no more than four ticks.",There are four hearts.,2738,True,1,12.993333333333334,"[1, 0, 4]","[4, 9, 5]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[2, 5, 0]",12860,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four clubs, but there are no more than four clubs.",,"[1, 0]",37,0
True,1,1,There is a star.,There is a club.,2391,True,2,12.993333333333334,"[4, 2, 1]","[1, 5, 3]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[6, 7, 2]",7575,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a heart.,,"[1, 0]",37,0
True,0,3,6 + 0 = ?,There are four notes.,1554,True,1,12.993333333333334,"[14, 5, 9]","[8, 7, 1]",response,0,True,"[1, 0]","[5, 0, 0]",,"[6, 6, 0]",4790,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,5 + 9 = ?,,"[0, 1]",37,1
False,1,3,6 + 3 = ?,There are four circles.,1771,False,1,12.993333333333334,"[1, 0, 1]","[7, 6, 0]",response,1,True,"[0, 1]","[6, 0, 0]",,"[9, 6, 3]",5617,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,0 + 1 = ?,,"[0, 1]",37,0
True,1,1,There are four triangles.,There are four clubs.,1596,True,1,12.993333333333334,"[4, 0, 8]","[1, 2, 0]",response,1,True,"[0, 1]","[0, 0, 0]",,"[9, 6, 4]",3949,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four hearts.,,"[1, 0]",37,0
True,0,1,Some of the symbols are clubs.,Some of the symbols are triangles.,1427,True,0,12.993333333333334,"[5, 1, 2]","[9, 7, 8]",response,0,True,"[1, 0]","[0, 0, 0]",,"[1, 5, 6]",15668,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are squares.,,"[1, 0]",37,0
True,1,0,There are four notes.,There are four ticks.,2681,True,1,12.993333333333334,"[7, 9, 2]","[2, 6, 5]",response,1,True,"[0, 1]","[0, 0, 0]",,"[8, 5, 3]",6513,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four circles.,,"[0, 1]",37,1
True,1,3,6 + 4 = ?,Some of the symbols are squares.,1398,True,0,12.993333333333334,"[12, 5, 7]","[5, 0, 6]",filler,1,True,"[0, 1]","[7, 0, 0]",,"[10, 6, 4]",5964,0,,undefined,,exh-clausal,"[1, 0, 0]",1,,5 + 7 = ?,,"[1, 0]",37,0
True,1,0,There is a heart.,There is a square.,2912,True,2,12.993333333333334,"[9, 7, 5]","[5, 2, 0]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[4, 1, 3]",7559,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a triangle.,,"[0, 1]",37,1
True,0,2,"Some of the symbols are notes, but not all of them are notes.",Some of the symbols are diamonds.,1483,True,0,12.993333333333334,"[3, 6, 4]","[0, 9, 3]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[8, 7, 6]",14696,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"Some of the symbols are spades, but not all of them are spades.",,"[1, 0]",37,0
True,0,2,"Some of the symbols are triangles, but not all of them are triangles.",Some of the symbols are circles.,5044,True,0,12.993333333333334,"[3, 6, 2]","[7, 3, 1]",response,0,True,"[1, 0]","[0, 0, 0]",,"[9, 7, 2]",9051,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are spades, but not all of them are spades.",,"[1, 0]",37,0
True,1,0,Some of the symbols are hearts.,Some of the symbols are triangles.,1673,True,0,12.993333333333334,"[3, 2, 9]","[9, 4, 0]",response,1,True,"[0, 1]","[0, 0, 0]",,"[4, 9, 2]",5871,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,Some of the symbols are spades.,,"[1, 0]",37,0
True,0,0,Some of the symbols are diamonds.,Some of the symbols are spades.,1625,True,0,12.993333333333334,"[8, 7, 2]","[3, 2, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[0, 4, 5]",5248,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are notes.,,"[1, 0]",37,0
True,1,2,"There are four stars, but there are no more than four stars.",There are four hearts.,3776,True,1,12.993333333333334,"[2, 6, 0]","[4, 5, 2]",response,1,True,"[0, 1]","[0, 0, 0]",,"[6, 3, 1]",8022,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four ticks, but there are no more than four ticks.",,"[0, 1]",37,1
True,0,2,"There are four triangles, but there are no more than four triangles.",There are four diamonds.,1468,True,1,12.993333333333334,"[9, 2, 4]","[0, 3, 9]",response,0,True,"[1, 0]","[0, 0, 0]",,"[9, 3, 6]",6806,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"There are four triangles, but there are no more than four triangles.",,"[0, 1]",37,1
True,0,0,Some of the symbols are notes.,Some of the symbols are stars.,1716,True,0,12.993333333333334,"[0, 3, 5]","[6, 4, 9]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[8, 0, 5]",5387,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are diamonds.,,"[0, 1]",37,1
True,0,1,There are four diamonds.,There are four triangles.,1452,True,1,12.993333333333334,"[8, 5, 0]","[9, 4, 1]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[0, 4, 9]",4922,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four notes.,,"[0, 1]",37,1
True,1,2,"Some of the symbols are notes, but not all of them are notes.",Some of the symbols are circles.,2593,True,0,12.993333333333334,"[3, 8, 7]","[7, 3, 8]",response,1,True,"[0, 1]","[0, 0, 0]",,"[8, 5, 0]",7401,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,"Some of the symbols are spades, but not all of them are spades.",,"[0, 1]",37,1
True,1,0,There is a diamond.,There is a tick.,1283,True,2,12.993333333333334,"[9, 4, 0]","[2, 5, 4]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[0, 4, 1]",8628,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a triangle.,,"[1, 0]",37,0
True,1,1,Some of the symbols are triangles.,Some of the symbols are diamonds.,5718,True,0,12.993333333333334,"[3, 5, 6]","[0, 6, 9]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[9, 1, 2]",9229,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are spades.,,"[1, 0]",37,0
True,1,3,0 + 8 = ?,There is a tick.,1451,True,2,12.993333333333334,"[3, 0, 3]","[2, 8, 3]",response,1,True,"[0, 1]","[4, 0, 0]",,"[8, 0, 8]",4315,0,,undefined,,exh-clausal,"[9, 0, 0]",0,,0 + 3 = ?,,"[1, 0]",37,0
False,0,3,4 + 1 = ?,Some of the symbols are diamonds.,2609,False,0,12.993333333333334,"[17, 8, 9]","[0, 1, 3]",response,1,False,"[0, 1]","[4, 0, 0]",,"[5, 4, 1]",6722,0,,undefined,,exh-clausal,"[4, 0, 0]",0,,8 + 9 = ?,,"[1, 0]",37,1
True,0,0,There is a star.,There is a spade.,1363,True,2,12.993333333333334,"[8, 9, 2]","[3, 5, 7]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[6, 2, 8]",6235,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a note.,,"[0, 1]",37,1
True,1,0,Some of the symbols are clubs.,Some of the symbols are circles.,2415,True,0,12.993333333333334,"[1, 0, 2]","[7, 4, 5]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[1, 7, 5]",7532,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are clubs.,,"[0, 1]",37,1
True,0,1,There is a heart.,There is a triangle.,3695,True,2,12.993333333333334,"[0, 2, 4]","[9, 2, 1]",filler,0,True,"[1, 0]","[0, 0, 0]",,"[4, 0, 9]",9978,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a diamond.,,"[0, 1]",37,1
True,1,1,Some of the symbols are spades.,Some of the symbols are ticks.,2281,True,0,12.993333333333334,"[0, 1, 6]","[2, 9, 5]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[3, 0, 2]",11877,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,Some of the symbols are diamonds.,,"[1, 0]",37,0
False,0,3,2 + 1 = ?,There is a note.,1516,False,2,12.993333333333334,"[9, 8, 1]","[8, 1, 3]",filler,1,False,"[0, 1]","[9, 0, 0]",,"[3, 2, 1]",7423,1,,undefined,,exh-clausal,"[2, 0, 0]",1,,8 + 1 = ?,,"[0, 1]",37,0
True,1,0,There is a heart.,There is a note.,2194,True,2,12.993333333333334,"[8, 7, 0]","[8, 1, 6]",filler,1,True,"[0, 1]","[0, 0, 0]",,"[4, 9, 3]",5515,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There is a note.,,"[1, 0]",37,0
True,0,1,There are four clubs.,There are four triangles.,2275,True,1,12.993333333333334,"[6, 2, 4]","[9, 8, 7]",response,0,True,"[1, 0]","[0, 0, 0]",,"[1, 4, 6]",8183,0,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four stars.,,"[1, 0]",37,0
True,0,2,"There is a triangle, but there is nothing besides a triangle.",There is a club.,2130,True,2,12.993333333333334,"[2, 6, 4]","[1, 7, 3]",response,0,True,"[1, 0]","[0, 0, 0]",,"[9, 4, 5]",4818,0,,undefined,,exh-clausal,"[0, 0, 0]",0,,"There is a tick, but there is nothing besides a tick.",,"[1, 0]",37,0
True,0,0,There is a diamond.,There is a club.,1905,True,2,12.993333333333334,"[9, 3, 8]","[1, 4, 0]",response,0,True,"[1, 0]","[0, 0, 0]",,"[0, 2, 9]",6159,1,,undefined,,exh-clausal,"[0, 0, 0]",0,,There is a triangle.,,"[0, 1]",37,1
True,1,0,There are four triangles.,There are four stars.,2265,True,1,12.993333333333334,"[6, 0, 5]","[6, 0, 5]",response,1,True,"[0, 1]","[0, 0, 0]",,"[9, 5, 6]",4959,1,,undefined,,exh-clausal,"[0, 0, 0]",1,,There are four stars.,,"[0, 1]",37,1
