pTSymbols,primeType,responseSentence,primeOShuffle,trial_type,pTChoice,slide_type,goodPTChoice,primeStrength,pOSymbols,workerid,pTwrongAnswer,correctPTChoice,correctPOChoice,correctPChoices,pOSentence,pOChoice,slide_number,response,responseChoice,image,pTSentence,audio,block_rt,Answer.condition,btwncondition,goodPOChoice,responseSymbols,Answer.time_in_minutes,response_rt,pOwrongAnswer,primeTShuffle
"[8, 4, 6]",0,Some of the symbols are circles.,"[1, 0]",filler,1,,1,0,"[0, 9, 2]",30,"[0, 0, 0]",True,True,True,Some of the symbols are diamonds.,0,,,1,,Some of the symbols are notes.,,13620,undefined,exh-subclausal,0,"[7, 3, 1]",12.99855,1939,"[0, 0, 0]","[0, 1]"
"[7, 2, 1]",1,There are four triangles.,"[1, 0]",response,1,,1,1,"[8, 5, 1]",30,"[0, 0, 0]",True,True,True,There are four notes.,0,,,1,,There are four circles.,,3180,undefined,exh-subclausal,0,"[9, 3, 6]",12.99855,1222,"[0, 0, 0]","[0, 1]"
"[3, 0, 3]",1,There are four stars.,"[1, 0]",filler,1,,1,3,"[13, 7, 6]",30,"[9, 0, 0]",True,True,True,7 + 6 = ?,0,,,1,,0 + 3 = ?,,4428,undefined,exh-subclausal,0,"[6, 1, 8]",12.99855,1276,"[5, 0, 0]","[0, 1]"
"[8, 4, 4]",0,Some of the symbols are spades.,"[1, 0]",filler,1,,1,3,"[4, 4, 0]",30,"[3, 0, 0]",True,True,True,4 + 0 = ?,0,,,1,,4 + 4 = ?,,3884,undefined,exh-subclausal,0,"[3, 6, 2]",12.99855,1954,"[3, 0, 0]","[0, 1]"
"[8, 0, 2]",2,There is a circle.,"[1, 0]",filler,0,,0,0,"[1, 9, 0]",30,"[0, 0, 0]",True,True,True,There is a club.,0,,,1,,There is a note.,,3951,undefined,exh-subclausal,0,"[7, 0, 2]",12.99855,1360,"[0, 0, 0]","[1, 0]"
"[3, 2, 1]",0,Some of the symbols are spades.,"[0, 1]",filler,0,,0,2,"[1, 2, 4]",30,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,1,,,1,,Some but not all of the symbols are spades.,,5239,undefined,exh-subclausal,1,"[3, 1, 2]",12.99855,1470,"[0, 0, 0]","[1, 0]"
"[3, 0, 2]",2,There is a spade.,"[1, 0]",filler,0,,0,1,"[8, 7, 3]",30,"[0, 0, 0]",True,True,True,There is a note.,0,,,1,,There is a spade.,,5479,undefined,exh-subclausal,0,"[3, 0, 4]",12.99855,2543,"[0, 0, 0]","[1, 0]"
"[7, 4, 9]",2,There is a circle.,"[0, 1]",response,1,,1,1,"[4, 1, 0]",30,"[0, 0, 0]",True,True,True,There is a heart.,1,,,1,,There is a circle.,,3953,undefined,exh-subclausal,1,"[7, 1, 8]",12.99855,1588,"[0, 0, 0]","[0, 1]"
"[1, 2, 0]",0,Some of the symbols are notes.,"[0, 1]",filler,0,,0,1,"[8, 4, 6]",30,"[0, 0, 0]",True,True,True,Some of the symbols are notes.,1,,,1,,Some of the symbols are clubs.,,5920,undefined,exh-subclausal,1,"[8, 4, 7]",12.99855,1255,"[0, 0, 0]","[1, 0]"
"[8, 2, 4]",1,There are four diamonds.,"[0, 1]",filler,0,,0,1,"[2, 0, 6]",30,"[0, 0, 0]",True,True,True,There are four ticks.,1,,,1,,There are four notes.,,3520,undefined,exh-subclausal,1,"[0, 7, 2]",12.99855,1279,"[0, 0, 0]","[1, 0]"
"[9, 5, 3]",2,There is a club.,"[1, 0]",response,1,,1,1,"[8, 0, 9]",30,"[0, 0, 0]",True,True,True,There is a note.,0,,,1,,There is a triangle.,,4675,undefined,exh-subclausal,0,"[1, 3, 7]",12.99855,2353,"[0, 0, 0]","[0, 1]"
"[16, 9, 7]",2,There is a triangle.,"[1, 0]",filler,0,,1,3,"[7, 1, 6]",30,"[3, 0, 0]",False,False,False,1 + 6 = ?,1,,,1,,9 + 7 = ?,,3508,undefined,exh-subclausal,0,"[9, 6, 8]",12.99855,1161,"[0, 0, 0]","[0, 1]"
"[4, 6, 0]",2,There is a club.,"[1, 0]",filler,0,,0,1,"[9, 3, 0]",30,"[0, 0, 0]",True,True,True,There is a triangle.,0,,,1,,There is a heart.,,3546,undefined,exh-subclausal,0,"[1, 9, 2]",12.99855,1569,"[0, 0, 0]","[1, 0]"
"[1, 3, 7]",0,Some of the symbols are stars.,"[0, 1]",filler,0,,0,2,"[1, 9, 0]",30,"[0, 0, 0]",True,True,True,Some but not all of the symbols are clubs.,1,,,1,,Some but not all of the symbols are clubs.,,8390,undefined,exh-subclausal,1,"[6, 7, 1]",12.99855,1494,"[0, 0, 0]","[1, 0]"
"[1, 0, 6]",0,Some of the symbols are hearts.,"[1, 0]",response,1,,1,2,"[5, 6, 1]",30,"[0, 0, 0]",True,True,True,Some but not all of the symbols are squares.,0,,,1,,Some but not all of the symbols are clubs.,,6447,undefined,exh-subclausal,0,"[4, 7, 2]",12.99855,1817,"[0, 0, 0]","[0, 1]"
"[6, 5, 1]",1,There are four triangles.,"[0, 1]",response,0,,0,3,"[13, 6, 7]",30,"[4, 0, 0]",True,True,True,6 + 7 = ?,1,,,1,,5 + 1 = ?,,3992,undefined,exh-subclausal,1,"[9, 7, 3]",12.99855,958,"[5, 0, 0]","[1, 0]"
"[6, 9, 3]",2,There is a diamond.,"[1, 0]",response,0,,0,0,"[9, 5, 0]",30,"[0, 0, 0]",True,True,True,There is a triangle.,0,,,0,,There is a star.,,4920,undefined,exh-subclausal,0,"[0, 8, 1]",12.99855,1120,"[0, 0, 0]","[1, 0]"
"[1, 4, 0]",1,There are four diamonds.,"[1, 0]",filler,1,,1,2,"[4, 1, 6]",30,"[0, 0, 0]",True,True,True,There are four but no more than four hearts.,0,,,1,,There are four but no more than four clubs.,,5081,undefined,exh-subclausal,0,"[0, 1, 6]",12.99855,1504,"[0, 0, 0]","[0, 1]"
"[8, 0, 2]",1,There are four squares.,"[0, 1]",response,1,,1,0,"[8, 1, 9]",30,"[0, 0, 0]",True,True,True,There are four notes.,1,,,1,,There are four notes.,,5879,undefined,exh-subclausal,1,"[5, 3, 0]",12.99855,2470,"[0, 0, 0]","[0, 1]"
"[8, 7, 9]",0,Some of the symbols are spades.,"[1, 0]",response,1,,1,0,"[8, 6, 5]",30,"[0, 0, 0]",True,True,True,Some of the symbols are notes.,0,,,0,,Some of the symbols are notes.,,5204,undefined,exh-subclausal,0,"[3, 7, 8]",12.99855,1483,"[0, 0, 0]","[0, 1]"
"[7, 1, 3]",2,There is a star.,"[0, 1]",filler,1,,1,2,"[6, 9, 0]",30,"[0, 0, 0]",True,True,True,There is a star but nothing else.,1,,,1,,There is a circle but nothing else.,,5867,undefined,exh-subclausal,1,"[6, 5, 3]",12.99855,1295,"[0, 0, 0]","[0, 1]"
"[5, 9, 3]",1,There are four hearts.,"[1, 0]",response,0,,0,1,"[3, 6, 1]",30,"[0, 0, 0]",True,True,True,There are four spades.,0,,,1,,There are four squares.,,3560,undefined,exh-subclausal,0,"[4, 1, 5]",12.99855,959,"[0, 0, 0]","[1, 0]"
"[2, 5, 9]",0,Some of the symbols are triangles.,"[0, 1]",filler,1,,1,2,"[7, 4, 1]",30,"[0, 0, 0]",True,True,True,Some but not all of the symbols are circles.,1,,,1,,Some but not all of the symbols are ticks.,,5644,undefined,exh-subclausal,1,"[9, 5, 2]",12.99855,1484,"[0, 0, 0]","[0, 1]"
"[12, 4, 8]",2,There is a diamond.,"[0, 1]",response,0,,0,3,"[12, 8, 4]",30,"[0, 0, 0]",True,True,True,8 + 4 = ?,1,,,0,,4 + 8 = ?,,3901,undefined,exh-subclausal,1,"[0, 4, 3]",12.99855,1345,"[8, 0, 0]","[1, 0]"
"[0, 3, 6]",1,There are four clubs.,"[1, 0]",response,0,,0,1,"[0, 1, 4]",30,"[0, 0, 0]",True,True,True,There are four diamonds.,0,,,1,,There are four diamonds.,,3509,undefined,exh-subclausal,0,"[1, 4, 8]",12.99855,1663,"[0, 0, 0]","[1, 0]"
"[13, 9, 4]",0,Some of the symbols are clubs.,"[1, 0]",response,1,,0,3,"[6, 6, 0]",30,"[4, 0, 0]",False,True,False,6 + 0 = ?,0,,,1,,9 + 4 = ?,,4122,undefined,exh-subclausal,0,"[1, 8, 6]",12.99855,2055,"[7, 0, 0]","[1, 0]"
"[0, 8, 1]",1,There are four spades.,"[1, 0]",filler,0,,0,1,"[4, 5, 3]",30,"[0, 0, 0]",True,True,True,There are four hearts.,0,,,1,,There are four diamonds.,,4481,undefined,exh-subclausal,0,"[3, 9, 7]",12.99855,1008,"[0, 0, 0]","[1, 0]"
"[0, 3, 9]",0,Some of the symbols are hearts.,"[0, 1]",response,1,,1,2,"[7, 4, 8]",30,"[0, 0, 0]",True,True,True,Some but not all of the symbols are circles.,1,,,1,,Some but not all of the symbols are diamonds.,,7256,undefined,exh-subclausal,1,"[4, 3, 2]",12.99855,3512,"[0, 0, 0]","[0, 1]"
"[5, 1, 4]",2,There is a star.,"[1, 0]",filler,1,,1,2,"[0, 1, 8]",30,"[0, 0, 0]",True,True,True,There is a diamond but nothing else.,0,,,1,,There is a square but nothing else.,,4847,undefined,exh-subclausal,0,"[6, 0, 8]",12.99855,1859,"[0, 0, 0]","[0, 1]"
"[4, 3, 1]",1,There are four triangles.,"[1, 0]",response,1,,1,3,"[5, 2, 3]",30,"[2, 0, 0]",True,True,True,2 + 3 = ?,0,,,1,,3 + 1 = ?,,3800,undefined,exh-subclausal,0,"[9, 5, 2]",12.99855,1214,"[6, 0, 0]","[0, 1]"
"[6, 3, 2]",2,There is a heart.,"[0, 1]",response,1,,1,2,"[3, 4, 6]",30,"[0, 0, 0]",True,True,True,There is a spade but nothing else.,1,,,0,,There is a star but nothing else.,,4926,undefined,exh-subclausal,1,"[4, 3, 9]",12.99855,1654,"[0, 0, 0]","[0, 1]"
"[0, 7, 6]",0,Some of the symbols are ticks.,"[1, 0]",response,0,,0,0,"[5, 0, 3]",30,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,0,,,0,,Some of the symbols are diamonds.,,5195,undefined,exh-subclausal,0,"[2, 6, 5]",12.99855,1230,"[0, 0, 0]","[1, 0]"
"[11, 4, 7]",2,There is a star.,"[1, 0]",filler,0,,0,3,"[3, 3, 0]",30,"[0, 0, 0]",True,False,False,3 + 0 = ?,1,,,1,,4 + 7 = ?,,3707,undefined,exh-subclausal,0,"[6, 0, 5]",12.99855,1272,"[8, 0, 0]","[1, 0]"
"[1, 3, 4]",2,There is a circle.,"[0, 1]",filler,1,,0,1,"[0, 5, 3]",30,"[0, 0, 0]",False,False,False,There is a diamond.,0,,,1,,There is a club.,,6932,undefined,exh-subclausal,1,"[7, 9, 6]",12.99855,1182,"[0, 0, 0]","[1, 0]"
"[6, 4, 1]",1,There are four diamonds.,"[0, 1]",filler,1,,1,2,"[8, 4, 9]",30,"[0, 0, 0]",True,True,True,There are four but no more than four notes.,1,,,1,,There are four but no more than four stars.,,4296,undefined,exh-subclausal,1,"[0, 2, 1]",12.99855,1559,"[0, 0, 0]","[0, 1]"
"[2, 6, 5]",2,There is a triangle.,"[1, 0]",filler,0,,0,0,"[5, 6, 2]",30,"[0, 0, 0]",True,True,True,There is a square.,0,,,1,,There is a tick.,,5706,undefined,exh-subclausal,0,"[9, 7, 3]",12.99855,2592,"[0, 0, 0]","[1, 0]"
"[7, 7, 0]",2,There is a square.,"[0, 1]",response,1,,0,3,"[11, 7, 4]",30,"[8, 0, 0]",False,False,False,7 + 4 = ?,0,,,0,,7 + 0 = ?,,4078,undefined,exh-subclausal,1,"[5, 4, 7]",12.99855,1247,"[8, 0, 0]","[1, 0]"
"[7, 1, 3]",0,Some of the symbols are squares.,"[1, 0]",filler,1,,1,1,"[6, 9, 4]",30,"[0, 0, 0]",True,True,True,Some of the symbols are stars.,0,,,1,,Some of the symbols are circles.,,6689,undefined,exh-subclausal,0,"[5, 8, 1]",12.99855,2207,"[0, 0, 0]","[0, 1]"
"[2, 7, 9]",2,There is a note.,"[0, 1]",filler,1,,1,1,"[5, 1, 6]",30,"[0, 0, 0]",True,True,True,There is a square.,1,,,1,,There is a tick.,,5292,undefined,exh-subclausal,1,"[8, 1, 9]",12.99855,1393,"[0, 0, 0]","[0, 1]"
"[2, 1, 0]",1,There are four stars.,"[1, 0]",response,1,,1,0,"[5, 3, 1]",30,"[0, 0, 0]",True,True,True,There are four squares.,0,,,1,,There are four ticks.,,5905,undefined,exh-subclausal,0,"[6, 4, 0]",12.99855,2727,"[0, 0, 0]","[0, 1]"
"[8, 5, 4]",0,Some of the symbols are squares.,"[1, 0]",filler,0,,0,0,"[5, 6, 3]",30,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,0,,,1,,Some of the symbols are notes.,,5479,undefined,exh-subclausal,0,"[5, 2, 0]",12.99855,1795,"[0, 0, 0]","[1, 0]"
"[4, 0, 5]",2,There is a circle.,"[0, 1]",response,1,,1,1,"[8, 5, 7]",30,"[0, 0, 0]",True,True,True,There is a note.,1,,,0,,There is a heart.,,3648,undefined,exh-subclausal,1,"[7, 6, 9]",12.99855,1119,"[0, 0, 0]","[0, 1]"
"[1, 7, 2]",2,There is a triangle.,"[1, 0]",response,1,,1,0,"[8, 0, 9]",30,"[0, 0, 0]",True,True,True,There is a note.,0,,,0,,There is a club.,,4039,undefined,exh-subclausal,0,"[9, 2, 8]",12.99855,853,"[0, 0, 0]","[0, 1]"
"[2, 9, 0]",0,Some of the symbols are clubs.,"[1, 0]",filler,1,,0,1,"[9, 2, 1]",30,"[0, 0, 0]",False,True,False,Some of the symbols are triangles.,0,,,1,,Some of the symbols are ticks.,,6657,undefined,exh-subclausal,0,"[1, 6, 3]",12.99855,2336,"[0, 0, 0]","[1, 0]"
"[6, 8, 4]",2,There is a diamond.,"[1, 0]",response,0,,0,0,"[7, 0, 5]",30,"[0, 0, 0]",True,True,True,There is a circle.,0,,,0,,There is a star.,,3799,undefined,exh-subclausal,0,"[0, 5, 4]",12.99855,1327,"[0, 0, 0]","[1, 0]"
"[18, 9, 9]",0,Some of the symbols are notes.,"[1, 0]",response,1,,1,3,"[10, 4, 6]",30,"[9, 0, 0]",True,True,True,4 + 6 = ?,0,,,1,,9 + 9 = ?,,3610,undefined,exh-subclausal,0,"[8, 2, 9]",12.99855,1546,"[7, 0, 0]","[0, 1]"
"[5, 2, 8]",2,There is a note.,"[0, 1]",filler,0,,0,0,"[9, 1, 7]",30,"[0, 0, 0]",True,True,True,There is a triangle.,1,,,1,,There is a square.,,4079,undefined,exh-subclausal,1,"[8, 0, 3]",12.99855,1456,"[0, 0, 0]","[1, 0]"
"[9, 7, 2]",2,There is a triangle.,"[0, 1]",filler,1,,0,3,"[15, 7, 8]",30,"[1, 0, 0]",False,False,False,7 + 8 = ?,0,,,1,,7 + 2 = ?,,3743,undefined,exh-subclausal,1,"[9, 5, 6]",12.99855,1055,"[8, 0, 0]","[1, 0]"
"[0, 7, 5]",1,There are four stars.,"[0, 1]",response,1,,1,2,"[6, 9, 2]",30,"[0, 0, 0]",True,True,True,There are four but no more than four stars.,1,,,1,,There are four but no more than four diamonds.,,4864,undefined,exh-subclausal,1,"[6, 3, 7]",12.99855,1944,"[0, 0, 0]","[0, 1]"
"[2, 6, 1]",1,There are four clubs.,"[1, 0]",filler,0,,0,0,"[6, 3, 5]",30,"[0, 0, 0]",True,True,True,There are four stars.,0,,,1,,There are four ticks.,,6068,undefined,exh-subclausal,0,"[1, 9, 7]",12.99855,1698,"[0, 0, 0]","[1, 0]"
"[3, 0, 7]",2,There is a note.,"[1, 0]",response,0,,0,1,"[6, 3, 9]",30,"[0, 0, 0]",True,True,True,There is a star.,0,,,0,,There is a spade.,,4270,undefined,exh-subclausal,0,"[8, 2, 3]",12.99855,1514,"[0, 0, 0]","[1, 0]"
"[9, 0, 9]",1,There are four stars.,"[0, 1]",filler,1,,0,3,"[15, 8, 7]",30,"[9, 0, 0]",False,False,False,8 + 7 = ?,0,,,1,,0 + 9 = ?,,3704,undefined,exh-subclausal,1,"[6, 2, 5]",12.99855,1024,"[1, 0, 0]","[1, 0]"
"[3, 5, 6]",1,There are four spades.,"[1, 0]",response,0,,0,2,"[3, 6, 7]",30,"[0, 0, 0]",True,True,True,There are four but no more than four spades.,0,,,1,,There are four but no more than four spades.,,5208,undefined,exh-subclausal,0,"[3, 1, 5]",12.99855,1984,"[0, 0, 0]","[1, 0]"
"[4, 2, 3]",1,There are four spades.,"[0, 1]",response,0,,0,2,"[4, 3, 7]",30,"[0, 0, 0]",True,True,True,There are four but no more than four hearts.,1,,,1,,There are four but no more than four hearts.,,5222,undefined,exh-subclausal,1,"[3, 5, 6]",12.99855,1814,"[0, 0, 0]","[1, 0]"
"[3, 6, 0]",1,There are four diamonds.,"[0, 1]",response,1,,1,0,"[8, 4, 2]",30,"[0, 0, 0]",True,True,True,There are four notes.,1,,,0,,There are four spades.,,6090,undefined,exh-subclausal,1,"[0, 2, 9]",12.99855,1223,"[0, 0, 0]","[0, 1]"
"[2, 3, 9]",0,Some of the symbols are spades.,"[0, 1]",filler,1,,1,2,"[5, 4, 3]",30,"[0, 0, 0]",True,True,True,Some but not all of the symbols are squares.,1,,,1,,Some but not all of the symbols are ticks.,,5454,undefined,exh-subclausal,1,"[3, 5, 4]",12.99855,2209,"[0, 0, 0]","[0, 1]"
"[10, 7, 3]",0,Some of the symbols are ticks.,"[0, 1]",response,1,,1,3,"[12, 5, 7]",30,"[4, 0, 0]",True,False,False,5 + 7 = ?,0,,,1,,7 + 3 = ?,,4168,undefined,exh-subclausal,1,"[2, 6, 7]",12.99855,2152,"[5, 0, 0]","[0, 1]"
"[2, 1, 1]",0,Some of the symbols are circles.,"[0, 1]",filler,0,,0,3,"[10, 1, 9]",30,"[2, 0, 0]",True,False,False,1 + 9 = ?,0,,,1,,1 + 1 = ?,,8686,undefined,exh-subclausal,1,"[7, 3, 0]",12.99855,2300,"[6, 0, 0]","[1, 0]"
"[0, 1, 2]",1,There are four clubs.,"[0, 1]",filler,1,,1,0,"[5, 9, 7]",30,"[0, 0, 0]",True,True,True,There are four squares.,1,,,1,,There are four diamonds.,,3202,undefined,exh-subclausal,1,"[1, 2, 7]",12.99855,920,"[0, 0, 0]","[0, 1]"
"[11, 5, 6]",1,There are four hearts.,"[1, 0]",response,0,,0,3,"[13, 6, 7]",30,"[9, 0, 0]",True,False,False,6 + 7 = ?,1,,,1,,5 + 6 = ?,,3918,undefined,exh-subclausal,0,"[4, 6, 7]",12.99855,1606,"[2, 0, 0]","[1, 0]"
"[5, 6, 2]",0,Some of the symbols are hearts.,"[0, 1]",response,0,,0,2,"[8, 0, 4]",30,"[0, 0, 0]",True,True,True,Some but not all of the symbols are notes.,1,,,1,,Some but not all of the symbols are squares.,,6200,undefined,exh-subclausal,1,"[4, 5, 6]",12.99855,1255,"[0, 0, 0]","[1, 0]"
"[15, 8, 7]",0,Some of the symbols are notes.,"[0, 1]",filler,0,,1,3,"[8, 0, 8]",30,"[0, 0, 0]",False,True,False,0 + 8 = ?,1,,,1,,8 + 7 = ?,,3491,undefined,exh-subclausal,1,"[8, 9, 0]",12.99855,1607,"[3, 0, 0]","[0, 1]"
"[4, 8, 5]",0,Some of the symbols are ticks.,"[0, 1]",response,0,,0,0,"[5, 0, 2]",30,"[0, 0, 0]",True,True,True,Some of the symbols are squares.,1,,,1,,Some of the symbols are hearts.,,5574,undefined,exh-subclausal,1,"[2, 1, 3]",12.99855,2024,"[0, 0, 0]","[1, 0]"
"[2, 6, 8]",2,There is a note.,"[0, 1]",filler,1,,1,0,"[6, 8, 4]",30,"[0, 0, 0]",True,True,True,There is a star.,1,,,1,,There is a tick.,,5016,undefined,exh-subclausal,1,"[8, 7, 9]",12.99855,1095,"[0, 0, 0]","[0, 1]"
"[2, 1, 0]",0,Some of the symbols are hearts.,"[1, 0]",response,0,,0,1,"[7, 3, 0]",30,"[0, 0, 0]",True,True,True,Some of the symbols are circles.,0,,,1,,Some of the symbols are ticks.,,5366,undefined,exh-subclausal,0,"[4, 0, 7]",12.99855,1969,"[0, 0, 0]","[1, 0]"
"[6, 8, 3]",1,There are four circles.,"[1, 0]",filler,1,,1,2,"[5, 4, 2]",30,"[0, 0, 0]",True,True,True,There are four but no more than four squares.,0,,,1,,There are four but no more than four stars.,,4329,undefined,exh-subclausal,0,"[7, 2, 3]",12.99855,1252,"[0, 0, 0]","[0, 1]"
"[7, 2, 8]",1,There are four stars.,"[1, 0]",filler,0,,0,1,"[6, 1, 4]",30,"[0, 0, 0]",True,True,True,There are four stars.,0,,,1,,There are four circles.,,3303,undefined,exh-subclausal,0,"[6, 3, 0]",12.99855,1052,"[0, 0, 0]","[1, 0]"
"[5, 8, 9]",0,Some of the symbols are hearts.,"[1, 0]",filler,1,,1,1,"[6, 7, 8]",30,"[0, 0, 0]",True,True,True,Some of the symbols are stars.,0,,,1,,Some of the symbols are squares.,,5113,undefined,exh-subclausal,0,"[4, 9, 1]",12.99855,1482,"[0, 0, 0]","[0, 1]"
"[5, 9, 3]",2,There is a note.,"[0, 1]",response,0,,0,2,"[3, 2, 4]",30,"[0, 0, 0]",True,True,True,There is a spade but nothing else.,1,,,1,,There is a square but nothing else.,,6720,undefined,exh-subclausal,1,"[8, 7, 5]",12.99855,3217,"[0, 0, 0]","[1, 0]"
"[2, 8, 6]",1,There are four ticks.,"[1, 0]",filler,0,,0,0,"[2, 8, 6]",30,"[0, 0, 0]",True,True,True,There are four ticks.,0,,,1,,There are four ticks.,,3714,undefined,exh-subclausal,0,"[2, 3, 8]",12.99855,1227,"[0, 0, 0]","[1, 0]"
"[6, 7, 1]",2,There is a diamond.,"[0, 1]",response,1,,1,2,"[2, 6, 5]",30,"[0, 0, 0]",True,True,True,There is a tick but nothing else.,1,,,1,,There is a star but nothing else.,,5669,undefined,exh-subclausal,1,"[0, 1, 3]",12.99855,2820,"[0, 0, 0]","[0, 1]"
"[2, 8, 7]",2,There is a triangle.,"[0, 1]",filler,0,,0,2,"[3, 4, 6]",30,"[0, 0, 0]",True,True,True,There is a spade but nothing else.,1,,,1,,There is a tick but nothing else.,,4319,undefined,exh-subclausal,1,"[9, 3, 4]",12.99855,1647,"[0, 0, 0]","[1, 0]"
"[4, 0, 7]",1,There are four circles.,"[0, 1]",filler,0,,0,2,"[6, 5, 7]",30,"[0, 0, 0]",True,True,True,There are four but no more than four stars.,1,,,1,,There are four but no more than four hearts.,,4153,undefined,exh-subclausal,1,"[7, 8, 6]",12.99855,1352,"[0, 0, 0]","[1, 0]"
"[4, 1, 3]",1,There are four notes.,"[1, 0]",response,0,,1,3,"[11, 4, 7]",30,"[3, 0, 0]",False,False,False,4 + 7 = ?,1,,,1,,1 + 3 = ?,,4091,undefined,exh-subclausal,0,"[8, 4, 0]",12.99855,1889,"[9, 0, 0]","[0, 1]"
"[9, 4, 7]",2,There is a diamond.,"[0, 1]",filler,1,,1,2,"[2, 7, 5]",30,"[0, 0, 0]",True,True,True,There is a tick but nothing else.,1,,,1,,There is a triangle but nothing else.,,4122,undefined,exh-subclausal,1,"[0, 2, 1]",12.99855,1218,"[0, 0, 0]","[0, 1]"
,,,,,,bot_check,,,,31,,,,,,,1,"[0, 'Susan']",,Susan,,,,undefined,,,,21.365466666666666,,,
"[1, 8, 0]",2,There is a square.,"[1, 0]",filler,0,,1,2,"[9, 8, 6]",31,"[0, 0, 0]",False,False,False,There is a triangle but nothing else.,1,,,1,,There is a club but nothing else.,,9889,undefined,exh-subclausal,0,"[5, 0, 9]",21.365466666666666,3244,"[0, 0, 0]","[0, 1]"
"[1, 2, 3]",1,There are four triangles.,"[1, 0]",response,1,,0,2,"[0, 4, 2]",31,"[0, 0, 0]",False,False,False,There are four but no more than four diamonds.,1,,,1,,There are four but no more than four clubs.,,8119,undefined,exh-subclausal,0,"[9, 2, 6]",21.365466666666666,3161,"[0, 0, 0]","[1, 0]"
"[7, 3, 1]",1,There are four notes.,"[0, 1]",response,0,,0,2,"[4, 8, 1]",31,"[0, 0, 0]",True,True,True,There are four but no more than four hearts.,1,,,1,,There are four but no more than four circles.,,8375,undefined,exh-subclausal,1,"[8, 7, 3]",21.365466666666666,1814,"[0, 0, 0]","[1, 0]"
"[6, 3, 0]",0,Some of the symbols are squares.,"[0, 1]",filler,0,,1,0,"[2, 4, 8]",31,"[0, 0, 0]",False,True,False,Some of the symbols are ticks.,1,,,1,,Some of the symbols are stars.,,6633,undefined,exh-subclausal,1,"[5, 4, 8]",21.365466666666666,1716,"[0, 0, 0]","[0, 1]"
"[5, 9, 6]",0,Some of the symbols are stars.,"[1, 0]",filler,1,,0,1,"[6, 0, 5]",31,"[0, 0, 0]",False,False,False,Some of the symbols are stars.,1,,,0,,Some of the symbols are squares.,,6779,undefined,exh-subclausal,0,"[6, 8, 1]",21.365466666666666,1991,"[0, 0, 0]","[1, 0]"
"[13, 4, 9]",0,Some of the symbols are hearts.,"[1, 0]",filler,0,,1,3,"[11, 5, 6]",31,"[3, 0, 0]",False,False,False,5 + 6 = ?,1,,,1,,4 + 9 = ?,,10822,undefined,exh-subclausal,0,"[4, 1, 5]",21.365466666666666,2744,"[6, 0, 0]","[0, 1]"
"[1, 0, 7]",1,There are four squares.,"[1, 0]",filler,1,,1,2,"[7, 9, 0]",31,"[0, 0, 0]",True,False,False,There are four but no more than four circles.,1,,,0,,There are four but no more than four clubs.,,6617,undefined,exh-subclausal,0,"[5, 9, 6]",21.365466666666666,2233,"[0, 0, 0]","[0, 1]"
"[11, 8, 3]",2,There is a note.,"[0, 1]",response,1,,1,3,"[10, 2, 8]",31,"[8, 0, 0]",True,False,False,2 + 8 = ?,0,,,1,,8 + 3 = ?,,10366,undefined,exh-subclausal,1,"[8, 1, 9]",21.365466666666666,2590,"[2, 0, 0]","[0, 1]"
"[2, 7, 0]",0,Some of the symbols are circles.,"[1, 0]",response,0,,1,2,"[7, 1, 0]",31,"[0, 0, 0]",False,False,False,Some but not all of the symbols are circles.,1,,,1,,Some but not all of the symbols are ticks.,,10983,undefined,exh-subclausal,0,"[7, 9, 6]",21.365466666666666,3613,"[0, 0, 0]","[0, 1]"
"[17, 8, 9]",1,There are four triangles.,"[0, 1]",response,1,,1,3,"[7, 7, 0]",31,"[1, 0, 0]",True,False,False,7 + 0 = ?,0,,,1,,8 + 9 = ?,,7255,undefined,exh-subclausal,1,"[9, 3, 4]",21.365466666666666,2222,"[8, 0, 0]","[0, 1]"
"[3, 7, 0]",0,Some of the symbols are squares.,"[1, 0]",filler,1,,1,0,"[9, 2, 1]",31,"[0, 0, 0]",True,True,True,Some of the symbols are triangles.,0,,,1,,Some of the symbols are spades.,,7688,undefined,exh-subclausal,0,"[5, 0, 9]",21.365466666666666,2789,"[0, 0, 0]","[0, 1]"
"[3, 8, 1]",0,Some of the symbols are hearts.,"[0, 1]",filler,1,,0,2,"[4, 0, 6]",31,"[0, 0, 0]",False,False,False,Some but not all of the symbols are hearts.,0,,,1,,Some but not all of the symbols are spades.,,9531,undefined,exh-subclausal,1,"[4, 0, 6]",21.365466666666666,2570,"[0, 0, 0]","[1, 0]"
"[7, 1, 8]",1,There are four squares.,"[0, 1]",response,0,,0,1,"[2, 1, 9]",31,"[0, 0, 0]",True,False,False,There are four ticks.,0,,,1,,There are four circles.,,11654,undefined,exh-subclausal,1,"[5, 0, 1]",21.365466666666666,2408,"[0, 0, 0]","[1, 0]"
"[7, 8, 0]",1,There are four squares.,"[0, 1]",response,1,,0,0,"[8, 6, 3]",31,"[0, 0, 0]",False,True,False,There are four notes.,1,,,1,,There are four circles.,,6352,undefined,exh-subclausal,1,"[5, 6, 2]",21.365466666666666,2111,"[0, 0, 0]","[1, 0]"
