responseSymbols,slide_type,response,image,Answer.condition,block_rt,pOSymbols,correctPTChoice,primeStrength,goodPTChoice,responseChoice,primeTShuffle,pOwrongAnswer,pTSentence,trial_type,goodPOChoice,pTSymbols,workerid,pOSentence,primeOShuffle,responseSentence,pOChoice,pTChoice,btwncondition,primeType,Answer.time_in_minutes,correctPChoices,audio,slide_number,pTwrongAnswer,response_rt,correctPOChoice
"[1, 3, 8]",,,,undefined,8831,"[4, 6, 0]",True,0,0,0,"[1, 0]","[0, 0, 0]",There is a square.,response,0,"[5, 8, 1]",38,There is a heart.,"[1, 0]",There is a club.,0,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2519,True
"[7, 0, 2]",,,,undefined,8175,"[9, 5, 6]",True,1,1,1,"[0, 1]","[0, 0, 0]",There are four clubs.,filler,0,"[1, 4, 5]",38,There are four triangles.,"[1, 0]",There are four circles.,0,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2559,True
"[3, 1, 7]",,,,undefined,11120,"[11, 6, 5]",True,3,0,1,"[1, 0]","[5, 0, 0]",2 + 0 = ?,filler,1,"[2, 2, 0]",38,6 + 5 = ?,"[0, 1]",There are four spades.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[9, 0, 0]",3943,True
"[2, 7, 0]",,,,undefined,12959,"[6, 7, 2]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a heart.,response,0,"[4, 1, 5]",38,There is a star.,"[1, 0]",There is a tick.,0,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3094,True
"[5, 2, 4]",,,,undefined,7743,"[6, 2, 4]",False,3,0,1,"[1, 0]","[1, 0, 0]",1 + 2 = ?,filler,1,"[3, 1, 2]",38,2 + 4 = ?,"[0, 1]",There is a square.,0,1,exh-subclausal,2,21.044366666666665,False,,,"[1, 0, 0]",3118,False
"[1, 8, 2]",,,,undefined,41456,"[8, 5, 2]",True,0,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are hearts.,response,1,"[4, 8, 3]",38,Some of the symbols are notes.,"[0, 1]",Some of the symbols are clubs.,1,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2640,True
"[0, 3, 2]",,,,undefined,8823,"[2, 7, 6]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a note.,filler,0,"[8, 3, 1]",38,There is a tick.,"[1, 0]",There is a diamond.,0,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3143,True
"[7, 1, 3]",,,,undefined,7440,"[7, 6, 1]",True,1,0,0,"[1, 0]","[0, 0, 0]",There is a club.,response,1,"[1, 4, 9]",38,There is a circle.,"[0, 1]",There is a circle.,1,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",1959,True
"[5, 4, 6]",,,,undefined,8200,"[5, 2, 0]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are triangles.,filler,0,"[9, 7, 6]",38,Some of the symbols are squares.,"[1, 0]",Some of the symbols are squares.,0,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2664,True
"[8, 4, 0]",,,,undefined,7151,"[8, 2, 6]",False,3,0,0,"[1, 0]","[9, 0, 0]",6 + 2 = ?,response,0,"[8, 6, 2]",38,2 + 6 = ?,"[1, 0]",There is a note.,0,1,exh-subclausal,2,21.044366666666665,False,,,"[2, 0, 0]",2087,True
"[0, 2, 3]",,,,undefined,7864,"[3, 9, 0]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four stars.,filler,1,"[6, 9, 4]",38,There are four spades.,"[0, 1]",There are four diamonds.,1,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2476,True
"[1, 2, 9]",,,,undefined,8168,"[5, 4, 1]",False,3,0,0,"[1, 0]","[2, 0, 0]",9 + 2 = ?,response,1,"[11, 9, 2]",38,4 + 1 = ?,"[0, 1]",There are four clubs.,0,1,exh-subclausal,1,21.044366666666665,False,,,"[5, 0, 0]",3039,False
"[0, 6, 5]",,,,undefined,11391,"[2, 3, 9]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are notes.,filler,1,"[8, 2, 0]",38,Some but not all of the symbols are ticks.,"[0, 1]",Some of the symbols are diamonds.,1,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",3527,True
"[7, 0, 2]",,,,undefined,17385,"[8, 4, 0]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four stars.,filler,1,"[6, 2, 5]",38,There are four but no more than four notes.,"[0, 1]",There are four circles.,1,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2560,True
"[1, 8, 0]",,,,undefined,7135,"[2, 6, 4]",True,0,1,0,"[0, 1]","[0, 0, 0]",There is a square.,response,1,"[5, 4, 2]",38,There is a tick.,"[0, 1]",There is a club.,1,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2231,True
"[9, 7, 1]",,,,undefined,9847,"[9, 7, 1]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a star.,filler,1,"[6, 7, 0]",38,There is a triangle.,"[0, 1]",There is a triangle.,1,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3247,True
"[9, 0, 8]",,,,undefined,7479,"[13, 8, 5]",False,3,1,0,"[0, 1]","[1, 0, 0]",7 + 2 = ?,response,0,"[9, 7, 2]",38,8 + 5 = ?,"[1, 0]",Some of the symbols are triangles.,1,0,exh-subclausal,0,21.044366666666665,False,,,"[3, 0, 0]",3118,False
"[1, 8, 7]",,,,undefined,7665,"[13, 7, 6]",True,3,1,0,"[0, 1]","[2, 0, 0]",1 + 4 = ?,response,1,"[5, 1, 4]",38,7 + 6 = ?,"[0, 1]",There is a club.,0,1,exh-subclausal,2,21.044366666666665,False,,,"[6, 0, 0]",2543,False
"[8, 4, 5]",,,,undefined,10199,"[3, 5, 6]",True,0,1,0,"[0, 1]","[0, 0, 0]",There is a spade.,response,1,"[3, 7, 6]",38,There is a spade.,"[0, 1]",There is a note.,1,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2671,True
"[3, 7, 0]",,,,undefined,8599,"[5, 6, 4]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a note.,filler,0,"[8, 4, 7]",38,There is a square.,"[1, 0]",There is a spade.,0,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3566,True
"[1, 0, 3]",,,,undefined,8688,"[3, 7, 5]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a spade but nothing else.,filler,1,"[3, 8, 7]",38,There is a spade but nothing else.,"[0, 1]",There is a club.,1,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2704,True
"[4, 0, 7]",,,,undefined,7071,"[5, 4, 1]",False,3,0,0,"[1, 0]","[6, 0, 0]",0 + 5 = ?,response,0,"[5, 0, 5]",38,4 + 1 = ?,"[1, 0]",There are four hearts.,0,1,exh-subclausal,1,21.044366666666665,False,,,"[6, 0, 0]",2631,True
"[1, 9, 3]",,,,undefined,10000,"[7, 2, 6]",True,0,0,1,"[1, 0]","[0, 0, 0]",There is a note.,filler,0,"[8, 6, 1]",38,There is a circle.,"[1, 0]",There is a club.,0,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3391,True
"[1, 3, 8]",,,,undefined,9192,"[3, 5, 6]",True,0,0,1,"[1, 0]","[0, 0, 0]",There are four stars.,filler,1,"[6, 3, 2]",38,There are four spades.,"[0, 1]",There are four clubs.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2608,True
"[2, 7, 3]",,,,undefined,7984,"[0, 8, 5]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four circles.,filler,0,"[7, 8, 4]",38,There are four diamonds.,"[1, 0]",There are four ticks.,0,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2839,True
"[9, 6, 5]",,,,undefined,7519,"[5, 5, 0]",False,3,0,1,"[1, 0]","[3, 0, 0]",3 + 6 = ?,filler,0,"[9, 3, 6]",38,5 + 0 = ?,"[1, 0]",There are four triangles.,0,1,exh-subclausal,1,21.044366666666665,False,,,"[5, 0, 0]",2791,True
"[1, 3, 2]",,,,undefined,8472,"[1, 0, 8]",True,2,0,0,"[1, 0]","[0, 0, 0]",There are four but no more than four notes.,response,0,"[8, 2, 3]",38,There are four but no more than four clubs.,"[1, 0]",There are four clubs.,0,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2783,True
"[8, 0, 3]",,,,undefined,10520,"[8, 9, 0]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four spades.,filler,1,"[3, 5, 4]",38,There are four notes.,"[0, 1]",There are four notes.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2535,True
"[1, 7, 0]",,,,undefined,10464,"[16, 9, 7]",False,3,1,0,"[0, 1]","[5, 0, 0]",2 + 5 = ?,response,1,"[7, 2, 5]",38,9 + 7 = ?,"[0, 1]",Some of the symbols are clubs.,1,0,exh-subclausal,0,21.044366666666665,False,,,"[8, 0, 0]",2647,True
"[8, 5, 6]",,,,undefined,18735,"[7, 8, 5]",True,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are notes.,filler,0,"[8, 5, 1]",38,Some of the symbols are circles.,"[1, 0]",Some of the symbols are notes.,0,0,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2895,True
"[1, 0, 6]",,,,undefined,52854,"[2, 4, 0]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,response,0,"[2, 1, 3]",38,Some of the symbols are ticks.,"[1, 0]",Some of the symbols are clubs.,0,0,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2607,True
"[4, 2, 3]",,,,undefined,8695,"[8, 6, 9]",True,1,1,0,"[0, 1]","[0, 0, 0]",There are four squares.,response,1,"[5, 8, 9]",38,There are four notes.,"[0, 1]",There are four hearts.,1,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2751,True
"[9, 6, 4]",,,,undefined,8248,"[5, 2, 3]",False,3,1,0,"[0, 1]","[2, 0, 0]",9 + 3 = ?,response,0,"[12, 9, 3]",38,2 + 3 = ?,"[1, 0]",There is a triangle.,1,0,exh-subclausal,2,21.044366666666665,False,,,"[5, 0, 0]",2103,False
"[3, 4, 8]",,,,undefined,8816,"[6, 7, 9]",True,1,1,0,"[0, 1]","[0, 0, 0]",There is a club.,response,0,"[1, 7, 5]",38,There is a star.,"[1, 0]",There is a spade.,0,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2566,True
"[5, 2, 8]",,,,undefined,9207,"[5, 1, 4]",True,1,0,1,"[1, 0]","[0, 0, 0]",There are four ticks.,filler,1,"[2, 6, 1]",38,There are four squares.,"[0, 1]",There are four squares.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",3831,True
"[2, 6, 3]",,,,undefined,7000,"[17, 8, 9]",False,3,1,0,"[0, 1]","[2, 0, 0]",5 + 3 = ?,response,1,"[8, 5, 3]",38,8 + 9 = ?,"[0, 1]",There is a tick.,1,0,exh-subclausal,2,21.044366666666665,False,,,"[7, 0, 0]",2383,True
"[6, 8, 4]",,,,undefined,10320,"[7, 8, 3]",True,2,0,1,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are clubs.,filler,0,"[1, 8, 6]",38,Some but not all of the symbols are circles.,"[1, 0]",Some of the symbols are stars.,0,0,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",3959,True
"[4, 3, 0]",,,,undefined,8520,"[8, 9, 1]",True,1,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are squares.,response,1,"[5, 0, 1]",38,Some of the symbols are notes.,"[0, 1]",Some of the symbols are hearts.,1,0,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2895,True
"[5, 8, 0]",,,,undefined,8712,"[6, 3, 9]",True,0,0,0,"[1, 0]","[0, 0, 0]",Some of the symbols are ticks.,response,0,"[2, 6, 9]",38,Some of the symbols are stars.,"[1, 0]",Some of the symbols are squares.,0,0,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2568,True
"[4, 9, 8]",,,,undefined,7680,"[2, 1, 4]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four circles.,response,0,"[7, 9, 3]",38,There are four ticks.,"[1, 0]",There are four hearts.,0,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2760,True
"[1, 8, 6]",,,,undefined,9103,"[7, 5, 3]",False,0,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are hearts.,filler,1,"[4, 6, 0]",38,Some of the symbols are circles.,"[0, 1]",Some of the symbols are clubs.,1,1,exh-subclausal,0,21.044366666666665,False,,,"[0, 0, 0]",3751,True
"[4, 9, 6]",,,,undefined,11696,"[4, 1, 0]",True,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are spades.,filler,0,"[3, 6, 4]",38,Some of the symbols are hearts.,"[1, 0]",Some of the symbols are hearts.,0,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",3614,True
"[2, 5, 8]",,,,undefined,8784,"[9, 2, 1]",True,1,0,0,"[1, 0]","[0, 0, 0]",There are four ticks.,response,1,"[2, 5, 4]",38,There are four triangles.,"[0, 1]",There are four ticks.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",3568,True
"[9, 4, 3]",,,,undefined,9311,"[2, 0, 2]",False,3,0,1,"[1, 0]","[5, 0, 0]",6 + 7 = ?,filler,0,"[13, 6, 7]",38,0 + 2 = ?,"[1, 0]",There is a triangle.,0,1,exh-subclausal,2,21.044366666666665,False,,,"[4, 0, 0]",3598,True
"[4, 1, 5]",,,,undefined,7502,"[9, 4, 6]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a tick but nothing else.,filler,0,"[2, 6, 4]",38,There is a triangle but nothing else.,"[1, 0]",There is a heart.,0,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2503,True
"[4, 6, 1]",,,,undefined,11416,"[5, 0, 8]",True,0,1,1,"[0, 1]","[0, 0, 0]",There is a square.,filler,1,"[5, 6, 0]",38,There is a square.,"[0, 1]",There is a heart.,1,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3303,True
"[3, 4, 0]",,,,undefined,8512,"[7, 0, 1]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a note but nothing else.,response,0,"[8, 1, 2]",38,There is a circle but nothing else.,"[1, 0]",There is a spade.,0,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3496,True
"[4, 8, 2]",,,,undefined,9527,"[9, 6, 0]",True,0,0,0,"[1, 0]","[0, 0, 0]",There are four triangles.,response,0,"[9, 5, 1]",38,There are four triangles.,"[1, 0]",There are four hearts.,0,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2335,True
"[6, 7, 8]",,,,undefined,12352,"[6, 8, 9]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four ticks.,filler,1,"[2, 5, 6]",38,There are four but no more than four stars.,"[0, 1]",There are four stars.,1,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",6359,True
"[7, 8, 9]",,,,undefined,11784,"[7, 5, 2]",True,2,0,0,"[1, 0]","[0, 0, 0]",There are four but no more than four clubs.,response,1,"[1, 8, 4]",38,There are four but no more than four circles.,"[0, 1]",There are four circles.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2551,True
"[0, 4, 3]",,,,undefined,6696,"[2, 6, 5]",True,1,0,0,"[1, 0]","[0, 0, 0]",There is a triangle.,response,0,"[9, 8, 2]",38,There is a tick.,"[1, 0]",There is a diamond.,0,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2080,True
"[4, 7, 8]",,,,undefined,7999,"[4, 8, 3]",True,1,1,1,"[0, 1]","[0, 0, 0]",There is a star.,filler,1,"[6, 2, 9]",38,There is a heart.,"[0, 1]",There is a heart.,1,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2398,True
"[0, 7, 5]",,,,undefined,53135,"[0, 7, 4]",True,2,1,1,"[0, 1]","[0, 0, 0]",There are four but no more than four squares.,filler,0,"[5, 1, 9]",38,There are four but no more than four diamonds.,"[1, 0]",There are four diamonds.,0,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",4311,True
"[3, 8, 4]",,,,undefined,10103,"[1, 8, 0]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a heart but nothing else.,response,1,"[4, 9, 0]",38,There is a club but nothing else.,"[0, 1]",There is a spade.,1,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3150,True
"[0, 5, 9]",,,,undefined,10265,"[2, 0, 8]",True,2,1,1,"[0, 1]","[0, 0, 0]",There is a spade but nothing else.,filler,1,"[3, 2, 4]",38,There is a tick but nothing else.,"[0, 1]",There is a diamond.,1,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",5144,True
"[5, 9, 4]",,,,undefined,8295,"[8, 1, 7]",False,3,1,1,"[0, 1]","[3, 0, 0]",8 + 1 = ?,filler,0,"[9, 8, 1]",38,1 + 7 = ?,"[1, 0]",Some of the symbols are squares.,1,0,exh-subclausal,0,21.044366666666665,False,,,"[3, 0, 0]",3247,False
"[1, 5, 3]",,,,undefined,33695,"[13, 4, 9]",True,3,0,1,"[1, 0]","[8, 0, 0]",2 + 0 = ?,filler,1,"[2, 2, 0]",38,4 + 9 = ?,"[0, 1]",There are four clubs.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",3311,True
"[5, 6, 7]",,,,undefined,11864,"[10, 1, 9]",False,3,1,1,"[0, 1]","[1, 0, 0]",1 + 4 = ?,filler,0,"[5, 1, 4]",38,1 + 9 = ?,"[1, 0]",There is a square.,1,0,exh-subclausal,2,21.044366666666665,False,,,"[9, 0, 0]",3104,False
"[6, 5, 3]",,,,undefined,9336,"[9, 5, 3]",True,0,0,0,"[1, 0]","[0, 0, 0]",There are four stars.,response,0,"[6, 7, 4]",38,There are four triangles.,"[1, 0]",There are four stars.,0,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",3431,True
"[4, 1, 3]",,,,undefined,7879,"[6, 9, 2]",True,0,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,response,1,"[2, 7, 6]",38,Some of the symbols are stars.,"[0, 1]",Some of the symbols are hearts.,1,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2383,True
"[6, 1, 2]",,,,undefined,7192,"[7, 6, 1]",True,2,0,1,"[1, 0]","[0, 0, 0]",There are four but no more than four diamonds.,filler,0,"[0, 8, 9]",38,There are four but no more than four circles.,"[1, 0]",There are four stars.,0,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2279,True
"[3, 2, 9]",,,,undefined,8808,"[1, 6, 5]",True,2,0,1,"[1, 0]","[0, 0, 0]",There is a spade but nothing else.,filler,0,"[3, 6, 5]",38,There is a club but nothing else.,"[1, 0]",There is a spade.,0,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",3479,True
"[7, 4, 9]",,,,undefined,8752,"[7, 6, 1]",True,3,0,1,"[1, 0]","[5, 0, 0]",0 + 6 = ?,filler,1,"[6, 0, 6]",38,6 + 1 = ?,"[0, 1]",Some of the symbols are circles.,1,0,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",3511,True
"[2, 0, 7]",,,,undefined,10103,"[1, 8, 6]",True,2,0,0,"[1, 0]","[0, 0, 0]",Some but not all of the symbols are hearts.,response,1,"[4, 0, 1]",38,Some but not all of the symbols are clubs.,"[0, 1]",Some of the symbols are ticks.,1,0,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2183,True
"[6, 0, 1]",,,,undefined,11935,"[9, 3, 2]",False,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are triangles.,filler,0,"[9, 0, 2]",38,Some of the symbols are triangles.,"[1, 0]",Some of the symbols are stars.,1,1,exh-subclausal,0,21.044366666666665,False,,,"[0, 0, 0]",3175,False
"[0, 7, 8]",,,,undefined,8016,"[6, 2, 4]",True,3,1,1,"[0, 1]","[5, 0, 0]",4 + 4 = ?,filler,0,"[8, 4, 4]",38,2 + 4 = ?,"[1, 0]",There is a diamond.,0,1,exh-subclausal,2,21.044366666666665,True,,,"[1, 0, 0]",2439,True
"[6, 7, 9]",,,,undefined,8856,"[8, 3, 6]",True,2,0,0,"[1, 0]","[0, 0, 0]",There are four but no more than four notes.,response,1,"[8, 9, 6]",38,There are four but no more than four notes.,"[0, 1]",There are four stars.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",3271,True
"[0, 1, 3]",,,,undefined,9199,"[5, 0, 3]",True,0,0,0,"[1, 0]","[0, 0, 0]",There are four notes.,response,1,"[8, 4, 5]",38,There are four squares.,"[0, 1]",There are four diamonds.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2319,True
"[1, 6, 0]",,,,undefined,8176,"[8, 7, 2]",False,1,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are clubs.,response,1,"[1, 2, 8]",38,Some of the symbols are notes.,"[0, 1]",Some of the symbols are clubs.,1,0,exh-subclausal,0,21.044366666666665,False,,,"[0, 0, 0]",2351,True
"[8, 1, 3]",,,,undefined,7488,"[4, 2, 9]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are circles.,response,0,"[7, 6, 3]",38,Some but not all of the symbols are hearts.,"[1, 0]",Some of the symbols are notes.,0,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2431,True
"[0, 9, 3]",,,,undefined,8567,"[5, 6, 3]",True,0,1,0,"[0, 1]","[0, 0, 0]",Some of the symbols are ticks.,filler,0,"[2, 3, 8]",38,Some of the symbols are squares.,"[1, 0]",Some of the symbols are diamonds.,0,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",3543,True
"[7, 6, 3]",,,,undefined,7728,"[8, 2, 6]",False,3,1,0,"[0, 1]","[7, 0, 0]",5 + 4 = ?,response,0,"[9, 5, 4]",38,2 + 6 = ?,"[1, 0]",There are four circles.,1,0,exh-subclausal,1,21.044366666666665,False,,,"[8, 0, 0]",2048,False
"[8, 2, 5]",,,,undefined,7744,"[9, 3, 0]",True,0,1,0,"[0, 1]","[0, 0, 0]",There is a note.,filler,1,"[8, 7, 9]",38,There is a triangle.,"[0, 1]",There is a note.,1,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2312,True
"[6, 4, 1]",,,,undefined,8543,"[1, 8, 5]",True,1,0,1,"[1, 0]","[0, 0, 0]",There is a note.,filler,1,"[8, 0, 7]",38,There is a club.,"[0, 1]",There is a star.,1,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2719,True
"[9, 8, 0]",,,,undefined,9672,"[8, 4, 4]",True,3,1,0,"[0, 1]","[9, 0, 0]",5 + 8 = ?,response,0,"[13, 5, 8]",38,4 + 4 = ?,"[1, 0]",There are four triangles.,0,1,exh-subclausal,1,21.044366666666665,True,,,"[2, 0, 0]",3007,True
"[0, 2, 5]",,,,undefined,13271,"[3, 5, 9]",True,2,0,0,"[1, 0]","[0, 0, 0]",There are four but no more than four notes.,response,1,"[8, 7, 1]",38,There are four but no more than four spades.,"[0, 1]",There are four diamonds.,1,0,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2727,True
"[7, 5, 6]",,,,undefined,8279,"[4, 5, 9]",True,0,1,1,"[0, 1]","[0, 0, 0]",There are four spades.,filler,0,"[3, 0, 5]",38,There are four hearts.,"[1, 0]",There are four circles.,0,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2295,True
"[2, 1, 6]",,,,undefined,10816,"[7, 1, 2]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are stars.,filler,0,"[6, 4, 5]",38,Some of the symbols are circles.,"[1, 0]",Some of the symbols are ticks.,0,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2559,True
"[8, 1, 6]",,,,undefined,9040,"[9, 2, 6]",True,0,1,0,"[0, 1]","[0, 0, 0]",There is a triangle.,response,0,"[9, 5, 0]",38,There is a triangle.,"[1, 0]",There is a note.,0,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2592,True
"[6, 0, 4]",,,,undefined,7184,"[9, 3, 7]",True,1,1,0,"[0, 1]","[0, 0, 0]",There are four notes.,response,0,"[8, 1, 7]",38,There are four triangles.,"[1, 0]",There are four stars.,0,1,exh-subclausal,1,21.044366666666665,True,,,"[0, 0, 0]",2191,True
"[7, 1, 6]",,,,undefined,15015,"[1, 2, 3]",True,2,1,1,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are hearts.,filler,1,"[4, 6, 9]",38,Some but not all of the symbols are clubs.,"[0, 1]",Some of the symbols are circles.,1,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2743,True
"[2, 6, 3]",,,,undefined,13368,"[1, 9, 5]",False,1,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are triangles.,filler,0,"[9, 1, 3]",38,Some of the symbols are clubs.,"[1, 0]",Some of the symbols are ticks.,0,0,exh-subclausal,0,21.044366666666665,False,,,"[0, 0, 0]",3247,True
"[3, 8, 5]",,,,undefined,7792,"[6, 5, 1]",True,2,0,0,"[1, 0]","[0, 0, 0]",There is a diamond but nothing else.,response,1,"[0, 1, 3]",38,There is a star but nothing else.,"[0, 1]",There is a spade.,1,0,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",2639,True
"[8, 1, 3]",,,,undefined,10623,"[0, 1, 6]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are hearts.,response,0,"[4, 5, 9]",38,Some but not all of the symbols are diamonds.,"[1, 0]",Some of the symbols are notes.,0,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",3966,True
"[3, 7, 8]",,,,undefined,7808,"[3, 2, 8]",True,2,1,0,"[0, 1]","[0, 0, 0]",Some but not all of the symbols are notes.,response,0,"[8, 6, 1]",38,Some but not all of the symbols are spades.,"[1, 0]",Some of the symbols are spades.,0,1,exh-subclausal,0,21.044366666666665,True,,,"[0, 0, 0]",2375,True
"[4, 8, 6]",,,,undefined,6672,"[1, 4, 5]",True,2,1,0,"[0, 1]","[0, 0, 0]",There is a spade but nothing else.,response,0,"[3, 7, 2]",38,There is a club but nothing else.,"[1, 0]",There is a heart.,0,1,exh-subclausal,2,21.044366666666665,True,,,"[0, 0, 0]",1903,True
,bot_check,"[0, 'Jessica']",Jessica,undefined,,,,,,,,,,,,,39,,,,,,,,28.3461,,,1,,,
"[3, 7, 9]",,,,undefined,13132,"[3, 8, 0]",True,1,0,1,"[1, 0]","[0, 0, 0]",Some of the symbols are spades.,response,0,"[3, 9, 0]",39,Some of the symbols are spades.,"[1, 0]",Some of the symbols are spades.,0,0,exh-subclausal,0,28.3461,True,,,"[0, 0, 0]",4763,True
"[1, 8, 4]",,,,undefined,17930,"[6, 5, 2]",True,0,1,1,"[0, 1]","[0, 0, 0]",Some of the symbols are clubs.,filler,0,"[1, 8, 0]",39,Some of the symbols are stars.,"[1, 0]",Some of the symbols are clubs.,0,1,exh-subclausal,0,28.3461,True,,,"[0, 0, 0]",3302,True
