goodPTChoice,response,goodPOChoice,pTChoice,response_rt,Answer.condition,primeStrength,trial_type,pOSymbols,slide_type,responseChoice,image,primeType,workerid,pTSymbols,audio,responseSymbols,responseSentence,pOChoice,slide_number,primeOShuffle,correctPChoices,correctPOChoice,btwncondition,Answer.time_in_minutes,correctPTChoice,pTSentence,pTwrongAnswer,pOwrongAnswer,block_rt,pOSentence,primeTShuffle
0,,1,1,5501,undefined,3,filler,"[2, 0, 2]",,1,,0,36,"[18, 9, 9]",,"[2, 0, 7]",Some of the symbols are ticks.,0,,"[0, 1]",False,False,alternative,18.140783333333335,False,9 + 9 = ?,"[0, 0, 0]","[7, 0, 0]",10125,0 + 2 = ?,"[1, 0]"
1,,1,1,2279,undefined,0,response,"[6, 8, 5]",,0,,0,36,"[5, 1, 6]",,"[1, 7, 3]",Some of the symbols are clubs.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",7360,Some of the symbols are stars.,"[0, 1]"
0,,0,1,2030,undefined,3,filler,"[18, 9, 9]",,1,,1,36,"[7, 5, 2]",,"[9, 8, 3]",There are four triangles.,0,,"[1, 0]",False,True,alternative,18.140783333333335,False,5 + 2 = ?,"[0, 0, 0]","[2, 0, 0]",5393,9 + 9 = ?,"[1, 0]"
1,,0,1,2086,undefined,0,response,"[8, 1, 2]",,0,,2,36,"[2, 1, 6]",,"[0, 8, 6]",There is a diamond.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a tick.,"[0, 0, 0]","[0, 0, 0]",7184,There is a note.,"[0, 1]"
0,,1,0,2494,undefined,3,response,"[2, 2, 0]",,0,,0,36,"[3, 2, 1]",,"[5, 6, 8]",Some of the symbols are squares.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,2 + 1 = ?,"[6, 0, 0]","[5, 0, 0]",6631,2 + 0 = ?,"[1, 0]"
0,,0,0,3333,undefined,1,response,"[8, 5, 3]",,0,,0,36,"[6, 2, 4]",,"[9, 2, 0]",Some of the symbols are triangles.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",9518,Some of the symbols are notes.,"[1, 0]"
1,,0,1,3027,undefined,0,response,"[1, 0, 2]",,0,,1,36,"[6, 7, 4]",,"[3, 9, 1]",There are four spades.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There are four stars.,"[0, 0, 0]","[0, 0, 0]",9628,There are four clubs.,"[0, 1]"
1,,1,1,4882,undefined,2,response,"[0, 5, 9]",,0,,0,36,"[8, 2, 6]",,"[2, 5, 3]",Some of the symbols are ticks.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,All of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",9946,All of the symbols are diamonds.,"[0, 1]"
0,,1,1,2571,undefined,3,response,"[9, 6, 3]",,0,,1,36,"[4, 4, 0]",,"[7, 1, 3]",There are four circles.,0,,"[0, 1]",False,False,alternative,18.140783333333335,False,4 + 0 = ?,"[1, 0, 0]","[5, 0, 0]",6873,6 + 3 = ?,"[1, 0]"
0,,1,0,2489,undefined,3,response,"[13, 7, 6]",,0,,2,36,"[12, 7, 5]",,"[7, 1, 2]",There is a circle.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,7 + 5 = ?,"[5, 0, 0]","[1, 0, 0]",7037,7 + 6 = ?,"[1, 0]"
1,,0,1,2596,undefined,2,response,"[3, 6, 7]",,0,,2,36,"[4, 2, 6]",,"[1, 9, 5]",There is a club.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a heart and a tick.,"[0, 0, 0]","[0, 0, 0]",7231,There is a spade and a star.,"[0, 1]"
0,,0,1,3761,undefined,3,response,"[7, 5, 2]",,0,,2,36,"[7, 2, 5]",,"[0, 6, 1]",There is a diamond.,0,,"[1, 0]",False,True,alternative,18.140783333333335,False,2 + 5 = ?,"[8, 0, 0]","[3, 0, 0]",7562,5 + 2 = ?,"[1, 0]"
1,,0,1,1868,undefined,2,response,"[6, 9, 4]",,0,,2,36,"[8, 9, 1]",,"[1, 9, 3]",There is a club.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a note and a triangle.,"[0, 0, 0]","[0, 0, 0]",7515,There is a star and a triangle.,"[0, 1]"
0,,1,0,2688,undefined,3,filler,"[17, 9, 8]",,1,,2,36,"[5, 3, 2]",,"[5, 3, 7]",There is a square.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,3 + 2 = ?,"[4, 0, 0]","[9, 0, 0]",6163,9 + 8 = ?,"[1, 0]"
1,,1,1,3217,undefined,1,response,"[5, 7, 3]",,0,,2,36,"[8, 3, 9]",,"[2, 4, 3]",There is a tick.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There is a note.,"[0, 0, 0]","[0, 0, 0]",7716,There is a square.,"[0, 1]"
1,,1,1,2749,undefined,0,filler,"[4, 6, 2]",,1,,0,36,"[4, 8, 7]",,"[5, 8, 1]",Some of the symbols are squares.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,Some of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",12624,Some of the symbols are hearts.,"[0, 1]"
1,,0,1,3016,undefined,1,filler,"[3, 2, 6]",,1,,1,36,"[7, 4, 6]",,"[4, 9, 0]",There are four hearts.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There are four circles.,"[0, 0, 0]","[0, 0, 0]",8099,There are four spades.,"[0, 1]"
0,,1,0,5621,undefined,2,filler,"[8, 7, 1]",,1,,2,36,"[9, 6, 2]",,"[5, 3, 8]",There is a square.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There is a triangle and a star.,"[0, 0, 0]","[0, 0, 0]",11030,There is a note and a circle.,"[1, 0]"
0,,0,1,2236,undefined,3,filler,"[13, 6, 7]",,1,,1,36,"[7, 3, 4]",,"[9, 0, 5]",There are four triangles.,0,,"[1, 0]",False,True,alternative,18.140783333333335,False,3 + 4 = ?,"[4, 0, 0]","[2, 0, 0]",6977,6 + 7 = ?,"[1, 0]"
1,,0,1,2040,undefined,0,response,"[5, 1, 4]",,0,,1,36,"[8, 9, 1]",,"[8, 6, 0]",There are four notes.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There are four notes.,"[0, 0, 0]","[0, 0, 0]",8121,There are four squares.,"[0, 1]"
1,,1,1,2903,undefined,1,filler,"[7, 5, 9]",,1,,0,36,"[6, 7, 8]",,"[1, 4, 5]",Some of the symbols are clubs.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",9116,Some of the symbols are circles.,"[0, 1]"
0,,0,0,3766,undefined,1,filler,"[0, 2, 4]",,1,,2,36,"[4, 5, 9]",,"[0, 2, 8]",There is a diamond.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",8186,There is a diamond.,"[1, 0]"
1,,0,1,2447,undefined,1,response,"[6, 2, 4]",,0,,0,36,"[8, 5, 4]",,"[6, 1, 3]",Some of the symbols are stars.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,Some of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",8338,Some of the symbols are stars.,"[0, 1]"
0,,0,0,1709,undefined,0,filler,"[7, 6, 0]",,0,,2,36,"[4, 3, 5]",,"[8, 2, 5]",There is a note.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",7292,There is a circle.,"[1, 0]"
0,,0,1,3120,undefined,3,filler,"[17, 9, 8]",,1,,2,36,"[13, 6, 7]",,"[1, 0, 6]",There is a club.,0,,"[1, 0]",False,True,alternative,18.140783333333335,False,6 + 7 = ?,"[1, 0, 0]","[9, 0, 0]",8893,9 + 8 = ?,"[1, 0]"
0,,1,0,4847,undefined,0,response,"[3, 7, 5]",,0,,1,36,"[7, 4, 3]",,"[7, 0, 9]",There are four circles.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are four circles.,"[0, 0, 0]","[0, 0, 0]",8944,There are four spades.,"[1, 0]"
0,,0,0,2188,undefined,1,response,"[0, 1, 7]",,0,,0,36,"[9, 2, 8]",,"[7, 0, 5]",Some of the symbols are circles.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",7666,Some of the symbols are diamonds.,"[1, 0]"
1,,0,1,1943,undefined,0,filler,"[2, 7, 3]",,1,,1,36,"[6, 9, 1]",,"[2, 9, 1]",There are four ticks.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There are four stars.,"[0, 0, 0]","[0, 0, 0]",8774,There are four ticks.,"[0, 1]"
1,,0,1,1757,undefined,3,response,"[11, 5, 6]",,0,,1,36,"[10, 8, 2]",,"[4, 8, 9]",There are four hearts.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,8 + 2 = ?,"[5, 0, 0]","[8, 0, 0]",5577,5 + 6 = ?,"[0, 1]"
1,,0,1,3857,undefined,0,filler,"[5, 6, 0]",,1,,2,36,"[5, 3, 4]",,"[3, 4, 9]",There is a spade.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a square.,"[0, 0, 0]","[0, 0, 0]",8019,There is a square.,"[0, 1]"
0,,0,0,2622,undefined,2,response,"[5, 7, 4]",,0,,0,36,"[1, 8, 7]",,"[3, 9, 8]",Some of the symbols are spades.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,All of the symbols are clubs.,"[0, 0, 0]","[0, 0, 0]",9433,All of the symbols are squares.,"[1, 0]"
1,,1,1,2693,undefined,2,filler,"[1, 3, 5]",,1,,1,36,"[2, 5, 7]",,"[5, 4, 9]",There are four squares.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are six ticks.,"[0, 0, 0]","[0, 0, 0]",6979,There are six clubs.,"[0, 1]"
1,,1,1,2017,undefined,1,response,"[3, 0, 5]",,0,,1,36,"[9, 7, 5]",,"[7, 0, 3]",There are four circles.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",6209,There are four spades.,"[0, 1]"
1,,1,1,5591,undefined,2,filler,"[8, 5, 3]",,1,,0,36,"[5, 9, 0]",,"[0, 6, 5]",Some of the symbols are diamonds.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",12209,All of the symbols are notes.,"[0, 1]"
1,,1,1,4318,undefined,1,filler,"[4, 0, 5]",,1,,1,36,"[6, 3, 5]",,"[5, 3, 7]",There are four squares.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are four stars.,"[0, 0, 0]","[0, 0, 0]",9199,There are four hearts.,"[0, 1]"
0,,0,0,2169,undefined,0,response,"[4, 6, 3]",,0,,1,36,"[3, 2, 1]",,"[5, 3, 2]",There are four squares.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",6806,There are four hearts.,"[1, 0]"
1,,1,1,3717,undefined,1,response,"[7, 3, 1]",,0,,0,36,"[5, 1, 0]",,"[4, 0, 2]",Some of the symbols are hearts.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,Some of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",10351,Some of the symbols are circles.,"[0, 1]"
1,,0,1,4312,undefined,0,filler,"[8, 1, 7]",,1,,2,36,"[4, 8, 6]",,"[5, 6, 9]",There is a square.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",10110,There is a note.,"[0, 1]"
0,,1,0,2444,undefined,0,filler,"[9, 3, 2]",,1,,1,36,"[0, 4, 1]",,"[5, 4, 8]",There are four squares.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",6826,There are four triangles.,"[1, 0]"
0,,0,0,2157,undefined,3,response,"[7, 2, 5]",,0,,0,36,"[10, 7, 3]",,"[6, 4, 7]",Some of the symbols are stars.,1,,"[1, 0]",False,False,alternative,18.140783333333335,True,7 + 3 = ?,"[6, 0, 0]","[6, 0, 0]",5409,2 + 5 = ?,"[1, 0]"
0,,1,0,2581,undefined,1,response,"[9, 4, 6]",,0,,1,36,"[0, 5, 7]",,"[0, 9, 3]",There are four diamonds.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are four diamonds.,"[0, 0, 0]","[0, 0, 0]",7464,There are four triangles.,"[1, 0]"
1,,0,1,2474,undefined,2,response,"[4, 5, 8]",,0,,2,36,"[5, 6, 1]",,"[0, 7, 4]",There is a diamond.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a square and a star.,"[0, 0, 0]","[0, 0, 0]",10486,There is a heart and a square.,"[0, 1]"
0,,1,0,2455,undefined,3,filler,"[9, 1, 8]",,1,,2,36,"[6, 5, 1]",,"[1, 9, 4]",There is a club.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,5 + 1 = ?,"[5, 0, 0]","[0, 0, 0]",6560,1 + 8 = ?,"[1, 0]"
0,,1,0,2198,undefined,2,response,"[7, 3, 9]",,0,,1,36,"[2, 7, 5]",,"[0, 3, 9]",There are four diamonds.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are six ticks.,"[0, 0, 0]","[0, 0, 0]",6570,There are six circles.,"[1, 0]"
1,,0,1,3159,undefined,3,filler,"[3, 2, 1]",,1,,0,36,"[9, 9, 0]",,"[2, 9, 0]",Some of the symbols are ticks.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,9 + 0 = ?,"[7, 0, 0]","[2, 0, 0]",7516,2 + 1 = ?,"[0, 1]"
0,,1,0,2230,undefined,0,filler,"[1, 2, 9]",,1,,1,36,"[4, 9, 1]",,"[3, 6, 7]",There are four spades.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are four hearts.,"[0, 0, 0]","[0, 0, 0]",6542,There are four clubs.,"[1, 0]"
0,,1,0,2310,undefined,0,filler,"[5, 2, 9]",,1,,0,36,"[2, 7, 6]",,"[2, 0, 6]",Some of the symbols are ticks.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,Some of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",7027,Some of the symbols are squares.,"[1, 0]"
0,,0,0,2224,undefined,2,response,"[8, 4, 6]",,0,,0,36,"[2, 5, 4]",,"[4, 2, 6]",Some of the symbols are hearts.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,All of the symbols are ticks.,"[0, 0, 0]","[0, 0, 0]",6753,All of the symbols are notes.,"[1, 0]"
0,,0,0,2035,undefined,0,response,"[1, 7, 3]",,0,,2,36,"[4, 2, 5]",,"[1, 8, 0]",There is a club.,0,,"[1, 0]",True,True,alternative,18.140783333333335,True,There is a heart.,"[0, 0, 0]","[0, 0, 0]",6610,There is a club.,"[1, 0]"
1,,1,1,4969,undefined,1,response,"[3, 7, 5]",,0,,1,36,"[5, 0, 3]",,"[1, 9, 7]",There are four clubs.,1,,"[0, 1]",True,True,alternative,18.140783333333335,True,There are four squares.,"[0, 0, 0]","[0, 0, 0]",9225,There are four spades.,"[0, 1]"
,"[0, 'Linda']",,,,undefined,,,,bot_check,,Linda,,37,,,,,,1,,,,,22.772833333333335,,,,,,,
0,,0,1,16187,undefined,3,response,"[8, 4, 4]",,1,,1,37,"[10, 2, 8]",,"[5, 8, 0]",There are four squares.,0,,"[1, 0]",False,True,alternative,22.772833333333335,False,2 + 8 = ?,"[1, 0, 0]","[7, 0, 0]",24838,4 + 4 = ?,"[1, 0]"
1,,1,1,4693,undefined,1,filler,"[0, 1, 7]",,1,,2,37,"[6, 8, 3]",,"[5, 2, 4]",There is a square.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",11097,There is a diamond.,"[0, 1]"
0,,1,0,8781,undefined,3,response,"[13, 6, 7]",,0,,2,37,"[15, 8, 7]",,"[2, 0, 9]",There is a tick.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,8 + 7 = ?,"[9, 0, 0]","[6, 0, 0]",22106,6 + 7 = ?,"[1, 0]"
1,,0,1,5162,undefined,2,response,"[1, 5, 8]",,0,,2,37,"[8, 1, 4]",,"[9, 2, 8]",There is a triangle.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There is a note and a club.,"[0, 0, 0]","[0, 0, 0]",16668,There is a club and a square.,"[0, 1]"
0,,0,0,4557,undefined,0,response,"[5, 2, 7]",,0,,1,37,"[5, 2, 8]",,"[3, 9, 2]",There are four spades.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There are four squares.,"[0, 0, 0]","[0, 0, 0]",12439,There are four squares.,"[1, 0]"
1,,1,1,3773,undefined,2,filler,"[4, 0, 6]",,1,,1,37,"[3, 9, 1]",,"[9, 6, 4]",There are four triangles.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There are six spades.,"[0, 0, 0]","[0, 0, 0]",13263,There are six hearts.,"[0, 1]"
0,,0,0,3773,undefined,1,filler,"[2, 9, 1]",,1,,0,37,"[6, 9, 4]",,"[2, 8, 7]",Some of the symbols are ticks.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",66653,Some of the symbols are ticks.,"[1, 0]"
1,,1,1,22041,undefined,0,response,"[2, 5, 8]",,0,,2,37,"[5, 4, 1]",,"[1, 2, 6]",There is a club.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There is a square.,"[0, 0, 0]","[0, 0, 0]",29195,There is a tick.,"[0, 1]"
1,,1,1,25198,undefined,3,filler,"[11, 2, 9]",,1,,2,37,"[13, 9, 4]",,"[7, 3, 9]",There is a circle.,0,,"[0, 1]",False,False,alternative,22.772833333333335,True,9 + 4 = ?,"[5, 0, 0]","[5, 0, 0]",37355,2 + 9 = ?,"[0, 1]"
1,,1,0,2654,undefined,3,filler,"[18, 9, 9]",,1,,2,37,"[10, 5, 5]",,"[7, 6, 1]",There is a circle.,1,,"[0, 1]",False,True,alternative,22.772833333333335,False,5 + 5 = ?,"[3, 0, 0]","[6, 0, 0]",8246,9 + 9 = ?,"[0, 1]"
1,,1,1,6635,undefined,2,filler,"[5, 2, 8]",,1,,2,37,"[3, 0, 6]",,"[8, 7, 6]",There is a note.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There is a spade and a diamond.,"[0, 0, 0]","[0, 0, 0]",27717,There is a square and a tick.,"[0, 1]"
1,,0,1,6169,undefined,0,filler,"[7, 9, 3]",,1,,2,37,"[7, 6, 2]",,"[3, 2, 0]",There is a spade.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There is a circle.,"[0, 0, 0]","[0, 0, 0]",12241,There is a circle.,"[0, 1]"
0,,0,0,8122,undefined,2,response,"[9, 1, 7]",,0,,0,37,"[4, 7, 8]",,"[8, 7, 4]",Some of the symbols are notes.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,All of the symbols are hearts.,"[0, 0, 0]","[0, 0, 0]",16407,All of the symbols are triangles.,"[1, 0]"
0,,1,0,18740,undefined,1,filler,"[7, 4, 6]",,1,,1,37,"[9, 4, 5]",,"[2, 7, 4]",There are four ticks.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There are four triangles.,"[0, 0, 0]","[0, 0, 0]",32701,There are four circles.,"[1, 0]"
1,,1,1,4878,undefined,2,response,"[8, 5, 4]",,0,,0,37,"[5, 2, 3]",,"[7, 3, 4]",Some of the symbols are circles.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,All of the symbols are squares.,"[0, 0, 0]","[0, 0, 0]",12376,All of the symbols are notes.,"[0, 1]"
0,,1,1,19344,undefined,3,response,"[8, 2, 6]",,0,,2,37,"[10, 8, 2]",,"[3, 4, 1]",There is a spade.,0,,"[0, 1]",False,False,alternative,22.772833333333335,False,8 + 2 = ?,"[2, 0, 0]","[1, 0, 0]",29545,2 + 6 = ?,"[1, 0]"
0,,0,0,4731,undefined,3,filler,"[3, 0, 3]",,1,,1,37,"[1, 1, 0]",,"[8, 0, 2]",There are four notes.,1,,"[1, 0]",False,False,alternative,22.772833333333335,True,1 + 0 = ?,"[4, 0, 0]","[5, 0, 0]",10974,0 + 3 = ?,"[1, 0]"
1,,1,1,4741,undefined,1,response,"[4, 5, 0]",,0,,0,37,"[7, 6, 3]",,"[7, 2, 1]",Some of the symbols are circles.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",11822,Some of the symbols are hearts.,"[0, 1]"
1,,1,1,4582,undefined,1,filler,"[5, 9, 3]",,1,,0,37,"[9, 8, 5]",,"[8, 0, 1]",Some of the symbols are notes.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",14722,Some of the symbols are squares.,"[0, 1]"
0,,1,1,3907,undefined,3,filler,"[15, 8, 7]",,1,,1,37,"[10, 3, 7]",,"[6, 2, 3]",There are four stars.,0,,"[0, 1]",False,False,alternative,22.772833333333335,False,3 + 7 = ?,"[9, 0, 0]","[2, 0, 0]",22725,8 + 7 = ?,"[1, 0]"
1,,0,1,5248,undefined,0,filler,"[6, 1, 0]",,1,,2,37,"[6, 8, 9]",,"[4, 0, 9]",There is a heart.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There is a star.,"[0, 0, 0]","[0, 0, 0]",11996,There is a star.,"[0, 1]"
0,,1,1,3058,undefined,3,filler,"[8, 1, 7]",,1,,1,37,"[6, 1, 5]",,"[1, 7, 4]",There are four clubs.,0,,"[0, 1]",False,False,alternative,22.772833333333335,False,1 + 5 = ?,"[3, 0, 0]","[9, 0, 0]",20403,1 + 7 = ?,"[1, 0]"
0,,0,0,10538,undefined,1,filler,"[4, 1, 5]",,1,,0,37,"[9, 3, 0]",,"[3, 2, 8]",Some of the symbols are spades.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,Some of the symbols are triangles.,"[0, 0, 0]","[0, 0, 0]",17237,Some of the symbols are hearts.,"[1, 0]"
0,,1,0,2394,undefined,0,response,"[2, 5, 1]",,0,,2,37,"[8, 0, 7]",,"[6, 5, 8]",There is a star.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There is a note.,"[0, 0, 0]","[0, 0, 0]",8434,There is a tick.,"[1, 0]"
1,,1,1,2650,undefined,1,response,"[4, 8, 3]",,0,,2,37,"[8, 7, 2]",,"[7, 5, 9]",There is a circle.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There is a note.,"[0, 0, 0]","[0, 0, 0]",10587,There is a heart.,"[0, 1]"
1,,0,1,10622,undefined,2,response,"[7, 0, 2]",,0,,1,37,"[9, 2, 8]",,"[0, 3, 1]",There are four diamonds.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There are six triangles.,"[0, 0, 0]","[0, 0, 0]",16141,There are six circles.,"[0, 1]"
0,,1,0,2998,undefined,2,filler,"[2, 9, 7]",,1,,0,37,"[6, 1, 3]",,"[1, 9, 6]",Some of the symbols are clubs.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,All of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",28366,All of the symbols are ticks.,"[1, 0]"
1,,1,0,7055,undefined,3,response,"[1, 1, 0]",,0,,1,37,"[5, 4, 1]",,"[8, 1, 2]",There are four notes.,1,,"[0, 1]",False,True,alternative,22.772833333333335,False,4 + 1 = ?,"[7, 0, 0]","[6, 0, 0]",13715,1 + 0 = ?,"[0, 1]"
1,,1,0,13021,undefined,3,response,"[1, 1, 0]",,0,,0,37,"[15, 7, 8]",,"[3, 6, 5]",Some of the symbols are spades.,1,,"[0, 1]",False,True,alternative,22.772833333333335,False,7 + 8 = ?,"[7, 0, 0]","[8, 0, 0]",21857,1 + 0 = ?,"[0, 1]"
0,,0,0,3154,undefined,1,response,"[7, 2, 0]",,0,,0,37,"[0, 6, 7]",,"[9, 7, 1]",Some of the symbols are triangles.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,Some of the symbols are diamonds.,"[0, 0, 0]","[0, 0, 0]",9871,Some of the symbols are circles.,"[1, 0]"
0,,0,0,3558,undefined,0,filler,"[4, 0, 8]",,1,,0,37,"[6, 7, 8]",,"[8, 1, 9]",Some of the symbols are notes.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,Some of the symbols are stars.,"[0, 0, 0]","[0, 0, 0]",12033,Some of the symbols are hearts.,"[1, 0]"
0,,1,0,2765,undefined,3,response,"[8, 3, 5]",,0,,0,37,"[16, 7, 9]",,"[5, 6, 7]",Some of the symbols are squares.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,7 + 9 = ?,"[1, 0, 0]","[6, 0, 0]",16256,3 + 5 = ?,"[1, 0]"
0,,0,0,2462,undefined,2,response,"[0, 3, 7]",,0,,1,37,"[1, 9, 7]",,"[0, 8, 5]",There are four diamonds.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There are six clubs.,"[0, 0, 0]","[0, 0, 0]",9329,There are six diamonds.,"[1, 0]"
1,,0,1,3313,undefined,2,filler,"[0, 1, 6]",,1,,2,37,"[7, 9, 5]",,"[0, 3, 5]",There is a diamond.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There is a circle and a triangle.,"[0, 0, 0]","[0, 0, 0]",9676,There is a diamond and a club.,"[0, 1]"
0,,1,0,2750,undefined,1,response,"[6, 7, 8]",,0,,0,37,"[7, 5, 8]",,"[9, 3, 4]",Some of the symbols are triangles.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,Some of the symbols are circles.,"[0, 0, 0]","[0, 0, 0]",8666,Some of the symbols are stars.,"[1, 0]"
1,,1,1,2620,undefined,2,filler,"[3, 8, 2]",,1,,2,37,"[4, 8, 5]",,"[6, 4, 8]",There is a star.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There is a heart and a note.,"[0, 0, 0]","[0, 0, 0]",9441,There is a spade and a note.,"[0, 1]"
0,,1,0,2014,undefined,0,response,"[7, 4, 2]",,0,,1,37,"[3, 1, 4]",,"[6, 9, 2]",There are four stars.,1,,"[0, 1]",True,True,alternative,22.772833333333335,True,There are four spades.,"[0, 0, 0]","[0, 0, 0]",7450,There are four circles.,"[1, 0]"
1,,0,1,1664,undefined,3,response,"[12, 3, 9]",,0,,1,37,"[7, 2, 5]",,"[0, 2, 8]",There are four diamonds.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,2 + 5 = ?,"[4, 0, 0]","[4, 0, 0]",10177,3 + 9 = ?,"[0, 1]"
0,,0,0,2922,undefined,3,response,"[7, 3, 4]",,0,,0,37,"[4, 1, 3]",,"[0, 1, 2]",Some of the symbols are diamonds.,1,,"[1, 0]",False,False,alternative,22.772833333333335,True,1 + 3 = ?,"[2, 0, 0]","[9, 0, 0]",8800,3 + 4 = ?,"[1, 0]"
0,,0,0,3645,undefined,0,filler,"[0, 4, 7]",,1,,2,37,"[5, 4, 9]",,"[8, 7, 2]",There is a note.,0,,"[1, 0]",True,True,alternative,22.772833333333335,True,There is a square.,"[0, 0, 0]","[0, 0, 0]",8095,There is a diamond.,"[1, 0]"
1,,0,1,2327,undefined,2,filler,"[8, 6, 2]",,1,,0,37,"[8, 0, 3]",,"[6, 2, 9]",Some of the symbols are stars.,1,,"[1, 0]",False,False,alternative,22.772833333333335,True,All of the symbols are notes.,"[0, 0, 0]","[0, 0, 0]",11331,All of the symbols are notes.,"[0, 1]"
